insect_id,normalized_plant,count,plant_names,record_ids
species-6079,ケヤキ,2,ケヤキ,hostplant-004239 | hostplant-913419
species-6088,シナノキ,2,シナノキ,hostplant-004261 | hostplant-913312
species-6110,エゾリンドウ,2,エゾリンドウ,hostplant-004279 | hostplant-913416
species-6111,シラカシ,2,シラカシ,hostplant-004284 | hostplant-909682
species-6113,アカマツ,2,アカマツ,hostplant-004288 | hostplant-909706
species-6113,チョウセンゴヨウ,2,チョウセンゴヨウ,hostplant-004289 | hostplant-909708
species-6114,ヒマラヤスギ,2,ヒマラヤスギ,hostplant-004290 | hostplant-909703
species-6114,モミ,2,モミ,hostplant-004291 | hostplant-909704
species-6114,ウラジロモミ,2,ウラジロモミ,hostplant-004291-2 | hostplant-909702
species-6116,シラカシ,2,シラカシ,hostplant-004299 | hostplant-909694
species-6116,カシワ,2,カシワ,hostplant-004300 | hostplant-909689
species-6116,クリ,2,クリ,hostplant-004301 | hostplant-909691
species-6116,コナラ,2,コナラ,hostplant-004302 | hostplant-909692
species-6116,クヌギ,2,クヌギ,hostplant-004303 | hostplant-909690
species-6116,アベマキ,2,アベマキ,hostplant-004304 | hostplant-909687
species-6116,リンゴ,2,リンゴ,hostplant-004305 | hostplant-909695
species-6118,コナラ,2,コナラ,hostplant-004308 | hostplant-909700
species-6118,クヌギ,2,クヌギ,hostplant-004309 | hostplant-909699
species-6118,カラマツ,2,カラマツ,hostplant-004311 | hostplant-909698
species-6119,リンゴ,2,リンゴ,hostplant-004312 | hostplant-909728
species-6119,スモモ,2,スモモ,hostplant-004313 | hostplant-909726
species-6119,ウメ,2,ウメ,hostplant-004314 | hostplant-909720
species-6119,アンズ,2,アンズ,hostplant-004315 | hostplant-909719
species-6119,サクラ類,2,サクラ類,hostplant-004316 | hostplant-909725
species-6119,カキノキ,2,カキノキ,hostplant-004317 | hostplant-909725-split
species-6119,ムラサキハシドイ,2,ムラサキハシドイ,hostplant-004318 | hostplant-909727
species-6119,クヌギ,2,クヌギ,hostplant-004319 | hostplant-909723
species-6119,コナラ,2,コナラ,hostplant-004320 | hostplant-909724
species-6119,カシワ,2,カシワ,hostplant-004321 | hostplant-909721
species-6120,リンゴ,2,リンゴ,hostplant-004323 | hostplant-909714
species-6120,ムラサキハシドイ,2,ムラサキハシドイ,hostplant-004324 | hostplant-909713
species-6124,ナツグミ,2,ナツグミ,hostplant-004336 | hostplant-909759
species-6125,リンゴ,2,リンゴ,hostplant-004337 | hostplant-909767
species-6126,エドヒガン,2,エドヒガン,hostplant-004339 | hostplant-909732
species-6127,リンゴ,2,リンゴ,hostplant-004340 | hostplant-909777
species-6127,スモモ,2,スモモ,hostplant-004341 | hostplant-909773
species-6127,クヌギ,2,クヌギ,hostplant-004343 | hostplant-909771
species-6127,カシワ,2,カシワ,hostplant-004344 | hostplant-909770
species-6127,ブナ,2,ブナ,hostplant-004345 | hostplant-909774
species-6127,ミズナラ,2,ミズナラ,hostplant-004346 | hostplant-909776
species-6127,アラカシ,2,アラカシ,hostplant-004348 | hostplant-909768
species-6127,マンサク,2,マンサク,hostplant-004349 | hostplant-909775
species-6128,エノキ,2,エノキ,hostplant-004350 | hostplant-909763
species-6128,ウバメガシ,2,ウバメガシ,hostplant-004351 | hostplant-909762
species-6131,リンゴ,2,リンゴ,hostplant-004363 | hostplant-909810
species-6132,リンゴ,2,リンゴ,hostplant-004365 | hostplant-909827
species-6133,シナノキ,2,シナノキ,hostplant-004368 | hostplant-909820
species-6136,リンゴ,2,リンゴ,hostplant-004371 | hostplant-909843
species-6136,スモモ,2,スモモ,hostplant-004372 | hostplant-909842
species-6136,クヌギ,2,クヌギ,hostplant-004375 | hostplant-909839
species-6136,コナラ,2,コナラ,hostplant-004376 | hostplant-909840
species-6136,アベマキ,2,アベマキ,hostplant-004377 | hostplant-909835
species-6136,カシワ,2,カシワ,hostplant-004378 | hostplant-909837
species-6137,リンゴ,2,リンゴ,hostplant-004379 | hostplant-909799
species-6137,モモ,2,モモ,hostplant-004380 | hostplant-909798
species-6137,コナラ,2,コナラ,hostplant-004383 | hostplant-909794
species-6137,クヌギ,2,クヌギ,hostplant-004384 | hostplant-909792
species-6137,カシワ,2,カシワ,hostplant-004385 | hostplant-909791
species-6137,アベマキ,2,アベマキ,hostplant-004386 | hostplant-909786
species-6137,アラカシ,2,アラカシ,hostplant-004387 | hostplant-909787
species-6138,カシワ,2,カシワ,hostplant-004388 | hostplant-909844
species-6146,エゾノギシギシ,2,エゾノギシギシ,hostplant-004406 | hostplant-913291
species-6146,オオイタドリ,2,オオイタドリ,hostplant-004407 | hostplant-913292
species-6146,ウラジロタデ,2,ウラジロタデ,hostplant-004408 | hostplant-913293
species-6146,ヤマブキショウマ,2,ヤマブキショウマ,hostplant-004409 | hostplant-913294
species-6146,アズマイチゲ,2,アズマイチゲ,hostplant-004410 | hostplant-913295
species-6148,オオイタドリ,2,オオイタドリ,hostplant-004415 | hostplant-913296
species-6148,ムラサキツメクサ,2,ムラサキツメクサ,hostplant-004416 | hostplant-913297
species-6148,ホザキシモツケ,2,ホザキシモツケ,hostplant-004417 | hostplant-913298
species-6148,キンミズヒキ,2,キンミズヒキ,hostplant-004419 | hostplant-913300
species-20215,クロマメノキ,2,クロマメノキ,hostplant-005215 | hostplant-913438
species-20393,トウワタ,2,トウワタ,hostplant-006254 | hostplant-913483
species-H445,サクラ,2,サクラ,hostplant-006898 | hostplant-900140
species-H455,ケイトウ,2,ケイトウ,hostplant-006918 | hostplant-900155
species-H467,ココヤシ,2,ココヤシ,hostplant-006933 | hostplant-900107
species-H472,サクラ,2,サクラ,hostplant-006940 | hostplant-900108
species-H519,シロバナカモメヅル,2,シロバナカモメヅル,hostplant-007022 | hostplant-900876
species-H541,クリ,2,クリ,hostplant-007051 | hostplant-900868
species-H943,ウメ,2,ウメ,hostplant-007055 | hostplant-909903
species-H492,コナラ,2,コナラ,hostplant-007209 | hostplant-900889
species-H498,クヌギ,2,クヌギ,hostplant-007210 | hostplant-900900
species-H628,マユミ,2,マユミ,hostplant-007242 | hostplant-hhb-audit-20260712-0001
species-H628,ニシキギ,2,ニシキギ,hostplant-007243 | hostplant-hhb-audit-20260712-0002
species-3926,カツラ,2,カツラ,hostplant-091040 | hostplant-913330
species-3926,ミヤマザクラ,2,ミヤマザクラ,hostplant-091046 | hostplant-913216
species-H704,ヤマノイモ,2,ヤマノイモ,hostplant-900003 | hostplant-hhb-audit-20260712-0008
species-H706,ヤマノイモ,2,ヤマノイモ,hostplant-900004 | hostplant-hhb-audit-20260712-0009
species-H470,メダケ,2,メダケ,hostplant-900113 | hostplant-hhb-audit-20260712-0105
species-H637,フキ,2,フキ,hostplant-900115 | hostplant-hhb-audit-20260712-0107
species-H637,ヨメナ,2,ヨメナ,hostplant-900116 | hostplant-hhb-audit-20260712-0108
species-H074,ジャガイモ,2,ジャガイモ,hostplant-900310 | hostplant-hhb-audit-20260712-0112
species-H074,ナス,2,ナス,hostplant-900311 | hostplant-hhb-audit-20260712-0113
species-H086,ネズミモチ,2,ネズミモチ,hostplant-900318 | hostplant-hhb-audit-20260712-0098
species-H086,コバノトネリコ,2,コバノトネリコ,hostplant-900319 | hostplant-hhb-audit-20260712-0099
species-H113,キチジョウソウ,2,キチジョウソウ,hostplant-900337 | hostplant-hhb-audit-20260712-0095
species-H136,オオバコ,2,オオバコ,hostplant-900386 | hostplant-hhb-audit-20260712-0096
species-H136,エゾオオバコ,2,エゾオオバコ,hostplant-900387 | hostplant-hhb-audit-20260712-0097
species-H284,サルナシ,2,サルナシ,hostplant-900767 | hostplant-hhb-audit-20260712-0092
species-H284,オオバアサガラ,2,オオバアサガラ,hostplant-900768 | hostplant-hhb-audit-20260712-0093
species-H285,ハンノキ,2,ハンノキ,hostplant-900770 | hostplant-hhb-audit-20260712-0087
species-H285,シラカバ,2,シラカバ,hostplant-900772 | hostplant-hhb-audit-20260712-0089
species-H286,ハンノキ,2,ハンノキ,hostplant-900777 | hostplant-hhb-audit-20260712-0091
species-H253,ブナ,2,ブナ,hostplant-900807 | hostplant-hhb-audit-20260712-0081
species-H347,クリ,2,クリ,hostplant-900815 | hostplant-hhb-audit-20260712-0090
species-H318,クワ,2,クワ,hostplant-900816 | hostplant-hhb-audit-20260712-0082
species-H318,コウゾ,2,コウゾ,hostplant-900817 | hostplant-hhb-audit-20260712-0083
species-H318,クリ,2,クリ,hostplant-900819 | hostplant-hhb-audit-20260712-0085
species-H318,フジ,2,フジ,hostplant-900821 | hostplant-hhb-audit-20260712-0086
species-H318,ヤマノイモ,2,ヤマノイモ,hostplant-900822 | hostplant-hhb-audit-20260712-0084
species-H254,アザミ,2,アザミ,hostplant-900828 | hostplant-hhb-audit-20260712-0075
species-H254,フキ,2,フキ,hostplant-900829 | hostplant-hhb-audit-20260712-0076
species-H259,ミゾソバ,2,ミゾソバ,hostplant-900830 | hostplant-hhb-audit-20260712-0077
species-H259,イタドリ,2,イタドリ,hostplant-900831 | hostplant-hhb-audit-20260712-0078
species-H259,ギシギシ,2,ギシギシ,hostplant-900833 | hostplant-hhb-audit-20260712-0079
species-H259,オランダイチゴ,2,オランダイチゴ,hostplant-900834 | hostplant-hhb-audit-20260712-0080
species-H533,ハンノキ,2,ハンノキ,hostplant-900846 | hostplant-hhb-audit-20260712-0020
species-H536,ヨモギ,2,ヨモギ,hostplant-900849 | hostplant-hhb-audit-20260712-0021
species-H540,コナラ,2,コナラ,hostplant-900864 | hostplant-hhb-audit-20260712-0018
species-H540,クリ,2,クリ,hostplant-900865 | hostplant-hhb-audit-20260712-0019
species-H530,サツマイモ,2,サツマイモ,hostplant-900883 | hostplant-hhb-audit-20260712-0022
species-H530,ヒルガオ,2,ヒルガオ,hostplant-900884 | hostplant-hhb-audit-20260712-0023
species-H492,ツバキ,2,ツバキ,hostplant-900890 | hostplant-hhb-audit-20260712-0031
species-H492,ヒサカキ,2,ヒサカキ,hostplant-900891 | hostplant-hhb-audit-20260712-0032
species-H492,ヤマグワ,2,ヤマグワ,hostplant-900892 | hostplant-hhb-audit-20260712-0033
species-H498,コジイ,2,コジイ,hostplant-900901 | hostplant-hhb-audit-20260712-0038
species-H513,クヌギ,2,クヌギ,hostplant-900928 | hostplant-hhb-audit-20260712-0030
species-H513,クリ,2,クリ,hostplant-900929 | hostplant-hhb-audit-20260712-0029
species-H484,ノブドウ,2,ノブドウ,hostplant-900934 | hostplant-hhb-audit-20260712-0035
species-H484,ブドウ,2,ブドウ,hostplant-900935 | hostplant-hhb-audit-20260712-0036
species-H504,クルミ,2,クルミ,hostplant-900952 | hostplant-hhb-audit-20260712-0042
species-H504,リンゴ,2,リンゴ,hostplant-900956 | hostplant-hhb-audit-20260712-0039
species-H504,ナシ,2,ナシ,hostplant-900957 | hostplant-hhb-audit-20260712-0040
species-H504,ウメ,2,ウメ,hostplant-900958 | hostplant-hhb-audit-20260712-0041
species-4849,クワ,2,クワ,hostplant-901208 | hostplant-913232
species-5197,ヒサカキ,2,ヒサカキ,hostplant-901295 | hostplant-907479
species-5197,サカキ,2,サカキ,hostplant-901296 | hostplant-906671
species-5197,ミミズバイ,2,ミミズバイ,hostplant-901297 | hostplant-913378
species-5383,オオバボダイジュ,2,オオバボダイジュ,hostplant-901385 | hostplant-913249
species-5383,ヘラノキ,2,ヘラノキ,hostplant-901386 | hostplant-913250
species-0989,ヤブミョウガ,2,ヤブミョウガ,hostplant-901770 | hostplant-912798
species-0998,ヤブニッケイ,2,ヤブニッケイ,hostplant-901773 | hostplant-912800
species-1001,オオムラサキシキブ,2,オオムラサキシキブ,hostplant-901782 | hostplant-912804
species-1012,ブドウ,2,ブドウ,hostplant-901787 | hostplant-912806
species-1012,ヨモギ,2,ヨモギ,hostplant-901789 | hostplant-912807
species-0906,リョウブ,2,リョウブ,hostplant-901806 | hostplant-912757
species-0906,ソメイヨシノ,2,ソメイヨシノ,hostplant-901808 | hostplant-912758
species-0910,ヤマザクラ,2,ヤマザクラ,hostplant-901816 | hostplant-907759
species-0933,ヤシャブシ,2,ヤシャブシ,hostplant-901826 | hostplant-912763
species-0933,ヒメヤシャブシ,2,ヒメヤシャブシ,hostplant-901827 | hostplant-912764
species-0958,バラ属,2,バラ属,hostplant-901847 | hostplant-912768
species-0958,サクラ属,2,サクラ属,hostplant-901848 | hostplant-912769
species-0960,コナラ属,2,コナラ属,hostplant-901852 | hostplant-912778
species-0961,サクラ属,2,サクラ属,hostplant-901862 | hostplant-912790
species-1041,オオタカネバラ,2,オオタカネバラ,hostplant-901864 | hostplant-912811
species-1044,シラカンバ,2,シラカンバ,hostplant-901870 | hostplant-912812
species-1047,シラカンバ,2,シラカンバ,hostplant-901878 | hostplant-912817
species-1051,エゾムラサキツツジ,2,エゾムラサキツツジ,hostplant-901884 | hostplant-912818
species-1052,イソツツジ,2,イソツツジ,hostplant-901885 | hostplant-912819
species-1056,ゴゼンタチバナ,2,ゴゼンタチバナ,hostplant-901888 | hostplant-912821
species-1057,シラカンバ,2,シラカンバ,hostplant-901890 | hostplant-912822
species-1057,ヒメヤシャブシ,2,ヒメヤシャブシ,hostplant-901893 | hostplant-912823
species-1062,オニシモツケ,2,オニシモツケ,hostplant-901898 | hostplant-912824
species-1071,オオバヤナギ,2,オオバヤナギ,hostplant-901914 | hostplant-912829
species-1073,シラカンバ,2,シラカンバ,hostplant-901918 | hostplant-912830
species-1073,ダケカンバ,2,ダケカンバ,hostplant-901919 | hostplant-912831
species-1100,ミヤマアキノキリンソウ,2,ミヤマアキノキリンソウ,hostplant-901954 | hostplant-912833
species-1101,ホソバアカザ,2,ホソバアカザ,hostplant-901956 | hostplant-912834
species-1102,ホソバアカザ,2,ホソバアカザ,hostplant-901959 | hostplant-912835
species-1103,イヌビユ,2,イヌビユ,hostplant-901961 | hostplant-912836
species-1103,アオビユ,2,アオビユ,hostplant-901962 | hostplant-912837
species-1112,スズメノヤリ,2,スズメノヤリ,hostplant-901976 | hostplant-912838
species-1113,イグサ属,2,イグサ属,hostplant-901977 | hostplant-912839
species-1574,ノイバラ,2,ノイバラ,hostplant-901982 | hostplant-913173
species-1574,赤ラズベリー,2,赤ラズベリー,hostplant-901984 | hostplant-913174
species-1576,リュウキュウイチゴ,2,リュウキュウイチゴ,hostplant-901986 | hostplant-913175
species-1581,カナヤマイチゴ,2,カナヤマイチゴ,hostplant-901992 | hostplant-913177
species-1582,オオバライチゴ,2,オオバライチゴ,hostplant-901995 | hostplant-908247
species-1584,タチヤナギ,2,タチヤナギ,hostplant-902002 | hostplant-913178
species-1585,オキナワウラジロガシ,2,オキナワウラジロガシ,hostplant-902004 | hostplant-913179
species-1596,ブドウ,2,ブドウ,hostplant-902019 | hostplant-913183
species-1596,エビヅル,2,エビヅル,hostplant-902020 | hostplant-913184
species-1596,ヤマブドウ,2,ヤマブドウ,hostplant-902021 | hostplant-913185
species-1596,シラガブドウ,2,シラガブドウ,hostplant-902022 | hostplant-913186
species-1598,ノブドウ,2,ノブドウ,hostplant-902023 | hostplant-913187
species-1601,ミヤママタタビ,2,ミヤママタタビ,hostplant-902027 | hostplant-913188
species-1606,ブドウ,2,ブドウ,hostplant-902033 | hostplant-913189
species-1610,シラカンバ,2,シラカンバ,hostplant-902034 | hostplant-913190
species-1615,サクラ,2,サクラ,hostplant-902059 | hostplant-908070
species-1617,ナツグミ,2,ナツグミ,hostplant-902066 | hostplant-913192
species-1621,ツブラジイ,2,ツブラジイ,hostplant-902078 | hostplant-913193
species-1503,アカギ,2,アカギ,hostplant-902097 | hostplant-908167
species-1504,レンブ,2,レンブ,hostplant-902098 | hostplant-913119
species-1510,ヤハズハンノキ,2,ヤハズハンノキ,hostplant-902104 | hostplant-906722
species-1517,アブラギリ,2,アブラギリ,hostplant-902112 | hostplant-913120
species-1519,クヌギ,2,クヌギ,hostplant-902120 | hostplant-908182
species-1541,ノボタン,2,ノボタン,hostplant-902143 | hostplant-913128
species-1542,シラカンバ,2,シラカンバ,hostplant-902146 | hostplant-913129
species-1542,ダケカンバ,2,ダケカンバ,hostplant-902147 | hostplant-913130
species-1530,カエデ属,2,カエデ属,hostplant-902154 | hostplant-913121
species-1532,アワブキ,2,アワブキ,hostplant-902162 | hostplant-913122
species-1536,サクラ属,2,サクラ属,hostplant-902166 | hostplant-913123
species-3979,フジ,2,フジ,hostplant-903473 | hostplant-SMGHOSTAUDIT-20260712-Z1-0010
species-21591,モチノキ,2,モチノキ,hostplant-904026 | hostplant-PDFAUDIT-20260710-0031
species-6111,ソメイヨシノ,2,ソメイヨシノ,hostplant-904471 | hostplant-909683
species-6069,サクラ類,2,サクラ類,hostplant-905425 | hostplant-909630
species-6137,サクラ類,2,サクラ類,hostplant-905427 | hostplant-909795
species-6017,サクラ類,2,サクラ類,hostplant-905430 | hostplant-909449
species-6033,サクラ類,2,サクラ類,hostplant-905436 | hostplant-909510-split
species-5786,ヤナギ類,2,ヤナギ類,hostplant-905437 | hostplant-909416
species-5786,サクラ類,2,サクラ類,hostplant-905438 | hostplant-909412
species-3505,ミズキ,2,ミズキ,hostplant-905884 | hostplant-PDFAUDIT-20260710-0004
species-1968,クマシデ,2,クマシデ,hostplant-905907 | hostplant-H3-0160
species-3896,ウラジロエノキ,2,ウラジロエノキ,hostplant-905934 | hostplant-913273
species-0852,コナラ,2,コナラ,hostplant-905979 | hostplant-912696
species-1568,アカギ,2,アカギ,hostplant-905986 | hostplant-913164
species-5591,エゾイラクサ,2,エゾイラクサ,hostplant-905997 | hostplant-PDFAUDIT-20260710-0106
species-4199,ヨモギ,2,ヨモギ,hostplant-905999 | hostplant-PDFAUDIT-20260710-0016
species-0934,ヤブツバキ,2,ヤブツバキ,hostplant-906001 | hostplant-912765
species-0829,シシウド,2,シシウド,hostplant-906005 | hostplant-912684
species-5026,オオキゴケ,2,オオキゴケ,hostplant-906024 | hostplant-913349
species-0839,キオン,2,キオン,hostplant-906041 | hostplant-912688
species-0833,タムラソウ,2,タムラソウ,hostplant-906043 | hostplant-912686
species-4967,ヤマハギ,2,ヤマハギ,hostplant-906670 | hostplant-PDFAUDIT-20260710-0103
species-0039,アキタブキ,2,アキタブキ,hostplant-906682 | hostplant-912576
species-1997,枯葉,2,枯葉,hostplant-906697 | hostplant-H3-0207
species-1930,ヒナウチワカエデ,2,ヒナウチワカエデ,hostplant-906698 | hostplant-H3-0070
species-1541,タチスズメノヒエ,2,タチスズメノヒエ,hostplant-906727 | hostplant-913126
species-0852,ミズナラ,2,ミズナラ,hostplant-907323 | hostplant-908039
species-5591,エゾゴマナ,2,エゾゴマナ,hostplant-907329 | hostplant-PDFAUDIT-20260710-0107
species-5591,チシマアザミ,2,チシマアザミ,hostplant-907330 | hostplant-PDFAUDIT-20260710-0108
species-1569,ミミズバイ,2,ミミズバイ,hostplant-907476 | hostplant-913167
species-1569,ヒサカキ,2,ヒサカキ,hostplant-907478 | hostplant-PDFAUDIT-20260710-0222
species-3770,ヤマモモ,2,ヤマモモ,hostplant-907486 | hostplant-B1B6-0597
species-0039,クサソテツ,2,クサソテツ,hostplant-907487 | hostplant-912577
species-0774,マルバアサガオ,2,マルバアサガオ,hostplant-907963 | hostplant-912648
species-0814,オヤマボクチ,2,オヤマボクチ,hostplant-908017 | hostplant-912680
species-2166,トドマツ,2,トドマツ,hostplant-908315 | hostplant-912614
species-2315,オクラ,2,オクラ,hostplant-908340 | hostplant-913421
species-2224,キバナシャクナゲ,2,キバナシャクナゲ,hostplant-908375 | hostplant-913244
species-2244,ホウロクイチゴ,2,ホウロクイチゴ,hostplant-908399 | hostplant-913427
species-3874,ブナ,2,ブナ,hostplant-B1B6-0815 | record-7574
species-3874,フジ,2,フジ,hostplant-B1B6-0816 | record-7595
species-6018,イジュ,2,イジュ,record-007745 | hostplant-909433
species-6021,ホロムイイチゴ,2,ホロムイイチゴ,record-007775 | hostplant-913359
species-6021,ホザキシモツケ,2,ホザキシモツケ,record-007776 | hostplant-913308
species-6028,トチノキ,2,トチノキ,record-007795 | hostplant-909495
species-6033,広葉樹,2,広葉樹,record-007808 | hostplant-909511
species-6033,ハルニレ,2,ハルニレ,record-007811 | hostplant-909509
species-6033,ポプラ,2,ポプラ,record-007812 | hostplant-909510
species-6047,サザンカ,2,サザンカ,record-007830 | hostplant-909523
species-6057,ツルグミ,2,ツルグミ,record-007838 | hostplant-909533
species-6052,アラカシ,2,アラカシ,record-007853 | hostplant-909570
species-6060,ソメイヨシノ,2,ソメイヨシノ,record-007867 | hostplant-909592
species-6060,キイチゴ,2,キイチゴ,record-007868 | hostplant-909590
species-6060,ナナカマド,2,ナナカマド,record-007869 | hostplant-909593
species-6060,ギシギシ,2,ギシギシ,record-007870 | hostplant-909591
species-6069,キイチゴ,2,キイチゴ,record-007892 | hostplant-909628
species-6069,フキ,2,フキ,record-007893 | hostplant-909631
species-6069,キブシ,2,キブシ,record-007894 | hostplant-909629
species-6108,ヨモギ,2,ヨモギ,record-007895 | hostplant-909658
species-6111,アラカシ,2,アラカシ,record-007898 | hostplant-909681
species-6116,アラカシ,2,アラカシ,record-007904 | hostplant-909688
species-6117,コデマリ,2,コデマリ,record-007913 | hostplant-909696
species-6113,ゴヨウマツ,2,ゴヨウマツ,record-007923 | hostplant-909707
species-6113,ヒマラヤスギ,2,ヒマラヤスギ,record-007925 | hostplant-909708-split
species-6120,フモトミズナラ,2,フモトミズナラ,record-007928 | hostplant-909711
species-6120,コナラ,2,コナラ,record-007929 | hostplant-909709
species-6120,ソメイヨシノ,2,ソメイヨシノ,record-007930 | hostplant-909710
species-6120,ミズキ,2,ミズキ,record-007931 | hostplant-909712
species-6123,クヌギ,2,クヌギ,record-007948 | hostplant-909746
species-6124,ナワシログミ,2,ナワシログミ,record-007964 | hostplant-909760
species-6128,アラカシ,2,アラカシ,record-007967 | hostplant-909761
species-6125,エノキ,2,エノキ,record-007968 | hostplant-909764
species-6125,コナラ,2,コナラ,record-007969 | hostplant-909766
species-6125,カシワ,2,カシワ,record-007971 | hostplant-909765
species-6137,エノキ,2,エノキ,record-007998 | hostplant-909789
species-6137,クリ,2,クリ,record-008001 | hostplant-909793
species-6137,フモトミズナラ,2,フモトミズナラ,record-008004 | hostplant-909797
species-6137,シラカバ,2,シラカバ,record-008005 | hostplant-909796
species-6137,オニグルミ,2,オニグルミ,record-008006 | hostplant-909790
species-6137,ウワミズザクラ,2,ウワミズザクラ,record-008007 | hostplant-909788
species-6131,コナラ,2,コナラ,record-008011 | hostplant-909808
species-6131,ミズキ,2,ミズキ,record-008012 | hostplant-909808-split
species-6132,エドヒガン,2,エドヒガン,record-008013 | hostplant-909822
species-6132,エノキ,2,エノキ,record-008014 | hostplant-909823
species-6132,カキ,2,カキ,record-008015 | hostplant-909824
species-6132,アラカシ,2,アラカシ,record-008017 | hostplant-909821
species-6132,クヌギ,2,クヌギ,record-008018 | hostplant-909821-split
species-6132,コナラ,2,コナラ,record-008019 | hostplant-909826
species-6132,カシワ,2,カシワ,record-008020 | hostplant-909825
species-6134,クリ,2,クリ,record-008022 | hostplant-909833
species-6134,ソメイヨシノ,2,ソメイヨシノ,record-008023 | hostplant-909834
species-6136,アラカシ,2,アラカシ,record-008032 | hostplant-909836
species-20438,ウラシマソウ,2,ウラシマソウ,record-008034 | hostplant-909847
species-20440,ハクサンチドリ,2,ハクサンチドリ,record-008038 | hostplant-909850
species-20440,ミツガシワ,2,ミツガシワ,record-008039 | hostplant-909851
species-3753,コナラ,2,コナラ,record-7503 | hostplant-PDFAUDIT-20260710-0005
species-3753,イロハモミジ,2,イロハモミジ,record-7504 | hostplant-PDFAUDIT-20260710-0006
species-3753,クヌギ,2,クヌギ,record-7505 | hostplant-PDFAUDIT-20260710-0007
species-3753,ソメイヨシノ,2,ソメイヨシノ,record-7506 | hostplant-PDFAUDIT-20260710-0008
species-4253,ミズナラ,2,ミズナラ,record-7666 | hostplant-913218
species-22988,シナノキ,2,シナノキ,hostplant-908644 | host-kamikiri-comprehensive-2c894b1caba82e
species-22995,ノブドウ,2,ノブドウ,hostplant-909865 | host-kamikiri-comprehensive-4b349ee2a5ff2d
species-22647,カマツカ,2,カマツカ,hostplant-909883 | hostplant-kamikiri-audit-20260625-0110
species-H743,ヒメシロネ,2,ヒメシロネ,hostplant-909975 | hostplant-hhb-audit-20260712-0052
species-H743,シロネ,2,シロネ,hostplant-909976 | hostplant-hhb-audit-20260712-0051
species-22592,カラスザンショウ,2,カラスザンショウ,hostplant-911962 | host-kamikiri-comprehensive-1ec2dd92fdd34f
species-22989,シナノキ,2,シナノキ,hostplant-912531 | host-kamikiri-comprehensive-9f6b199fbc1775
species-0841,シャク,2,シャク,hostplant-912690 | hostplant-913355
species-1541,ハイキビ,2,ハイキビ,hostplant-913125 | hostplant-913413
species-5591,シソ科,2,シソ科,hostplant-913322 | hostplant-PDFAUDIT-20260710-0109
species-20642,ムラサキモメンズル,2,ムラサキモメンズル,hostplant-913341 | hostplant-PDFAUDIT-20260710-0052
species-SC306,モリシマアカシア,2,モリシマアカシア,hostplant-SC-N64-COMP-01 | hostplant-SC-N81-COMP-11
species-SC306,ヌマミズキ,2,ヌマミズキ,hostplant-SC-N64-COMP-02 | hostplant-SC-N81-COMP-17
species-22988,オヒョウ,2,オヒョウ,host-KDB-0153 | host-kamikiri-comprehensive-59f39131cf2e47
species-22988,トチノキ,2,トチノキ,host-kamikiri-derived-base-192-220-0255 | host-kamikiri-comprehensive-90810160d5b0d3
species-22989,オヒョウ,2,オヒョウ,host-kamikiri-comprehensive-c6b5899098973a | host-kamikiri-comprehensive-9690e0bb55c5af
species-22989,トチノキ,2,トチノキ,host-kamikiri-comprehensive-774fe2641261cb | host-kamikiri-comprehensive-86e07cd6544fdb
