score,category,display_scope,profile_id,plant_name,scientific_name,family,family_latin,page,printed_page,source,current_value,expected_or_check,reason,evidence
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003376,バイカツツジ,Rhododendron semibarbatum,ツツジ科,ERICACEAE,138,274,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000374,バイケイソウ,Veratrum album,シュロソウ科,MELANTHIACEAE,63,,日本の野生植物 第1巻,Paris,veratrum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003564,バシクルモン,Apoeynum venetum,キョウチクトウ科,APOCYNACEAE,159,,日本の野生植物 第2巻,Apocyuum,apoeynum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004653,ヒイラギギク,Pluchea indica,キク科,ASTERACEAE,289,,日本の野生植物 第2巻,Imula,pluchea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003884,ヒイラギソウ,Ajuga incisa,シソ科,LAMIACEAE,199,,日本の野生植物 第2巻,Premna,ajuga,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003329,ヒカゲツツジ,Rhododendron keiskei,ツツジ科,ERICACEAE,135,,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002093,ヒカゲミズ,Parietaria mierantha,イラクサ科,URTICACEAE,258,,日本の野生植物 第1巻,Oreocnide,parietaria,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001619,ヒキノカサ,Ranunculus extorris,キンポウゲ科,RANUNCULACEAE,193,,日本の野生植物 第1巻,Pulsatilla,ranunculus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001344,ヒゲナガコメススキ,Piilagrostis alpina,イネ科,POACEAE,158,,日本の野生植物 第1巻,Polypogon,piilagrostis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001260,ヒゲナガスズメノチャヒキ,Bromus diandrus,イネ科,POACEAE,151,300,日本の野生植物 第1巻,BromIs,bromus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001269,ヒゲノガリヤス,Calamagrostis longiseta,イネ科,POACEAE,152,302,日本の野生植物 第1巻,BromIs,calamagrostis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003259,ヒコサンヒメシャラ,Stewartia serrata,ツバキ科,THEACEAE,124,,日本の野生植物 第2巻,Pyrenaria,stewartia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002670,ヒシ,Trapa jeholensis,ミソハギ科,LYTHRACEAE,42,,日本の野生植物 第2巻,Souneratia,trapa,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003797,ヒシモドキ,Trapella sinensis,オオバコ科,PLANTAGINACEAE,188,375,日本の野生植物 第2巻,Linaria,trapella,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003438,ヒジハリノキ,Benkara sinensis,アカネ科,RUBIACEAE,145,,日本の野生植物 第2巻,Argostemmna,benkara,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003245,ヒダカイワザクラ,Primula hidakana,サクラソウ科,PRIMULACEAE,122,,日本の野生植物 第2巻,Lysimachia,primula,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001526,ヒダカレイジンソウ,Aconitum tatewakii,キンポウゲ科,RANUNCULACEAE,184,,日本の野生植物 第1巻,Thalictrum,aconitum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000588,ヒトツバキソチドリ,Platanthera ophrydioides,ラン科,ORCHIDACEAE,87,173,日本の野生植物 第1巻,Peristylus,platanthera,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003732,ヒトツバタゴ,Chionanthus retusus,モクセイ科,OLEACEAE,179,,日本の野生植物 第2巻,Syringa,chionanthus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001120,ヒナガヤツリ,Cyperus faecidus,カヤツリグサ科,CYPERACEAE,131,,日本の野生植物 第1巻,Cladium,cyperus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003236,ヒナザクラ,Primula nipponica,サクラソウ科,PRIMULACEAE,122,243,日本の野生植物 第2巻,Lysimachia,primula,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000605,ヒナチドリ,Ponerorehis chidori,ラン科,ORCHIDACEAE,88,,日本の野生植物 第1巻,Ponerorchis,ponerorehis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000322,ヒナノボンボリ,Saionia hyodol,タヌキノショクダイ科,THISMIACEAE,57,113,日本の野生植物 第1巻,Thismia,saionia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000435,ヒナラン,Amitostigma gracile,ラン科,ORCHIDACEAE,71,140,日本の野生植物 第1巻,Amitostigmna,amitostigma,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003534,ヒナリンドウ,Gentiana aguatiea,アカネ科,RUBIACEAE,155,,日本の野生植物 第2巻,Swertia,gentiana,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002914,ヒノキバヤドリギ,Korthalsella japoniea,ビャクダン科,SANTALACEAE,80,,日本の野生植物 第2巻,Santalum,korthalsella,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001121,ヒメアオガヤツリ,Cyperus extremiorientalis,カヤツリグサ科,CYPERACEAE,131,,日本の野生植物 第1巻,Cladium,cyperus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001390,ヒメアブラススキ,Capilipedium parvinorum,イネ科,POACEAE,165,,日本の野生植物 第1巻,Bothriochloa,capilipedium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000402,ヒメアマナ,Gagea japoniea,ユリ科,LILIACEAE,66,,日本の野生植物 第1巻,Fritillaria,gagea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003330,ヒメイソツツジ,Rhododendron subareticum,ツツジ科,ERICACEAE,135,,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003290,ヒメイワカガミ,Schizoeodon ilicifolius,イワウメ科,DIAPENSIACEAE,127,,日本の野生植物 第2巻,Schizocodon,schizoeodon,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000221,ヒメウキクサ,Landoltia punctata,サトイモ科,ARACEAE,44,,日本の野生植物 第1巻,Landottia,landoltia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001640,ヒメウマノアシガタ,Ranunculus yakushimensis,キンポウゲ科,RANUNCULACEAE,194,,日本の野生植物 第1巻,Pulsatilla,ranunculus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003938,ヒメオドリコソウ,Lamium purpureum,シソ科,LAMIACEAE,206,,日本の野生植物 第2巻,Suzukia,lamium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000381,ヒメカカラ,Smilas bilora,サルトリイバラ科,SMILACACEAE,64,127,日本の野生植物 第1巻,Smilax,smilas,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000756,ヒメガマ,Typha domingensis,ガマ科,TYPHACEAE,106,,日本の野生植物 第1巻,Sparganium,typha,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003928,ヒメキセワタ,Matsumurella tuberifera,シソ科,LAMIACEAE,205,409,日本の野生植物 第2巻,Suzukia,matsumurella,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001786,ヒメキリンソウ,Phedimnus sikokianus,ベンケイソウ科,CRASSULACEAE,213,,日本の野生植物 第1巻,Kalanchoe,phedimnus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002113,ヒメキンミズヒキ,Agrimonia nipponica,バラ科,ROSACEAE,261,,日本の野生植物 第1巻,Agrimona,agrimonia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001095,ヒメクグ,Cyperus brevifolius,カヤツリグサ科,CYPERACEAE,130,,日本の野生植物 第1巻,Cladium,cyperus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003803,ヒメクワガタ,Veroniea nipponiea,オオバコ科,PLANTAGINACEAE,189,,日本の野生植物 第2巻,Linaria,veroniea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000781,ヒメコウガイゼキショウ,Juneus bufonius,イグサ科,JUNCACEAE,109,,日本の野生植物 第1巻,Juncus,juneus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003246,ヒメコザクラ,Primula maerocarpa,サクラソウ科,PRIMULACEAE,122,,日本の野生植物 第2巻,Lysimachia,primula,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000227,ヒメザゼンソウ,Symploearpus nipponicus,サトイモ科,ARACEAE,45,89,日本の野生植物 第1巻,Syunplocarpus,symploearpus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003399,ヒメシャクナゲ,Andromeda polifolia,ツツジ科,ERICACEAE,139,,日本の野生植物 第2巻,Arctous,andromeda,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003260,ヒメシャラ,Stewartia monadelpha,ツバキ科,THEACEAE,124,,日本の野生植物 第2巻,Pyrenaria,stewartia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003967,ヒメシロネ,Lycopus maackianus,シソ科,LAMIACEAE,210,,日本の野生植物 第2巻,Dracocephalum,lycopus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003670,ヒメセンナリホオズキ,Physalis pubescens,ナス科,SOLANACEAE,171,,日本の野生植物 第2巻,Pliysalis,physalis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004682,ヒメセンニチモドキ,Aemella uliginosa,キク科,ASTERACEAE,292,,日本の野生植物 第2巻,Acmella,aemella,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000318,ヒメソクシンラン,Aletris scopulorum,キンコウカ科,NARTHECIACEAE,56,111,日本の野生植物 第1巻,Metanarthecium,aletris,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002973,ヒメタデ,Persiearia ereetominor,タデ科,POLYGONACEAE,88,,日本の野生植物 第2巻,Persicaria,persiearia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004062,ヒメタヌキモ,Uticularia minor,タヌキモ科,LENTIBULARIACEAE,222,,日本の野生植物 第2巻,Utricularia,uticularia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001394,ヒメチゴザサ,Cyrtocoeeum patens,イネ科,POACEAE,166,,日本の野生植物 第1巻,Cyrtococeum,cyrtocoeeum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004627,ヒメチチコグサ,Guaphalium uliginosum,キク科,ASTERACEAE,286,,日本の野生植物 第2巻,Gnaphalium,guaphalium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001748,ヒメチャルメルソウ,Mitella doiana,ユキノシタ科,SAXIFRAGACEAE,208,,日本の野生植物 第1巻,Astilbe,mitella,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003664,ヒメツクバネアサガオ,Petunia parvillora,ナス科,SOLANACEAE,170,,日本の野生植物 第2巻,Pefunia,petunia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001683,ヒメツゲ,Buxus mierophylla,ツゲ科,BUXACEAE,200,398,日本の野生植物 第1巻,Pachysandra,buxus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001981,ヒメツルアズキ,Vigna minima,ハマビシ科,ZYGOPHYLLACEAE,243,,日本の野生植物 第1巻,Thermopsis,vigna,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000356,ヒメツルアダン,Freyeinetia williamsi,タコノキ科,PANDANACEAE,61,120,日本の野生植物 第1巻,Freycinetia,freyeinetia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003419,ヒメツルコケモモ,Vaecinium microearpum,ツツジ科,ERICACEAE,142,283,日本の野生植物 第2巻,Vaccinium,vaecinium,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000606,ヒメトケンラン,Tainia laxiflora,ラン科,ORCHIDACEAE,89,176,日本の野生植物 第1巻,Taenioplyllum,tainia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003559,ヒメナエ,Mitrasaeme indiea,マチン科,LOGANIACEAE,158,,日本の野生植物 第2巻,Geniostoma,mitrasaeme,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001270,ヒメノガリヤス,Calamagrostis hakonensis,イネ科,POACEAE,152,302,日本の野生植物 第1巻,BromIs,calamagrostis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002717,ヒメノボタン,Osbeekia chinensis,ノボタン科,MELASTOMATACEAE,48,,日本の野生植物 第2巻,Osbeckia,osbeekia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000535,ヒメノヤガラ,Hetaeria shikokiana,ラン科,ORCHIDACEAE,81,,日本の野生植物 第1巻,Herminium,hetaeria,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003968,ヒメハッカ,Mentha japonica,シソ科,LAMIACEAE,210,,日本の野生植物 第2巻,Meehania,mentha,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001620,ヒメバイカモ,Ranuneulus kadzusensis,キンポウゲ科,RANUNCULACEAE,193,,日本の野生植物 第1巻,Pulsatilla,ranuneulus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000626,ヒメヒオウギズイセン,Crocosmia xerocosmiflora,アヤメ科,IRIDACEAE,91,,日本の野生植物 第1巻,Crocosmnia,crocosmia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-002672,ヒメビシ,Trapa incisa,ミソハギ科,LYTHRACEAE,42,,日本の野生植物 第2巻,Souneratia,trapa,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001122,ヒメホウキガヤツリ,Cyperus nutans,カヤツリグサ科,CYPERACEAE,131,,日本の野生植物 第1巻,Cladium,cyperus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000698,ヒメマイヅルソウ,Malanthemum bifolium,クサスギカズラ科,ASPARAGACEAE,99,,日本の野生植物 第1巻,Maianthemu,malanthemum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004063,ヒメミミカキグサ,Utrieularia minutissima,タヌキモ科,LENTIBULARIACEAE,222,,日本の野生植物 第2巻,Utricularia,utrieularia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000488,ヒメヤツシロラン,Didymoplexis mieradenia,ラン科,ORCHIDACEAE,76,,日本の野生植物 第1巻,Didymoplexiella,didymoplexis,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000689,ヒメヤブラン,Liriope minor,クサスギカズラ科,ASPARAGACEAE,98,,日本の野生植物 第1巻,Hosta,liriope,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004763,ヒュウガセンキュウ,Angeliea minamitanii,セリ科,APIACEAE,302,,日本の野生植物 第2巻,Angelica,angeliea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000776,ヒュウガホシクサ,Erioeaulon echinulatum,ホシクサ科,ERIOCAULACEAE,108,,日本の野生植物 第1巻,Eriocaulon,erioeaulon,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003388,ヒュウガミツバツツジ,Rhododendron hyugaense,ツツジ科,ERICACEAE,138,,日本の野生植物 第2巻,Phyllodoce,rhododendron,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003824,ヒヨクソウ,Veroniea laxa,オオバコ科,PLANTAGINACEAE,190,,日本の野生植物 第2巻,Linaria,veroniea,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003682,ヒヨドリジョウゴ,Solanum lyratum,ナス科,SOLANACEAE,172,,日本の野生植物 第2巻,Seopolia,solanum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001179,ヒラアンベライ,Machaerina glomerata,カヤツリグサ科,CYPERACEAE,136,,日本の野生植物 第1巻,Lipocarpha,machaerina,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003700,ヒラナス,Solanum aethiopicum,ナス科,SOLANACEAE,173,,日本の野生植物 第2巻,Seopolia,solanum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001875,ヒルギカズラ,Dalbergia eandenatensis,ハマビシ科,ZYGOPHYLLACEAE,228,,日本の野生植物 第1巻,Crotalaria,dalbergia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004071,ヒルギダマシ,Avicennia marina,キツネノマゴ科,ACANTHACEAE,223,,日本の野生植物 第2巻,Aviceunia,avicennia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001660,ヒレフリカラマツ,Thalietrum toyamae,キンポウゲ科,RANUNCULACEAE,196,,日本の野生植物 第1巻,Thalictrum,thalietrum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-004825,ヒロハガマズミ,Viburnum koreanum,ガマズミ科,VIBURNACEAE,309,,日本の野生植物 第2巻,Sambucus,viburnum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001971,ヒロハクサフジ,Vicia japonica,マメ科,FABACEAE,242,482,日本の野生植物 第1巻,Thermopsis,vicia,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003490,ヒロハコンロンカ,Mussaenda shikokiana,アカネ科,RUBIACEAE,150,,日本の野生植物 第2巻,Morinda,mussaenda,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-003783,ヒロハスギナモ,Hippuris tetraphylla,オオバコ科,PLANTAGINACEAE,186,,日本の野生植物 第2巻,Elisioplyllum,hippuris,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000581,ヒロハトンボソウ,Platanthera fuscescens,ラン科,ORCHIDACEAE,86,,日本の野生植物 第1巻,Peristylus,platanthera,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000777,ヒロハノイヌノヒゲ,Erioeaulon alpestre,ホシクサ科,ERIOCAULACEAE,108,,日本の野生植物 第1巻,Eriocaulon,erioeaulon,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000287,ヒロハノエビモ,Potamogeton perfoliatus,ヒルムシロ科,POTAMOGETONACEAE,53,104,日本の野生植物 第1巻,Stuckenia,potamogeton,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001018,ヒロハノオオタマツリスゲ,Cares arakiana,カヤツリグサ科,CYPERACEAE,125,,日本の野生植物 第1巻,Carex,cares,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001167,ヒロハノクロタマガヤツリ,Fuirena umbellata,カヤツリグサ科,CYPERACEAE,135,,日本の野生植物 第1巻,Fimbristylis,fuirena,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-000803,ヒロハノコウガイゼキショウ,Juneus diastrophanthus,イグサ科,JUNCACEAE,110,,日本の野生植物 第1巻,Juncus,juneus,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001296,ヒロハノドジョウツナギ,Glyceria leptolepis,イネ科,POACEAE,154,,日本の野生植物 第1巻,Glyeeria,glyceria,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
78,genus_scientific_conflicts_with_scientific_name,profile_candidate,plant-profile-001241,ヒロハノハネガヤ,Achnatherum coreanum,イネ科,POACEAE,148,,日本の野生植物 第1巻,Chikusichloa,achnatherum,The row's genus field should match the first word of the scientific name.,This usually means parser state leaked from a neighboring OCR block.
