record_id,book_page,insect_id,japanese_name,plant_name,plant_family,observation_type,source_reference,verification_note,ocr_evidence_text
hostplant-ZUKAN4-P086155-0113,100,species-0409,ハナヒリノキハマキホソガ,ハナヒリノキ,ツツジ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ハナヒリノキ、エゾムラサキツツジ,ミツバツツジ"
hostplant-ZUKAN4-P086155-0114,100,species-0409,ハナヒリノキハマキホソガ,ミツバツツジ,ツツジ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ハナヒリノキ、エゾムラサキツツジ,ミツバツツジ"
hostplant-ZUKAN4-P086155-0115,100,species-0410,ミズナラハマキホソガ,イヌブナ,ブナ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]クリ,クヌギ、ミズナラ、イヌブナなど(以上ブナ科)."
hostplant-ZUKAN4-P086155-0116,100,species-0410,ミズナラハマキホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]クリ,クヌギ、ミズナラ、イヌブナなど(以上ブナ科)."
hostplant-ZUKAN4-P086155-0117,100,species-0410,ミズナラハマキホソガ,クリ,ブナ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]クリ,クヌギ、ミズナラ、イヌブナなど(以上ブナ科)."
hostplant-ZUKAN4-P086155-0118,100,species-0410,ミズナラハマキホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]クリ,クヌギ、ミズナラ、イヌブナなど(以上ブナ科)."
hostplant-ZUKAN4-P086155-0119,100,species-0411,キスジハマキホソガ,ダケカンバ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ダケカンバ、ミズメなど(以上カバノキ科).
hostplant-ZUKAN4-P086155-0120,100,species-0411,キスジハマキホソガ,ミズメ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ダケカンバ、ミズメなど(以上カバノキ科).
hostplant-ZUKAN4-P086155-0121,101,species-0412,ニレハマキホソガ,ケヤキ,ニレ科,文献,日本産蛾類標準図鑑4,前種へのOCR誤吸着を補正,
hostplant-ZUKAN4-P086155-0122,101,species-0412,ニレハマキホソガ,ハルニレ,ニレ科,文献,日本産蛾類標準図鑑4,前種へのOCR誤吸着を補正,
hostplant-ZUKAN4-P086155-0123,101,species-0413,エノキハマキホソガ,エゾエノキ,アサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エノキ、エゾエノキなどエノキ属(アサ科).
hostplant-ZUKAN4-P086155-0124,101,species-0413,エノキハマキホソガ,エノキ,アサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エノキ、エゾエノキなどエノキ属(アサ科).
hostplant-ZUKAN4-P086155-0125,101,species-0413,エノキハマキホソガ,エノキ属,アサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エノキ、エゾエノキなどエノキ属(アサ科).
hostplant-ZUKAN4-P086155-0126,101,species-0414,クヌギハマキホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主食物]クリ、クヌギ、ミズナラ、コナラなど(以上ブナ科).
hostplant-ZUKAN4-P086155-0127,101,species-0414,クヌギハマキホソガ,クリ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主食物]クリ、クヌギ、ミズナラ、コナラなど(以上ブナ科).
hostplant-ZUKAN4-P086155-0128,101,species-0414,クヌギハマキホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主食物]クリ、クヌギ、ミズナラ、コナラなど(以上ブナ科).
hostplant-ZUKAN4-P086155-0129,101,species-0414,クヌギハマキホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主食物]クリ、クヌギ、ミズナラ、コナラなど(以上ブナ科).
hostplant-ZUKAN4-P086155-0130,101,species-0415,イッシキハマキホソガ,エゾハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エゾハンノキなどハンノキ属(カバノキ科).
hostplant-ZUKAN4-P086155-0131,101,species-0415,イッシキハマキホソガ,ハンノキ属,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エゾハンノキなどハンノキ属(カバノキ科).
hostplant-ZUKAN4-P086155-0132,102,species-0416,ハンノハマキホソガ,ケヤマハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,寄主植物]ヤチハンノキやケヤマハンノキなど(以上カバノキ科).
hostplant-ZUKAN4-P086155-0133,102,species-0416,ハンノハマキホソガ,ヤチハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,寄主植物]ヤチハンノキやケヤマハンノキなど(以上カバノキ科).
hostplant-ZUKAN4-P086155-0134,102,species-0417,カンバハマキホソガ,カバノキ属,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]シラカンバなどカバノキ属(カバノキ科).
hostplant-ZUKAN4-P086155-0135,102,species-0417,カンバハマキホソガ,シラカンバ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]シラカンバなどカバノキ属(カバノキ科).
hostplant-ZUKAN4-P086155-0136,102,species-0418,マダラハマキホソガ,カワラハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤシャブシ、ハンノキ、ヤハズハンノキ、ミヤマハンノキ、カワラハンノキなどハンノキ属(以上:カバノキ科).
hostplant-ZUKAN4-P086155-0137,102,species-0418,マダラハマキホソガ,ハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤシャブシ、ハンノキ、ヤハズハンノキ、ミヤマハンノキ、カワラハンノキなどハンノキ属(以上:カバノキ科).
hostplant-ZUKAN4-P086155-0138,102,species-0418,マダラハマキホソガ,ハンノキ属,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤシャブシ、ハンノキ、ヤハズハンノキ、ミヤマハンノキ、カワラハンノキなどハンノキ属(以上:カバノキ科).
hostplant-ZUKAN4-P086155-0139,102,species-0418,マダラハマキホソガ,ミヤマハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤシャブシ、ハンノキ、ヤハズハンノキ、ミヤマハンノキ、カワラハンノキなどハンノキ属(以上:カバノキ科).
hostplant-ZUKAN4-P086155-0140,102,species-0418,マダラハマキホソガ,ヤシャブシ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤシャブシ、ハンノキ、ヤハズハンノキ、ミヤマハンノキ、カワラハンノキなどハンノキ属(以上:カバノキ科).
hostplant-ZUKAN4-P086155-0141,102,species-0418,マダラハマキホソガ,ヤハズハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤシャブシ、ハンノキ、ヤハズハンノキ、ミヤマハンノキ、カワラハンノキなどハンノキ属(以上:カバノキ科).
hostplant-ZUKAN4-P086155-0142,102,species-0419,マメハマキホソガ,アズキ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アズキ、ダイズなど、栽培豆類をふくむマメ科。[分類]亜種区分はされていない。み交尾器のバルバの形態は、他の日本産のCalapilia属とはまったく異なり、特異的.
hostplant-ZUKAN4-P086155-0143,102,species-0419,マメハマキホソガ,ダイズ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アズキ、ダイズなど、栽培豆類をふくむマメ科。[分類]亜種区分はされていない。み交尾器のバルバの形態は、他の日本産のCalapilia属とはまったく異なり、特異的.
hostplant-ZUKAN4-P086155-0144,102,species-0419,マメハマキホソガ,栽培豆類,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アズキ、ダイズなど、栽培豆類をふくむマメ科。[分類]亜種区分はされていない。み交尾器のバルバの形態は、他の日本産のCalapilia属とはまったく異なり、特異的.
hostplant-ZUKAN4-P086155-0145,103,species-0420,コブシハマキホソガ,コブシ,モクレン科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0146,103,species-0421,マツブサハマキホソガ,チョウセンゴミシ,マツブサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]チョウセンゴミシ(マツブサ科).
hostplant-ZUKAN4-P086155-0147,103,species-0422,カズラハマキホソガ,サネカズラ,マツブサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]サネカズラ(マツプサ科).
hostplant-ZUKAN4-P086155-0148,103,species-0423,シキミハマキホソガ,シキミ,マツブサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]シキミ(マツブサ科).
hostplant-ZUKAN4-P086155-0149,103,species-0424,タブノキハマキホソガ,タブノキ,クスノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]タブノキなど(クスノキ科).
hostplant-ZUKAN4-P086155-0150,104,species-0425,ホソバタブハマキホソガ,ホソバタブ,クスノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ホソバタブ(クスノキ科).
hostplant-ZUKAN4-P086155-0151,104,species-0426,ハネナガハマキホソガ,ハゼノキ,ウルシ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ハゼノキ、ヤマウルシなど(以上ウルシ科).[分類]亜種区分はされていない.Gracilarid(!)corollatMeyrick,1932とCaloptiliuelongataKumata,1982は、本種のシノニム。る交尾器の特殊な形態から車属Timodoraに入れられたが、"
hostplant-ZUKAN4-P086155-0152,104,species-0426,ハネナガハマキホソガ,ヤマウルシ,ウルシ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ハゼノキ、ヤマウルシなど(以上ウルシ科).[分類]亜種区分はされていない.Gracilarid(!)corollatMeyrick,1932とCaloptiliuelongataKumata,1982は、本種のシノニム。る交尾器の特殊な形態から車属Timodoraに入れられたが、"
hostplant-ZUKAN4-P086155-0153,104,species-0427,ハスオビハマキホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クヌギ(ブナ科).
hostplant-ZUKAN4-P086155-0154,105,species-0428,ナラウススジハマキホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,"寄主植物]クリ、シイ類,クヌギ、ミズナラなど(以上ブナ科)."
hostplant-ZUKAN4-P086155-0155,105,species-0428,ナラウススジハマキホソガ,クリ,ブナ科,文献,日本産蛾類標準図鑑4,,"寄主植物]クリ、シイ類,クヌギ、ミズナラなど(以上ブナ科)."
hostplant-ZUKAN4-P086155-0156,105,species-0428,ナラウススジハマキホソガ,シイ類,ブナ科,文献,日本産蛾類標準図鑑4,,"寄主植物]クリ、シイ類,クヌギ、ミズナラなど(以上ブナ科)."
hostplant-ZUKAN4-P086155-0157,105,species-0428,ナラウススジハマキホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,"寄主植物]クリ、シイ類,クヌギ、ミズナラなど(以上ブナ科)."
hostplant-ZUKAN4-P086155-0158,105,species-0429,シラキハキリホソガ,シラキ,トウダイグサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]シラキ(トウダイグサ科).
hostplant-ZUKAN4-P086155-0159,105,species-0430,タマホソガ,カンコノキ,コミカンソウ科,文献,日本産蛾類標準図鑑4,,[寄主植物]カンコノキ(コミカンソウ科).
hostplant-ZUKAN4-P086155-0160,105,species-0431,フタテンシロダモホソガ,シロダモ,クスノキ科,文献,日本産蛾類標準図鑑4,,「寄主植物]シロダモ(クスノキ科).
hostplant-ZUKAN4-P086155-0161,106,species-0432,クスノキホソガ,アブラチャン,クスノキ科,文献,日本産蛾類標準図鑑4,,寄主植物]クスノキ、アブラチャン、カゴノキ(以上クスノキ科.
hostplant-ZUKAN4-P086155-0162,106,species-0432,クスノキホソガ,カゴノキ,クスノキ科,文献,日本産蛾類標準図鑑4,,寄主植物]クスノキ、アブラチャン、カゴノキ(以上クスノキ科.
hostplant-ZUKAN4-P086155-0163,106,species-0432,クスノキホソガ,クスノキ,クスノキ科,文献,日本産蛾類標準図鑑4,,寄主植物]クスノキ、アブラチャン、カゴノキ(以上クスノキ科.
hostplant-ZUKAN4-P086155-0164,106,species-0434,ムラサキシキブホソガ,オオムラサキシキブ,シソ科,文献,日本産蛾類標準図鑑4,,[寄主植物]オオムラサキシキブ(シソ科).
hostplant-ZUKAN4-P086155-0165,106,species-0435,タデキボシホソガ,ギシギシ属,タデ科,文献,日本産蛾類標準図鑑4,,[寄主植物]日本では、タデ属、ギシギシ属(以上タデ科)、クサ
hostplant-ZUKAN4-P086155-0166,106,species-0435,タデキボシホソガ,クサレダマ,サクラソウ科,文献,日本産蛾類標準図鑑4,段末で切れた行を原図で補完,
hostplant-ZUKAN4-P086155-0167,106,species-0435,タデキボシホソガ,タデ属,タデ科,文献,日本産蛾類標準図鑑4,,[寄主植物]日本では、タデ属、ギシギシ属(以上タデ科)、クサ
hostplant-ZUKAN4-P086155-0168,106,species-0436,ミツキボシホソガ,ツルソバ,タデ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツルソバ(タデ科).顔
hostplant-ZUKAN4-P086155-0169,107,species-0437,ムモンホソガ,オトギリソウ,オトギリソウ科,文献,日本産蛾類標準図鑑4,,【寄主植物]オトギリソウ(オトギリソウ科).
hostplant-ZUKAN4-P086155-0170,107,species-0438,シロスジホソガ,シオン属,キク科,文献,日本産蛾類標準図鑑4,,[寄主植物]ノコンギク、シラヤマギクなどシオン属(キク科).
hostplant-ZUKAN4-P086155-0171,107,species-0438,シロスジホソガ,シラヤマギク,キク科,文献,日本産蛾類標準図鑑4,,[寄主植物]ノコンギク、シラヤマギクなどシオン属(キク科).
hostplant-ZUKAN4-P086155-0172,107,species-0438,シロスジホソガ,ノコンギク,キク科,文献,日本産蛾類標準図鑑4,,[寄主植物]ノコンギク、シラヤマギクなどシオン属(キク科).
hostplant-ZUKAN4-P086155-0173,107,species-0439,ホソスジホソガ,ノコンギク,キク科,文献,日本産蛾類標準図鑑4,,[寄主植物]ノコンギク(キク科).
hostplant-ZUKAN4-P086155-0174,108,species-0440,ギンスジホソガ,ノコンギク,キク科,文献,日本産蛾類標準図鑑4,,寄主植物]ノコンギク(キク科).
hostplant-ZUKAN4-P086155-0175,108,species-0441,クチナシホソガ,クチナシ,アカネ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0176,108,species-0442,モモタマナホソガ,モモタマナ,シクンシ科,文献,日本産蛾類標準図鑑4,,[寄主植物]モモタマナ(シクンシ科).
hostplant-ZUKAN4-P086155-0177,108,species-0443,ヒトスジホソガ,モモタマナ,シクンシ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0178,109,species-0444,レイシホソガ,レイシ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]レイシ(ムクロジ科).
hostplant-ZUKAN4-P086155-0179,109,species-0445,レイシシロズホソガ,リュウガン,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]レイシ、リュウガン(以上ムクロジ科).カカオノキ(アオイ科)の果実に入るとの報告もあるが、カカオの実に入るのはC.
hostplant-ZUKAN4-P086155-0180,109,species-0445,レイシシロズホソガ,レイシ,ムクロジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]レイシ、リュウガン(以上ムクロジ科).カカオノキ(アオイ科)の果実に入るとの報告もあるが、カカオの実に入るのはC.
hostplant-ZUKAN4-P086155-0181,110,species-0446,カンコマダラホソガ,カンコノキ,コミカンソウ科,文献,日本産蛾類標準図鑑4,,[寄主植物]カンコノキ(コミカンソウ科).
hostplant-ZUKAN4-P086155-0182,110,species-0447,ウラジロエノキマダラホソガ,ウラジロエノキ,アサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ウラジロエノキ(アサ科).
hostplant-ZUKAN4-P086155-0183,110,species-0448,フジマダラホソガ,クズ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クズ(マメ科).
hostplant-ZUKAN4-P086155-0184,110,species-0449,クズマダラホソガ,クズ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クズ(マメ科).[分類]亜種区分はされていない.
hostplant-ZUKAN4-P086155-0185,111,species-0450,ヌスビトハギマダラホソガ,ヌスビトハギ,マメ科,文献,日本産蛾類標準図鑑4,,寄主植物]ヌスビトハギ(マメ科).
hostplant-ZUKAN4-P086155-0186,111,species-0451,ハギマダラホソガ,マルバハギ,マメ科,文献,日本産蛾類標準図鑑4,,奇主植物]ヤマハギ、マルバハギ(以上マメ科).
hostplant-ZUKAN4-P086155-0187,111,species-0451,ハギマダラホソガ,ヤマハギ,マメ科,文献,日本産蛾類標準図鑑4,,奇主植物]ヤマハギ、マルバハギ(以上マメ科).
hostplant-ZUKAN4-P086155-0188,111,species-0452,フジアシブサホソガ,フジ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]フジ(マメ科).
hostplant-ZUKAN4-P086155-0189,112,species-0453,カキアシブサホソガ,カキノキ,カキノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]カキノキ(カキノキ科).モグリホソガ類Acrocercops-groupラビアル・パル成虫の触負は非常に長く、前麺の1.3~1.7倍。
hostplant-ZUKAN4-P086155-0190,112,species-0455,ハキリホソガ,ハカマカズラ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ハカマカズラ(マメ科).112
hostplant-ZUKAN4-P086155-0191,112,species-0456,マテバシイホソガ,シイ類,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]マテバシイなどシイ類(ブナ科).
hostplant-ZUKAN4-P086155-0192,112,species-0456,マテバシイホソガ,マテバシイ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]マテバシイなどシイ類(ブナ科).
hostplant-ZUKAN4-P086155-0193,113,species-0457,ハスモンホソガ,アカガシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、ツクバネガシなどカシ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0194,113,species-0457,ハスモンホソガ,カシ類,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、ツクバネガシなどカシ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0195,113,species-0457,ハスモンホソガ,ツクバネガシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、ツクバネガシなどカシ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0196,113,species-0458,ヒカリバホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物】ミズナラ、コナラ(以上ブナ科).
hostplant-ZUKAN4-P086155-0197,113,species-0458,ヒカリバホソガ,ミズナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物】ミズナラ、コナラ(以上ブナ科).
hostplant-ZUKAN4-P086155-0198,113,species-0459,ヌルデギンホソガ,ツタウルシ,ウルシ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツタウルシ、ハゼノキ、ヤマハゼ、ヌルデ(以上ウ
hostplant-ZUKAN4-P086155-0199,113,species-0459,ヌルデギンホソガ,ヌルデ,ウルシ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツタウルシ、ハゼノキ、ヤマハゼ、ヌルデ(以上ウ
hostplant-ZUKAN4-P086155-0200,113,species-0459,ヌルデギンホソガ,ハゼノキ,ウルシ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツタウルシ、ハゼノキ、ヤマハゼ、ヌルデ(以上ウ
hostplant-ZUKAN4-P086155-0201,113,species-0459,ヌルデギンホソガ,ヤマハゼ,ウルシ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツタウルシ、ハゼノキ、ヤマハゼ、ヌルデ(以上ウ
hostplant-ZUKAN4-P086155-0202,114,species-0460,ニガキギンホソガ,ニガキ,ニガキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ニガキ(ニガキ科).
hostplant-ZUKAN4-P086155-0203,114,species-0461,フジホソガ,フジ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]フジ(マメ科)、
hostplant-ZUKAN4-P086155-0204,114,species-0462,シイクロテンホソガ,シイ類,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]ツブラジイ、スダジイなどシイ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0205,114,species-0462,シイクロテンホソガ,スダジイ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]ツブラジイ、スダジイなどシイ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0206,114,species-0462,シイクロテンホソガ,ツブラジイ,ブナ科,文献,日本産蛾類標準図鑑4,,寄主植物]ツブラジイ、スダジイなどシイ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0207,115,species-0463,カシノキホソガ,アラカシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アラカシ(ブナ科).
hostplant-ZUKAN4-P086155-0208,115,species-0464,イスノキホソガ,イスノキ,マンサク科,文献,日本産蛾類標準図鑑4,,寄主植物]イスノキ(マンサク科).
hostplant-ZUKAN4-P086155-0209,115,species-0465,ヒメカシノキホソガ,アカガシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ウラジロガシなどカシ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0210,115,species-0465,ヒメカシノキホソガ,アラカシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ウラジロガシなどカシ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0211,115,species-0465,ヒメカシノキホソガ,ウラジロガシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ウラジロガシなどカシ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0212,115,species-0465,ヒメカシノキホソガ,カシ類,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ウラジロガシなどカシ類(以上ブナ科).
hostplant-ZUKAN4-P086155-0213,116,species-0466,シイノキホソガ,シイ属,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツブラジイなどシイ属(ブナ科).
hostplant-ZUKAN4-P086155-0214,116,species-0466,シイノキホソガ,ツブラジイ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツブラジイなどシイ属(ブナ科).
hostplant-ZUKAN4-P086155-0215,116,species-0467,ウスズミホソガ,アカガシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ツクバネガシ、クヌギ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0216,116,species-0467,ウスズミホソガ,アラカシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ツクバネガシ、クヌギ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0217,116,species-0467,ウスズミホソガ,クヌギ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ツクバネガシ、クヌギ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0218,116,species-0467,ウスズミホソガ,コナラ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ツクバネガシ、クヌギ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0219,116,species-0467,ウスズミホソガ,ツクバネガシ,ブナ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカガシ、アラカシ、ツクバネガシ、クヌギ、コナラ(以上ブナ科)。
hostplant-ZUKAN4-P086155-0220,116,species-0468,クルミホソガ,オニグルミ,クルミ科,文献,日本産蛾類標準図鑑4,,[寄主植物]オニグルミ、ノグルミ、サワグルミ(以上クルミ科)。ネジキ(ツツジ科).
hostplant-ZUKAN4-P086155-0221,116,species-0468,クルミホソガ,サワグルミ,クルミ科,文献,日本産蛾類標準図鑑4,,[寄主植物]オニグルミ、ノグルミ、サワグルミ(以上クルミ科)。ネジキ(ツツジ科).
hostplant-ZUKAN4-P086155-0222,116,species-0468,クルミホソガ,ノグルミ,クルミ科,文献,日本産蛾類標準図鑑4,,[寄主植物]オニグルミ、ノグルミ、サワグルミ(以上クルミ科)。ネジキ(ツツジ科).
hostplant-ZUKAN4-P086155-0223,116,species-0470,ヨツアシホソガ,タイミンタチバナ,サクラソウ科,文献,日本産蛾類標準図鑑4,,寄主植物]タイミンタチバナ(サクラソウ科).
hostplant-ZUKAN4-P086155-0224,117,species-0471,フクマンギホソガ,フクマンギ,ムラサキ科,文献,日本産蛾類標準図鑑4,,寄主植物]日本ではフクマンギ(ムラサキ科)が知られ、国外では同属の他種を広く利用することが報告されている.
hostplant-ZUKAN4-P086155-0225,117,species-0472,フタクシホソガ,チシャノキ,ムラサキ科,文献,日本産蛾類標準図鑑4,,寄主植物]チシャノキ(ムラサキ科).
hostplant-ZUKAN4-P086155-0226,117,species-0473,アカメガシワホソガ,アカメガシワ,トウダイグサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]アカメガシワ(トウダイグサ科).
hostplant-ZUKAN4-P086155-0227,118,species-0474,クスオビホソガ,タブノキ,クスノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]タブノキ、ハマビワ、ヤブニッケイなどクスノキ科
hostplant-ZUKAN4-P086155-0228,118,species-0474,クスオビホソガ,ハマビワ,クスノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]タブノキ、ハマビワ、ヤブニッケイなどクスノキ科
hostplant-ZUKAN4-P086155-0229,118,species-0474,クスオビホソガ,ヤブニッケイ,クスノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]タブノキ、ハマビワ、ヤブニッケイなどクスノキ科
hostplant-ZUKAN4-P086155-0230,118,species-0475,ヤブニッケイホソガ,クスノキ,クスノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クスノキ、ニッケイ、ヤブニッケイなど(以上:クスノキ科).
hostplant-ZUKAN4-P086155-0231,118,species-0475,ヤブニッケイホソガ,ニッケイ,クスノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クスノキ、ニッケイ、ヤブニッケイなど(以上:クスノキ科).
hostplant-ZUKAN4-P086155-0232,118,species-0475,ヤブニッケイホソガ,ヤブニッケイ,クスノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]クスノキ、ニッケイ、ヤブニッケイなど(以上:クスノキ科).
hostplant-ZUKAN4-P086155-0233,118,species-0476,オガタマノキホソガ,オガタマノキ,モクレン科,文献,日本産蛾類標準図鑑4,,[奇主植物]オガタマノキ(モクレン科)。
hostplant-ZUKAN4-P086155-0234,119,species-0477,コブシホソガ,コブシ,モクレン科,文献,日本産蛾類標準図鑑4,,[寄主植物]コブシ(モクレン科).
hostplant-ZUKAN4-P086155-0235,119,species-0478,ホウノキホソガ,ホオノキ,モクレン科,文献,日本産蛾類標準図鑑4,,寄主植物]ホオノキ(モクレン科).
hostplant-ZUKAN4-P086155-0236,119,species-0479,ガマホソガ,ヒメガマ,ガマ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヒメガマ(ガマ科).
hostplant-ZUKAN4-P086155-0237,119,species-0480,イチジクホソガ,イタビカズラ,クワ科,文献,日本産蛾類標準図鑑4,,[寄主植物】イチジク、イヌビワ、イタビカズラ、オオイタビ(以クワ科).
hostplant-ZUKAN4-P086155-0238,119,species-0480,イチジクホソガ,イチジク,クワ科,文献,日本産蛾類標準図鑑4,,[寄主植物】イチジク、イヌビワ、イタビカズラ、オオイタビ(以クワ科).
hostplant-ZUKAN4-P086155-0239,119,species-0480,イチジクホソガ,イヌビワ,クワ科,文献,日本産蛾類標準図鑑4,,[寄主植物】イチジク、イヌビワ、イタビカズラ、オオイタビ(以クワ科).
hostplant-ZUKAN4-P086155-0240,119,species-0480,イチジクホソガ,オオイタビ,クワ科,文献,日本産蛾類標準図鑑4,,[寄主植物】イチジク、イヌビワ、イタビカズラ、オオイタビ(以クワ科).
hostplant-ZUKAN4-P086155-0241,120,species-0481,ガジュマルホソガ,ガジュマル,クワ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ガジュマル(クワ科).
