audit_id,insect_id,current_japanese_name,source_japanese_name,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,source_pdf_page,source_printed_page,source_ocr_line,plant_name,plant_family,match_method,decision,reviewed_on,review_note
kamikiri-host-index-p181-l16555-species-23012,species-23012,オニグルミノキモンカミキリ,オニグルミノキモンカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694,16555,オニグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16555-species-23013,species-23013,キモンカミキリ,キモンカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694,16555,オニグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694）で植物見出しと掲載和名を目視確認。
KDB175183-0080,species-23014,チチブニセリンゴカミキリ 基亜種,チチブニセリンゴカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694,16555,オニグルミ,クルミ科,exact_derived_base_name,include,2026-07-11,索引画像で「チチブニセリンゴカミキリ Niponostenostola niponensis niponensis」を確認。種解説（冊子p.666-667）と現行同種群を照合し、名義亜種または原典で別名の近縁群から区別された当該分類群として現行IDへ帰属可能。
kamikiri-host-index-p181-l16555-species-23061,species-23061,ブロイニングカミキリ,ブロイニングカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694,16555,オニグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16605-species-21986,species-21986,キイロトラカミキリ,キイロトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694-695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16605-species-21988,species-21988,エグリトラカミキリ,エグリトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694-695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16605-species-22463,species-22463,サビカミキリ,サビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694-695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16605-species-22642,species-22642,シロオビチビカミキリ 基亜種,シロオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,reviewed_source_crosswalk,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694-695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16605-species-22710,species-22710,タカサゴシロカミキリ,タカサゴシロカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694-695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16605-species-22713,species-22713,チョウセンシロカミキリ,チョウセンシロカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694-695）で植物見出しと掲載和名を目視確認。
KDB175183-0082,species-22755,ニセビロウドカミキリ 基亜種,ニセビロウドカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_derived_base_name,include,2026-07-11,索引画像で「ニセビロウドカミキリ Acalolepta sejuncta sejuncta」を確認。種解説（冊子p.592-593）と現行同種群を照合し、名義亜種または原典で別名の近縁群から区別された当該分類群として現行IDへ帰属可能。
KDB175183-0081,species-22786,ヒメヒゲナガカミキリ 基亜種,ヒメヒゲナガカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_derived_base_name,include,2026-07-11,索引画像で「ヒメヒゲナガカミキリ Monochamus subfasciatus subfasciatus」を確認。種解説（冊子p.580-581）と現行同種群を照合し、名義亜種または原典で別名の近縁群から区別された当該分類群として現行IDへ帰属可能。
kamikiri-host-index-p181-l16605-species-22866,species-22866,ナガゴマフカミキリ,ナガゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694-695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16605-species-22928,species-22928,ツシマケシカミキリ,ツシマケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694-695,16605,ノグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.694-695）で植物見出しと掲載和名を目視確認。
KDB175183-0083,1-1,ウスバカミキリ 基亜種,ウスバカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_derived_base_name,needs_review,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。
kamikiri-host-index-p181-l16619-species-21876,species-21876,オオアオカミキリ,オオアオカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-21976,species-21976,キスジトラカミキリ,キスジトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-21986,species-21986,キイロトラカミキリ,キイロトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
KDB175183-0084,species-21990,フタオビミドリトラカミキリ 基亜種,フタオビミドリトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_derived_base_name,needs_review,2026-07-11,索引画像で「フタオビミドリトラカミキリ Chlorophorus muscosus」を確認。種解説（冊子p.500-501）と現行同種群を照合したが、種解説と索引は種レベル Chlorophorus muscosus として地理的変異を一括するが、現行CSVでは2023年に複数島嶼亜種が分離済み。産地不明の索引レコードは現行基亜種へ配分不能。
kamikiri-host-index-p181-l16619-species-22045,species-22045,ウスイロトラカミキリ,ウスイロトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22155,species-22155,ルリボシカミキリ,ルリボシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22186,species-22186,テツイロハナカミキリ,テツイロハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22463,species-22463,サビカミキリ,サビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22498,species-22498,ゴマダラモモブトカミキリ,ゴマダラモモブトカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22515,species-22515,トゲバカミキリ,トゲバカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
KDB175183-0086,species-22569,シナノクロフカミキリ 基亜種,シナノクロフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_derived_base_name,needs_review,2026-07-11,索引画像で「シナノクロフカミキリ Asaperda agapanthina」を確認。種解説（冊子p.526-528）と現行同種群を照合したが、種解説は Asaperda agapanthina 内の地域型を一括し、索引も二名法だけで産地を示さない。現行CSVの四国・御蔵島・九州亜種との切り分けができず基亜種へ配分不能。
kamikiri-host-index-p181-l16619-species-22641,species-22641,ヒトオビチビカミキリ,ヒトオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,reviewed_source_crosswalk,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22642,species-22642,シロオビチビカミキリ 基亜種,シロオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,reviewed_source_crosswalk,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22650,species-22650,クワカミキリ,クワカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22661,species-22661,フタオビアラゲカミキリ,フタオビアラゲカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22664,species-22664,ジュウジクロカミキリ,ジュウジクロカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22699,species-22699,フタモンアラゲカミキリ,フタモンアラゲカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22700,species-22700,ヒトオビアラゲカミキリ,ヒトオビアラゲカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22710,species-22710,タカサゴシロカミキリ,タカサゴシロカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
KDB175183-0087,species-22735,ビロウドカミキリ 基亜種,ビロウドカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_derived_base_name,include,2026-07-11,索引画像で「ビロウドカミキリ Acalolepta fraudatrix fraudatrix」を確認。種解説（冊子p.588-589）と現行同種群を照合し、名義亜種または原典で別名の近縁群から区別された当該分類群として現行IDへ帰属可能。
KDB175183-0088,species-22755,ニセビロウドカミキリ 基亜種,ニセビロウドカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_derived_base_name,include,2026-07-11,索引画像で「ニセビロウドカミキリ Acalolepta sejuncta sejuncta」を確認。種解説（冊子p.592-593）と現行同種群を照合し、名義亜種または原典で別名の近縁群から区別された当該分類群として現行IDへ帰属可能。
kamikiri-host-index-p181-l16619-species-22796,species-22796,クリイロシラホシカミキリ,クリイロシラホシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22862,species-22862,シロオビゴマフカミキリ,シロオビゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22871,species-22871,ゴマフカミキリ,ゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
KDB175183-0085,species-22890,カタシロゴマフカミキリ 基亜種,カタシロゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_derived_base_name,include,2026-07-11,索引画像で「カタシロゴマフカミキリ Mesosa hirsuta hirsuta」を確認。種解説（冊子p.520-521）と現行同種群を照合し、名義亜種または原典で別名の近縁群から区別された当該分類群として現行IDへ帰属可能。
kamikiri-host-index-p181-l16619-species-22910,species-22910,クモガタケシカミキリ,クモガタケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22913,species-22913,シラオビゴマフケシカミキリ,シラオビゴマフケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22927,species-22927,キッコウモンケシカミキリ,キッコウモンケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22941,species-22941,クワサビカミキリ,クワサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22965,species-22965,アトモンサビカミキリ,アトモンサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22969,species-22969,ヒメナガサビカミキリ,ヒメナガサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22970,species-22970,エゾサビカミキリ,エゾサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22972,species-22972,アトジロサビカミキリ,アトジロサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
kamikiri-host-index-p181-l16619-species-22986,species-22986,クロニセリンゴカミキリ,クロニセリンゴカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
KDB175183-0089,species-22988,ハンノアオカミキリ 基亜種,ハンノアオカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_derived_base_name,include,2026-07-11,索引画像で「ハンノアオカミキリ Eutetrapha chrysochloris chrysochloris」を確認。種解説（冊子p.654-655）と現行同種群を照合し、名義亜種または原典で別名の近縁群から区別された当該分類群として現行IDへ帰属可能。
KDB175183-0090,species-23007,シラホシカミキリ 基亜種,シラホシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_derived_base_name,include,2026-07-11,索引画像で「シラホシカミキリ Glenea relicta relicta」を確認。種解説（冊子p.662-663）と現行同種群を照合し、名義亜種または原典で別名の近縁群から区別された当該分類群として現行IDへ帰属可能。
kamikiri-host-index-p181-l16619-species-23012,species-23012,オニグルミノキモンカミキリ,オニグルミノキモンカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,サワグルミ,クルミ科,exact_japanese_name,include,2026-07-11,PDF原本の寄主植物一覧（冊子p.695）で植物見出しと掲載和名を目視確認。
