canonical_id,duplicate_id,official_url,status,evidence_note
species-22420,species-22421,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-3-%E3%83%8F%E3%83%8A%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 144の同一レコードに現行名 Pseudopidonia semiobscura (Pic, 1901) と旧組合せ Pidonia (Pseudopidonia) semiobscura Pic, 1901 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22425,species-22426,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-3-%E3%83%8F%E3%83%8A%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 146の同一レコードに現行名 Pseudopidonia signata (Matsushita, 1933) と旧組合せ Pidonia (Pseudopidonia) signata Matsushita, 1933 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22429,species-22430,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-3-%E3%83%8F%E3%83%8A%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 148の同一レコードに現行名 Pseudopidonia suzukii (Kuboki, 1982) と旧組合せ Pidonia (Pseudopidonia) suzukii Kuboki, 1982 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22431,species-22432,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-3-%E3%83%8F%E3%83%8A%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 149の同一レコードに現行名 Pseudopidonia sylvicola (Kuboki, 1977) と旧組合せ Pidonia (Pseudopidonia) sylvicola Kuboki, 1977 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22434,species-22435,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-3-%E3%83%8F%E3%83%8A%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 151の同一レコードに現行名 Pseudopidonia tsukamotoi (Mizuno, 1978) と旧組合せ Pidonia (Pseudopidonia) tsukamotoi Mizuno, 1978 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22504,species-22505,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 21の同一レコードに現行名 Ostedes (Ostedes) sapporensis (Matsushita, 1933) と旧組合せ Rhopaloscelis sapporensis Matsushita, 1933 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22507,species-22508,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 23の同一レコードに現行名 Rondibilis (Rondibilis) amanoi (Hayashi, 1961) と旧組合せ Eryssamena amanoi Hayashi, 1961 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22512,species-22513,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 26の同一レコードに現行名 Rondibilis (Rondibilis) insularis (Hayashi, 1962) と旧組合せ Eryssamena insularis Hayashi, 1962 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22527,species-22528,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 35の同一レコードに現行名 Aegomorphus clavipes (Schrank, 1781) と旧組合せ Acanthoderes clavipes (Schrank, 1781) を併記。duplicate側 hostplants=0, general_notes=0。"
species-22592,species-22593,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 69-2の同一レコードに現行名 Neosybra hachijoensis tokaraensis (Makihara, 1977) と旧組合せ Palausybra hachijoensis tokaraensis Makihara, 1977 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22648,species-22649,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 96の同一レコードに現行名 Tetraophthalmus episcopalis (Chevrolat, 1852) と旧組合せ Astathes episcopalis Chevrolat, 1852 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22682,species-22683,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 124-1の同一レコードに現行名 Mimectatina divaricata divaricata (Bates, 1884) と旧組合せ Doius divaricata divaricata (Bates, 1884) を併記。duplicate側 hostplants=0, general_notes=0。"
species-22689,species-22690,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 125の同一レコードに現行名 Mimectatina fuscoplagiata (Breuning, 1939) と旧組合せ Doius fuscoplagiata (Breuning, 1939) を併記。duplicate側 hostplants=0, general_notes=0。"
species-22694,species-22695,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 129の同一レコードに現行名 Mimectatina variegata Kusama & Takakuwa, 1984 と旧組合せ Doius variegata Kusama & Takakuwa, 1984 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22697,species-22698,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 131の同一レコードに現行名 Penthides rufoflavus (Hayashi, 1957) と旧組合せ Hirakura rufoflavus Hayashi, 1957 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22733,species-22734,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 153の同一レコードに現行名 Acalolepta ferriei (Breuning, 1954) と旧組合せ Cypriola ferriei Breuning, 1954 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22771,species-22772,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 175の同一レコードに現行名 Dolichoprosopus yokoyamai (Gressitt, 1937) と旧組合せ Monochamus yokoyamai Gressitt, 1937 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22821,species-22822,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 198の同一レコードに現行名 Peblephaeus ishigakianus (Yokoyama, 1971) と旧組合せ Blepephaeus ishigakianus Yokoyama, 1971 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22863,species-22864,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 219の同一レコードに現行名 Japanomesosa poecila (Bates, 1884) と旧組合せ Mesosa (Perimesosa) poecila Bates, 1884 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22898,species-22899,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 234-1の同一レコードに現行名 Pachyosa atronotata atronotata (Kusama & Irie, 1976) と旧組合せ Mesosa (Saimia) atronotata atronotata Kusama & Irie, 1976 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22900,species-22901,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 234-2の同一レコードに現行名 Pachyosa atronotata yamawakii (Hayashi, 1976) と旧組合せ Mesosa (Saimia) atronotata yamawakii Hayashi, 1976 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22902,species-22903,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 235の同一レコードに現行名 Pachyosa cervinopicta (Fairmaire, 1897) と旧組合せ Mesosa (Saimia) cervinopicta (Fairmaire, 1897) を併記。duplicate側 hostplants=0, general_notes=0。"
species-22957,species-22958,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 280の同一レコードに現行名 Pterolophia (Pseudale) obovata (Hayashi, 1971) と旧組合せ Pseudale obovata Hayashi, 1971 を併記。duplicate側 hostplants=0, general_notes=0。"
species-22973,species-22974,https://japanesebeetles.jimdofree.com/%E7%9B%AE%E9%8C%B2/131-%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E3%83%A0%E3%82%B7%E7%A7%91/131-5-%E3%83%95%E3%83%88%E3%82%AB%E3%83%9F%E3%82%AD%E3%83%AA%E4%BA%9C%E7%A7%91/,confirmed,"公式2026目録record 293の同一レコードに現行名 Rhytiphora bankii (Fabricius, 1775) と旧組合せ Prosoplus bankii (Fabricius, 1775) を併記。duplicate側 hostplants=0, general_notes=0。"
