audit_id,audit_batch,volume,source_pdf_file,source_pdf_sha256,reviewed_on,plant_name,scientific_name,family,family_latin,genus_jp,genus_scientific,habit,height,flower_period,distribution,habitat,similar_taxa,distinguishing_features,printed_page,source,pdf_page,extraction_method,decision,remove_source_plant_name,review_note
wildplants-v2-parser-miss-0009,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ミヤマヤナギ,Salix reinii,ヤナギ科,SALICACEAE,ヤナギ属,Salix,低木,30～200 cm,,北海道・本州中部以北、千島・沿海州・樺太南部,高山・亜高山,,,46,日本の野生植物 第2巻,24,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0010,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,キスミレ,Viola orientalis,スミレ科,VIOLACEAE,スミレ属,Viola,多年草,,3～5月,,山地の草原に生える、高さ5～15 cmの多年草,,,55,日本の野生植物 第2巻,28,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0011,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,タカネスミレ,Viola crassa,スミレ科,VIOLACEAE,スミレ属,Viola,多年草,5～12 cm,6～8月,本州北部（岩手山・秋田駒ヶ岳・薬師岳）に分布する,高山の砂礫地に生える、高さ5～12 cmの多年草,,,55,日本の野生植物 第2巻,28,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0012,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,タニマスミレ,Viola epipsiloides,スミレ科,VIOLACEAE,スミレ属,Viola,多年草,2～10 cm,6～7月,南千島・北海道（羊蹄山・雨竜沼・大雪山）に分布する朝鮮半島北部・中国東北部・千島列島・サハリン・カムチャツカ半島・ロシア沿海地方・アラスカに広く分布する,山地～高山の湿原または湿地に生える、高さ2～10 cmの多年草,,,56,日本の野生植物 第2巻,29,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0013,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ツクシスミレ,Viola diffusa,スミレ科,VIOLACEAE,スミレ属,Viola,多年草,3～10 cm,2～5月,九州（長崎県・熊本県・鹿児島県）・沖縄本島に分布する,路傍や土手など人里近くの湿り気のある木陰に生える、高さ3～10 cmの多年草,,,59,日本の野生植物 第2巻,30,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0014,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,エゾアオイスミレ,Viola collina,スミレ科,VIOLACEAE,スミレ属,Viola,多年草,3～10 cm,4～5月,南千島・北海道・本州（中部地方以北）、朝鮮半島・中国（東北部）・ロシア極東地方・モンゴルをはじめとしてユーラシアの亜寒帯に広く分布する,山地～亜高山の夏緑樹林の湿り気のある林内や林縁に生える、高さ3～10 cmの多年草,,,60,日本の野生植物 第2巻,31,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0015,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ツボスミレ,Viola verecunda,スミレ科,VIOLACEAE,スミレ属,Viola,多年草,5～30 cm,3～5月,南千島・北海道～九州（屋久島以北）、朝鮮半島・台湾・中国・サハリン・ロシア沿海地方を経由して、東南アジア・インド・ヒマラヤに広く分布する,水田のあぜや水路など、平地～丘陵地の日当りのよい水湿地に生える、高さ5～30 cmの多年草,,,60,日本の野生植物 第2巻,31,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0016,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ナガハシスミレ,Viola rostrata var. japonica,スミレ科,VIOLACEAE,スミレ属,Viola,多年草,7～20 cm,4～6月,北海道（西南部・浜賀別町）・本州（鳥取県以北）・四国に分布し、産地の多くは日本海側地域に偏るが、太平洋側地域でも見いだされている,崩壊地に生える、高さ7～20 cmの多年草,,,61,日本の野生植物 第2巻,31,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0017,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,カワゴケソウ,Cladopus doianus,カワゴケソウ科,PODOSTEMACEAE,カワゴケソウ属,Cladopus,一年草,,10～12月,鹿児島県西部の川内川、中部の天降川と犬飼滝、龍門滝、大隅半島の安楽川、薩摩半島の万之瀬川や馬渡川、および中国東南部（福建省）に分布する,流水中の岩上に生える一年草、ときに多年草,,,66,日本の野生植物 第2巻,34,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0018,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,クロテンシラトリオトギリ,Hypericum watanabei,オトギリソウ科,HYPERICACEAE,オトギリソウ属,Hypericum,多年草,20～40 cm,,,北海道の超塩基性岩地に生え、高さ20～40 cmになる多年草,,,72,日本の野生植物 第2巻,37,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0019,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,イヨフウロ,Geranium shikokianum,フウロソウ科,GERANIACEAE,フウロソウ属,Geranium,多年草,30～80 cm,7～9月,本州（東海地方以西）・四国・九州に分布する,山地の草地に生える高さ30～80 cmの多年草,,,77,日本の野生植物 第2巻,39,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0020,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ゲンノショウコ,Geranium thunbergii,フウロソウ科,GERANIACEAE,フウロソウ属,Geranium,多年草,30～50 cm,7～10月,南千島・北海道～九州・奄美大島に広く分布し、朝鮮半島・台湾・中国（中部）・ロシア極東地方にもある,山野の草地に生える高さ30～50 cmの多年草,,,76,日本の野生植物 第2巻,39,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0021,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,モモタマナ,Terminalia catappa,シクンシ科,COMBRETACEAE,モモタマナ属,Terminalia,半落葉性高木,最大25 m,,琉球（沖縄島以南）・小笠原、台湾・中国南部・旧世界の熱帯,海岸近く,,,78,日本の野生植物 第2巻,40,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0022,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ハマザクロ,Sonneratia alba,ミソハギ科,LYTHRACEAE,ハマザクロ属,Sonneratia,高木,2～8 m,,琉球（小浜島・西表島）、中国（海南島）・アフリカ東部・東南アジア・オーストラリア北部・太平洋諸島に分布する,マングローブに生える常緑の高木,,,82,日本の野生植物 第2巻,42,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0023,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヒメアカバナ,Epilobium fauriei,アカバナ科,ONAGRACEAE,アカバナ属,Epilobium,多年草,,7～9月,南千島・北海道・本州（伯者大山が浦限）に分布し、千島列島・カムチャツカ半島にもある,高山の砂礫地に生える多年草,,,87,日本の野生植物 第2巻,44,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0024,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,バンジロウ,Psidium guajava,フトモモ科,MYRTACEAE,バンジロウ属,Psidium,小高木,,,,,,,91,日本の野生植物 第2巻,46,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,パンジロウ,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。 OCR候補名「パンジロウ」を「バンジロウ」へ訂正。
wildplants-v2-parser-miss-0025,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ウリカエデ,Acer crataegifolium,ムクロジ科,SAPINDACEAE,カエデ属,Acer,落葉小高木,約5 m,,本州（宮城県南部以南）・四国・九州の日本固有種,低山の林縁,,,103,日本の野生植物 第2巻,52,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0026,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,オオモミジ,Acer amoenum var. amoenum,ムクロジ科,SAPINDACEAE,カエデ属,Acer,落葉小高木または高木,最大15 m,,北海道中部以南・本州・四国・九州の日本固有種,低山の林内,,,103,日本の野生植物 第2巻,52,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0027,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,コハウチワカエデ,Acer sieboldianum,ムクロジ科,SAPINDACEAE,カエデ属,Acer,落葉小高木,15 m,,,低山の林内に生える落葉小高木または高木、高さ15 mに及ぶ,,,103,日本の野生植物 第2巻,52,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0028,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,イタヤカエデ,Acer pictum,ムクロジ科,SAPINDACEAE,カエデ属,Acer,落葉高木,25 m,,北海道・本州・四国・九州に自生し、朝鮮半島・中国・極東ロシアに分布する,暖帯および温帯の山地に生える落葉高木、高さ25 mに及ぶ,,,105,日本の野生植物 第2巻,53,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0029,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,オガラバナ,Acer ukurunduense,ムクロジ科,SAPINDACEAE,カエデ属,Acer,落葉小高木,1～3 m,,南千島（色丹島）・北海道・本州（中部以北および奈良県）に自生し、千島列島（中部以南）・東シベリア・サハリン・アムール・中国（東北）・朝鮮半島に分布する,低山または亜高山の林縁や林に生える落葉小高木,,,104,日本の野生植物 第2巻,53,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0030,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,カジカエデ,Acer diabolicum,ムクロジ科,SAPINDACEAE,カエデ属,Acer,落葉小高木,20 m,,,暖帯および温帯の山地林内に生える落葉小高木ないし高木,,,104,日本の野生植物 第2巻,53,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0031,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,チドリノキ,Acer carpinifolium,ムクロジ科,SAPINDACEAE,カエデ属,Acer,落葉小高木,10 m,,,温帯の山地の谷間に生える落葉小高木ないし高木、高さ10 mになる,,,104,日本の野生植物 第2巻,53,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0032,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ホソエカエデ,Acer capillipes,ムクロジ科,SAPINDACEAE,カエデ属,Acer,落葉小高木,10～15 m,,,低山の林内に生える落葉小高木ないし高木、高さ10～15 m,,,104,日本の野生植物 第2巻,53,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0033,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ハウチワノキ,Dodonaea viscosa,ムクロジ科,SAPINDACEAE,ハウチワノキ属,Dodonaea,常緑低木,2～4 m,,小笠原および琉球（奄美徳之島以南）に産し、台湾・中国（商部と商西部）、東南アジアなど世界の熱帯および亜熱帯に広く分布する,,,,107,日本の野生植物 第2巻,54,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0034,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ニワウルシ,Ailanthus altissima,ニガキ科,SIMAROUBACEAE,ニワウルシ属,Ailanthus,高木,10～20 m,,,野生化している場所もしばしば見られる,,,115,日本の野生植物 第2巻,58,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0035,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,センダン,Melia azedarach,センダン科,MELIACEAE,センダン属,Melia,落葉高木,7～10 m（最大20 m）,,四国・九州・小笠原・琉球、台湾・中国・インドシナ・東南アジア・インド・ヒマラヤ・オーストラリア,暖地の海近くの林内,,,116,日本の野生植物 第2巻,59,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0036,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,オオハマボウ,Hibiscus tiliaceus,アオイ科,MALVACEAE,フヨウ属,Hibiscus,常緑小高木,,,小笠原諸島、屋久島・種子島～琉球、世界の熱帯域,海岸の砂泥地,,,123,日本の野生植物 第2巻,62,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0037,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ハテルマカズラ,Triumfetta procumbens,アオイ科,MALVACEAE,ラセンソウ属,Triumfetta,常緑低木,,,小笠原（硫黄島）・琉球（慶良間列島・先島諸島）の海岸に生え、インド洋・マレーシア・ポリネシア・ミクロネシアの島々に分布する,小笠原（硫黄島）・琉球（慶良間列島・先島諸島）の海岸に生え,,,126,日本の野生植物 第2巻,64,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0038,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,シャクナンガンピ,Daphnimorpha kudoi,ジンチョウゲ科,THYMELAEACEAE,シャクナンガンピ属,Daphnimorpha,落葉低木,約1.5 m,,屋久島固有,花之江河より上部の標高1400～1900 mの風衝地などの低い茂み。ときにスギなどの樹上に着生,,,129,日本の野生植物 第2巻,65,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,シャクナンガンビ,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。 OCR候補名「シャクナンガンビ」を「シャクナンガンピ」へ訂正。
wildplants-v2-parser-miss-0039,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ガンピ,Diplomorpha sikokiana,ジンチョウゲ科,THYMELAEACEAE,ガンピ属,Diplomorpha,低木,2 m,,,本州（静岡県掛川市小笠山および石川県南部以西）・四国・九州（佐賀県西部）の比較的日の当たる砂質土あるいは蛇紋岩地に生育する,,,130,日本の野生植物 第2巻,66,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,ガンビ,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。 OCR候補名「ガンビ」を「ガンピ」へ訂正。
wildplants-v2-parser-miss-0040,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,キガンピ,Diplomorpha trichotoma,ジンチョウゲ科,THYMELAEACEAE,ガンピ属,Diplomorpha,低木,1～2 m,,,本州（近畿地方および中国地方西部）・四国・九州（大隅半島以北）、朝鮮半島南部の山中のやや向陽の地（標高1000 m以下）に生育する,,,130,日本の野生植物 第2巻,66,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0041,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ミヤマガンピ,Diplomorpha albiflora,ジンチョウゲ科,THYMELAEACEAE,ガンピ属,Diplomorpha,低木,1 m,,,,,,130,日本の野生植物 第2巻,66,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0042,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ハクサンハタザオ,Arabidopsis halleri subsp. gemmifera var. senanensis,アブラナ科,BRASSICACEAE,シロイヌナズナ属,Arabidopsis,,10～30 cm,3～7月,北海道・本州・四国（剣山）・九州（宮崎県）、台湾・朝鮮半島・中国東北部（長白山）・極東ロシアに分布する,山地の岩礫地に生える多年草で半陰地を好む,,,139,日本の野生植物 第2巻,70,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0043,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,ヒロハコンロンソウ,Cardamine appendiculata,アブラナ科,BRASSICACEAE,タネツケバナ属,Cardamine,多年草,30～60 cm,5～7月,,山地の谷間の流れの淵に生える多年草,,,144,日本の野生植物 第2巻,73,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0044,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,イヌナズナ,Draba nemorosa,アブラナ科,BRASSICACEAE,イヌナズナ属,Draba,,,3～6月,北海道～九州に見られ、北半球に広く分布する,河川敷や林縁などに生える高さ5～30（ー60）cmの越年草,,,147,日本の野生植物 第2巻,74,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。
wildplants-v2-parser-miss-0045,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,エゾイヌナズナ,Draba borealis,アブラナ科,BRASSICACEAE,イヌナズナ属,Draba,多年草,5～20 cm,5～7月,本州（下北半島）・北海道・南千島、サハリン・ロシア沿海地方・アラスカに分布する,海岸や山地～亜高山の岩場に生え、高さ5～20 cmになる多年草,,,147,日本の野生植物 第2巻,74,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,エゾイヌナスナ,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。 OCR候補名「エゾイヌナスナ」を「エゾイヌナズナ」へ訂正。
wildplants-v2-parser-miss-0046,volume2_legacy_parser_misses,2,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,2026-07-12,キタダケナズナ,Draba kitadakensis,アブラナ科,BRASSICACEAE,イヌナズナ属,Draba,多年草,5～10 cm,6～7月,,高山帯の岩礫地に生える高さ5～10 cmの多年草,,,148,日本の野生植物 第2巻,75,原PDF画像目視確認＋macOS Vision OCR補助＋手動要約,include,キタダケナスナ,原PDF画像の種見出しと本文境界を確認し、客観的事実のみ短く要約。主観・利用推奨・不確かなOCRは除外。 OCR候補名「キタダケナスナ」を「キタダケナズナ」へ訂正。
