share_audit_id,source_audit_id,classification,source_species_group,source_japanese_name,source_mapped_insect_id,target_insect_ids,target_japanese_names,proposed_record_ids,excluded_target_insect_ids,plant_name,plant_family,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,source_pdf_page,source_printed_page,source_ocr_line,decision,reviewed_on,source_review_note,shared_rationale,excluded_rationale
shared-KDB175183-0069,KDB175183-0069,species_level_shared,Humeromaculatus quinquefasciatus,ヨツスジトラカミキリ,species-21998,species-21998;species-22000;species-22001,ヨツスジトラカミキリ 基亜種;ヨツスジトラカミキリ 先島諸島亜種;ヨツスジトラカミキリ 奄美沖縄亜種,host-kamikiri-shared-4625b0bbe3c9;host-kamikiri-shared-b086bdc4bbb9;host-kamikiri-shared-2e5ba93d0ba0,,ナギ,マキ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,180,693,16526,include_shared,2026-07-11,索引画像で「ヨツスジトラカミキリ Chlorophorus quinquefasciatus」を確認。種解説（冊子p.498-499）と現行同種群を照合したが、種解説と索引は種レベル Chlorophorus quinquefasciatus として琉球列島を含む個体群を一括するが、現行CSVでは2023年に奄美沖縄・先島亜種が分離済み。産地不明の索引レコードは現行基亜種へ配分不能。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB175183-0072,KDB175183-0072,historical_subspecies_concept_shared,Leptura ochraceofasciata,ヨツスジハナカミキリ,species-22251,species-22251;species-22253,ヨツスジハナカミキリ 基亜種;ヨツスジハナカミキリ 五島列島亜種,host-kamikiri-shared-1b7ac2538b63;host-kamikiri-shared-698e783075dd,species-22252;species-22254,カヤ,イチイ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,180,693,16535,include_shared,2026-07-11,索引画像で「ヨツスジハナカミキリ Leptura ochraceofasciata ochraceofasciata」を確認。種解説（冊子p.406-407）と現行同種群を照合したが、種解説の名義亜種分布は五島列島を含むが、現行CSVでは2018年記載の五島列島亜種が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0074,KDB175183-0074,species_level_shared,Asaperda agapanthina,シナノクロフカミキリ,species-22569,species-22569;species-22570;species-22571;species-22572,シナノクロフカミキリ 基亜種;シナノクロフカミキリ 四国亜種;シナノクロフカミキリ 御蔵島亜種;シナノクロフカミキリ 九州亜種,host-kamikiri-shared-85e928b2c772;host-kamikiri-shared-322adf304b2c;host-kamikiri-shared-9074acde2f3e;host-kamikiri-shared-40b19b228705,,オニグルミ,クルミ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,694,16555,include_shared,2026-07-11,索引画像で「シナノクロフカミキリ Asaperda agapanthina」を確認。種解説（冊子p.526-528）と現行同種群を照合したが、種解説は Asaperda agapanthina 内の地域型を一括し、索引も二名法だけで産地を示さない。現行CSVの四国・御蔵島・九州亜種との切り分けができず基亜種へ配分不能。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB175183-0083,KDB175183-0083,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-6caa54fbe77f;host-kamikiri-shared-0700e7026f30,1-3;1-4,サワグルミ,クルミ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0084,KDB175183-0084,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-36179ec6cd6c;host-kamikiri-shared-a295df2aa606;host-kamikiri-shared-73d81a23f091;host-kamikiri-shared-61d126a7d004;host-kamikiri-shared-450f50f64f87;host-kamikiri-shared-49fbe767bc5c;host-kamikiri-shared-7d28d4436c5a,,サワグルミ,クルミ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,include_shared,2026-07-11,索引画像で「フタオビミドリトラカミキリ Chlorophorus muscosus」を確認。種解説（冊子p.500-501）と現行同種群を照合したが、種解説と索引は種レベル Chlorophorus muscosus として地理的変異を一括するが、現行CSVでは2023年に複数島嶼亜種が分離済み。産地不明の索引レコードは現行基亜種へ配分不能。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB175183-0086,KDB175183-0086,species_level_shared,Asaperda agapanthina,シナノクロフカミキリ,species-22569,species-22569;species-22570;species-22571;species-22572,シナノクロフカミキリ 基亜種;シナノクロフカミキリ 四国亜種;シナノクロフカミキリ 御蔵島亜種;シナノクロフカミキリ 九州亜種,host-kamikiri-shared-dce568615a4e;host-kamikiri-shared-12ddf43cdc30;host-kamikiri-shared-85434bef74fc;host-kamikiri-shared-14addee52496,,サワグルミ,クルミ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16619,include_shared,2026-07-11,索引画像で「シナノクロフカミキリ Asaperda agapanthina」を確認。種解説（冊子p.526-528）と現行同種群を照合したが、種解説は Asaperda agapanthina 内の地域型を一括し、索引も二名法だけで産地を示さない。現行CSVの四国・御蔵島・九州亜種との切り分けができず基亜種へ配分不能。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB175183-0094,KDB175183-0094,species_level_shared,Asaperda agapanthina,シナノクロフカミキリ,species-22569,species-22569;species-22570;species-22571;species-22572,シナノクロフカミキリ 基亜種;シナノクロフカミキリ 四国亜種;シナノクロフカミキリ 御蔵島亜種;シナノクロフカミキリ 九州亜種,host-kamikiri-shared-a1a61fd04648;host-kamikiri-shared-e53e121d92a0;host-kamikiri-shared-a49f22c8a1a7;host-kamikiri-shared-db37720f58e9,,クルミ類,クルミ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16663,include_shared,2026-07-11,索引画像で「シナノクロフカミキリ Asaperda agapanthina」を確認。種解説（冊子p.526-528）と現行同種群を照合したが、種解説は Asaperda agapanthina 内の地域型を一括し、索引も二名法だけで産地を示さない。現行CSVの四国・御蔵島・九州亜種との切り分けができず基亜種へ配分不能。 植物見出しOCR「クルミ数」を画像から「クルミ類」に補正。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB175183-0098,KDB175183-0098,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-e22d0076308b;host-kamikiri-shared-9ee22d1ae318,1-3;1-4,ウラジロハコヤナギ,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,181,695,16683,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。 科見出し直後にOCRで欠落した植物見出しを画像から「ウラジロハコヤナギ」と復元し、前ブロック由来の報告値「クルミ数」を修正。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0099,KDB175183-0099,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-bf689717c612;host-kamikiri-shared-292968ba07c6,1-3;1-4,アメリカヤマナラシ,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,182,696,16690,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0100,KDB175183-0100,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-78c2112cbac4;host-kamikiri-shared-b1322f04a66e,1-3;1-4,ドロノキ,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,182,696,16695,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0101,KDB175183-0101,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-791cfa71ffaa;host-kamikiri-shared-6a65e68b3af3,1-3;1-4,セイヨウハコヤナギ,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,182,696,16707,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0102,KDB175183-0102,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-dfa4ed448483;host-kamikiri-shared-86be2e35c4f9,1-3;1-4,ヤマナラシ,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,182,696,16716,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0105,KDB175183-0105,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-65bae37abd89;host-kamikiri-shared-40c927e7c628,1-3;1-4,ポプラ類,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,182,697,16749,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0106,KDB175183-0106,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-d4327f61370c;host-kamikiri-shared-414478856104,1-3;1-4,シダレヤナギ,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,182,697,16752,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0111,KDB175183-0111,species_level_shared,Necydalis harmandi,クロホソコバネカミキリ,species-22321,species-22321;species-22322,クロホソコバネカミキリ 基亜種;クロホソコバネカミキリ 四国九州亜種,host-kamikiri-shared-82c21843e733;host-kamikiri-shared-ffecd0a13651,,コゴメヤナギ,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,183,698,16803,include_shared,2026-07-11,索引画像で「クロホソコバネカミキリ Necydalis harmandi」を確認。種解説（冊子p.422-423）と現行同種群を照合したが、種解説の Necydalis harmandi は本州・四国・九州を一括するが、現行CSVでは2018年記載の四国九州亜種が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB175183-0113,KDB175183-0113,historical_subspecies_concept_shared,Aegosoma sinicum,ウスバカミキリ,1-1,1-1;1-2,ウスバカミキリ 基亜種;ウスバカミキリ 奄美沖縄亜種,host-kamikiri-shared-af319af309b6;host-kamikiri-shared-0f4eeb44efd8,1-3;1-4,ヤナギ類,ヤナギ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,183,698-699,16824,include_shared,2026-07-11,索引画像で「ウスバカミキリ Megopis sinica sinica」を確認。種解説（冊子p.340-341）と現行同種群を照合したが、種解説の名義亜種範囲は奄美・沖縄個体群を含むが、現行CSVでは2018年記載の奄美沖縄亜種 adachii が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典は名義亜種を明記するが、2007年時点の名義亜種概念に後年分離された地域亜種を含むため、その歴史的概念範囲内だけへ共有する。,2007年時点の名義亜種概念外の現行亜種は共有対象外。
shared-KDB175183-0123,KDB175183-0123,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-88f9c039f6d3;host-kamikiri-shared-aaf467666ff9;host-kamikiri-shared-97a8965ad653;host-kamikiri-shared-50781686c13c;host-kamikiri-shared-ac8563417a10;host-kamikiri-shared-a3ce69a5b80b;host-kamikiri-shared-93089940a3ae,,ヤシャブシ,カバノキ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,183,699,16866,include_shared,2026-07-11,索引画像で「フタオビミドリトラカミキリ Chlorophorus muscosus」を確認。種解説（冊子p.500-501）と現行同種群を照合したが、種解説と索引は種レベル Chlorophorus muscosus として地理的変異を一括するが、現行CSVでは2023年に複数島嶼亜種が分離済み。産地不明の索引レコードは現行基亜種へ配分不能。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB175183-0121,KDB175183-0121,species_level_shared,Necydalis harmandi,クロホソコバネカミキリ,species-22321,species-22321;species-22322,クロホソコバネカミキリ 基亜種;クロホソコバネカミキリ 四国九州亜種,host-kamikiri-shared-731691ade869;host-kamikiri-shared-22c29ef36183,,ヤシャブシ,カバノキ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,183,699,16866,include_shared,2026-07-11,索引画像で「クロホソコバネカミキリ Necydalis harmandi」を確認。種解説（冊子p.422-423）と現行同種群を照合したが、種解説の Necydalis harmandi は本州・四国・九州を一括するが、現行CSVでは2018年記載の四国九州亜種が分離済み。索引レコードに産地がなく現行基亜種へ配分不能。,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0007,KDB-0007,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-bb188f3232e8;host-kamikiri-shared-ac886df520d4;host-kamikiri-shared-c9e34ffa1cc5;host-kamikiri-shared-46e4ea73886b;host-kamikiri-shared-d9482dfb7781;host-kamikiri-shared-444f720f8f91;host-kamikiri-shared-4350e89a593b,,オオバヤシャブシ,カバノキ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,184,700-701,16994,include_shared,2026-07-11,索引と種解説PDF p.84はいずれも Chlorophorus muscosus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0024,KDB-0024,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-7cb3a0a6e959;host-kamikiri-shared-4c1bdfe4208e;host-kamikiri-shared-1f646d0bb750;host-kamikiri-shared-8121a7369977;host-kamikiri-shared-b208c72a2bdb;host-kamikiri-shared-f072ae490e2d;host-kamikiri-shared-7a7875c2fab9,,イヌシデ,カバノキ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,185,702-703,17144,include_shared,2026-07-11,索引と種解説PDF p.84はいずれも Chlorophorus muscosus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0034,KDB-0034,species_level_shared,Asaperda rufipes,キクスイモドキカミキリ,species-22577,species-22577;species-22578;species-22579,キクスイモドキカミキリ 基亜種;キクスイモドキカミキリ 九州亜種;ツシマキクスイモドキカミキリ,host-kamikiri-shared-e1279052ee0f;host-kamikiri-shared-a93590da6f23;host-kamikiri-shared-0222df6c5c5f,,クリ,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,186,704-705,17203,include_shared,2026-07-11,索引と種解説PDF p.98はいずれも Asaperda rufipes の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0038,KDB-0038,species_level_shared,Ceresium elongatum,ホソガタヒメカミキリ,species-21902,species-21902;species-21903,ホソガタヒメカミキリ 基亜種;ホソガタヒメカミキリ 先島亜種,host-kamikiri-shared-213ab619503f;host-kamikiri-shared-53c61948dbb1,,クリ類,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,186,704-705,17264,include_shared,2026-07-11,索引と種解説PDF p.54はいずれも Ceresium elongatum の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0041,KDB-0041,species_level_shared,Humeromaculatus muscosus,フタオビミドリトラカミキリ,species-21990,species-21990;species-21992;species-21993;species-21994;species-21995;species-21996;species-21997,フタオビミドリトラカミキリ 基亜種;フタオビミドリトラカミキリ 男女群島亜種;フタオビミドリトラカミキリ 奄美大島亜種;フタオビミドリトラカミキリ 沖縄本島亜種;フタオビミドリトラカミキリ 御蔵島亜種;フタオビミドリトラカミキリ 沖永良部島亜種;フタオビミドリトラカミキリ 徳之島亜種,host-kamikiri-shared-fb0d1e07400b;host-kamikiri-shared-553d86fe91cb;host-kamikiri-shared-a0a17446c2af;host-kamikiri-shared-f2466ac6c781;host-kamikiri-shared-4139123a7d0c;host-kamikiri-shared-2b4ac6bfbcee;host-kamikiri-shared-f883e4a3d2d1,,クリ類,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,186,704-705,17264,include_shared,2026-07-11,索引と種解説PDF p.84はいずれも Chlorophorus muscosus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
shared-KDB-0039,KDB-0039,species_level_shared,Xylotrechus reductemaculatus,アマミズマルトラカミキリ,species-22055,species-22055;species-22057;species-22058,アマミズマルトラカミキリ 基亜種;アマミズマルトラカミキリ 吐噶喇列島亜種;アマミズマルトラカミキリ 徳之島亜種,host-kamikiri-shared-23934408e9cc;host-kamikiri-shared-d55ce156a17d;host-kamikiri-shared-51fa1c95acba,,クリ類,ブナ科,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,186,704-705,17264,include_shared,2026-07-11,索引と種解説PDF p.78はいずれも Xylotrechus reductemaculatus の種レベル記述。現行insects.csvでは同種群が複数亜種に分かれるが、索引の寄主記録に産地がなく基亜種へ一意に帰属できない,原典の寄主索引・種解説は亜種を限定しない種レベル記述のため、現行の全亜種へ共有する。,
