audit_id,insect_id,current_japanese_name,source_japanese_name,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,pdf_page,printed_page,emergence,host_plants,ecology,source_taxon,legacy_japanese_name,legacy_scientific_name,legacy_route_name,decision,reviewed_on,review_note,merge_into_insect_id
kamikiri-d-012,species-22394,ブロイニングヒメハナカミキリ,ブロイニングヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,19-20,371-372,6〜7月,,山地の落葉広葉樹林から針葉樹林帯に見られ、コゴメウツギ、イワガラミ、ニシキウツギなどに集まる。寄主植物は未知とされる。,"Pidonia (Pidonia) limbaticollis stephani Hayashi, 1982",,,,include,2026-07-11,"冊子371頁下段から372頁上段へ続く同一種の記述を目視確認。原典は置換名 P. limbaticollis stephani を採用し、同じ異名欄に Pidonia breuningi Ohbayashi & Hayashi, 1957 を明記。現行は Pidonia breuningi のため、手動対応として生態だけを記録し分類名は上書きしない。",
kamikiri-d-013,species-22384,キュウシュウヒメハナカミキリ,キュウシュウヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,20,372,5〜7月,,山地の落葉広葉樹を中心とした自然林に現れ、ハイノキ、ニシキウツギ、ノリウツギの花に集まるが、個体数はごく少ない。寄主植物は未知とされる。,"Pidonia (Pidonia) kyushuensis Yamawaki, 1959",,,,include,2026-07-11,冊子372頁内で完結。原典は Pidonia (Pidonia)、現行は Pseudopidonia。分類名は上書きしない。,
kamikiri-d-014,species-22422,イシズチヒメハナカミキリ 基亜種,イシヅチヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,20,372-373,5〜8月,,山地の落葉広葉樹林から針葉樹林帯に見られ、イワガラミ、ニシキウツギ、タンナサワフタギ、ノリウツギなどの花に集まるが、個体数は少ない。ヒミコヒメハナカミキリより高い垂直分布を示す。寄主植物は未知とされる。,"Pidonia (Pidonia) shikokensis shikokensis Chûjô & Hayashi, 1951",,,,include,2026-07-11,冊子372頁下段から373頁上段へ続く基亜種の記述を目視確認。現行の受容名species-22422へ対応させ、旧属組合せの重複行species-22423は統合する。原典は Pidonia (Pidonia)、species-22423は Pidonia (Pseudopidonia)。,
kamikiri-d-015,species-22418,ウスイロヒメハナカミキリ,ウスイロヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,21,375,6〜8月,,針葉樹林帯上部から高山帯に限って現れ、典型的な個体群は日光山地、八ヶ岳、南アルプス、御嶽山域などで知られる。ゴトウヅル、ナナカマド、オニシモツケ、ショウマなどに集まる。寄主植物は未知とされる。,"Pidonia (Pidonia) pallida Ohbayashi & Hayashi, 1960",,,,include,2026-07-11,冊子375頁内で完結。原典は Pidonia (Pidonia)、現行は Pseudopidonia。分類名は上書きしない。,
kamikiri-d-016,species-22375,ブービエヒメハナカミキリ,ブービエヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,22,377,6〜8月,,落葉広葉樹林から針葉樹林帯に生息する。ニシキウツギ、オニシモツケ、ヤマブキショウマ、シシウド、ノリウツギなど各種の花に普通に見られる。寄主植物は未知とされる。カクムネヒメハナカミキリ群が現在のように整理されてからの寄主報告はない。,"Pidonia (Pidonia) bouvieri Pic, 1901",,,,include,2026-07-11,冊子377頁内で完結。原典は Pidonia (Pidonia)、現行は Pseudopidonia。分類名は上書きしない。,
kamikiri-d-017,species-22401,ハクバヒメハナカミキリ,ハクバヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,23,379,6〜8月,,針葉樹林帯を中心に、ヤマブキショウマやオニシモツケなどの花に普通に見られる。長野県北部だけに見られる分布の狭い個体群で、寄主植物は未知とされる。,"Pidonia (Pidonia) pallidicolor Hayashi, 1983",,,,include,2026-07-11,冊子379頁内で完結。原典は Pidonia (Pidonia)、現行は Pidonia (Pseudopidonia)。分類名は上書きしない。原典はマツシタヒメハナカミキリとの遺伝的差異が認められず、地方変異集団として扱う可能性にも言及。,
kamikiri-d-018,species-22406,シコクヒメハナカミキリ,シコクヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,23-24,379-380,6〜7月,,山地の落葉広葉樹林から針葉樹林帯に生息し、タンナサワフタギ、コゴメウツギ、イワガラミなどの花に集まるが、個体数は少ない。寄主植物は未知とされる。,"Pidonia (Pidonia) mutata (Bates, 1884)",,,,include,2026-07-11,見出しと異名は冊子379頁下段、本文は次のPDFページの冊子380頁上段へ続くためPDF24も目視確認。原典は Pidonia (Pidonia)、現行は Pseudopidonia。分類名は上書きしない。,
kamikiri-merge-pidonia-shikokensis,species-22423,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) shikokensis shikokensis Chûjô & Hayashi, 1951",,"Pidonia (Pseudopidonia) shikokensis shikokensis Chûjô & Hayashi, 1951","Pidonia (Pseudopidonia) shikokensis shikokensis Chûjô & Hayashi, 1951",merge_duplicate_taxon,2026-07-11,現行受容名Pseudopidonia shikokensis shikokensisのspecies-22422と同一の旧属組合せ重複行。原典情報はspecies-22422へ統合する。,species-22422
kamikiri-merge-bumetopia-okinawana,species-22721,オキナワウスアヤカミキリ,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Bumetopia okinawana Hayashi, 1963",オキナワウスアヤカミキリ,"Bumetopia okinawana Hayashi, 1963",オキナワウスアヤカミキリ,merge_duplicate_taxon,2026-07-11,現行受容名Bumetopia oscitans okinawanaのspecies-22720と同一の旧分類名重複行。既存寄主をspecies-22720へ統合し、旧学名は異名として保持する。,species-22720
kamikiri-e-001,species-22352,ミワヒメハナカミキリ,ミワヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,26,384,5〜7月,,寄主植物は未知。北陸から東北地方にかけて主に日本海側の山地に分布し、落葉広葉樹林に普通に見られる。ブナ帯を中心にカエデ類、タニウツギ、サワフタギ、ガマズミ、ヤマブキショウマなどの花を訪れる。東北地方では個体数が多くない。,"Pidonia (Cryptopidonia) miwai (Matsushita, 1933)",,,,include,2026-07-11,冊子384頁内で完結。原典はPidonia (Cryptopidonia)、現行はCryptopidonia。分類名は上書きしない。次種トサヒメハナカミキリの情報は含めていない。,
kamikiri-e-002,species-22290,クロチャボハナカミキリ,クロチャボハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,29,391,3〜5月,,寄主植物は未知。成虫はシイの花などに集まる。,"Pseudalosterna takagii Hayashi, 1961",,,,include,2026-07-11,冊子391頁の対象種欄のみを採用。直前のチャボハナカミキリと直後のオキナワチャボハナカミキリの情報は含めていない。,
kamikiri-e-003,species-22203,ミヤマクロハナカミキリ,ミヤマクロハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,30,392,5〜8月,ミズナラ|ブナ科,成虫はノリウツギ、リョウブ、ショウマ、シシウドなどの花に集まる。,"Anoploderomorpha excavata (Bates, 1884)",,,,include,2026-07-11,冊子392頁内で完結。原典はAnoploderomorpha、現行はAnoplodera (Anoploderomorpha)。分類名は上書きしない。後続のクロルリハナカミキリを除外。,
kamikiri-e-004,species-22299,アカハナカミキリ,アカハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,34,400,6〜8月,マツ科各種|マツ科;一部の広葉樹|,成虫は各種の花に集まり、枯死木にも飛来する。,"Aredolpona succedanea (Lewis, 1879)",,,,include,2026-07-11,冊子400頁内で完結。原典はAredolpona、現行はStictoleptura (Aredolpona)。原典の「マツ科および一部の広葉樹」を範囲表現のまま保持し、分類名は上書きしない。,
kamikiri-e-005,species-22233,オオハナカミキリ,オオハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,34-35,401-402,7〜8月,アカマツ|マツ科;モミ|マツ科;ダケカンバ|カバノキ科;ブナ|ブナ科,成虫はノリウツギやリョウブなどの花を訪れ、ブナの立枯木などにも飛来する。,"Konoa granulata (Bates, 1884)",,,,include,2026-07-11,見出しと異名は冊子401頁、形態・生態・出現期・寄主欄は次のPDFページの冊子402頁へ続くため両頁を目視確認。直前種・後続種の情報は不採用。,
kamikiri-e-006,species-22244,ツマグロハナカミキリ,ツマグロハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,36,405,5〜8月,各種針葉樹|;各種広葉樹|,成虫はガマズミ、ノバラ、ミズキ、ノリウツギなど各種の花に集まる。,"Leptura modicenotata Pic, 1901",,,,include,2026-07-11,冊子405頁の対象種欄のみを採用。原典の寄主は「各種の針葉樹および広葉樹」で単一科へ限定できないためfamily空欄。前後種の個別寄主は含めていない。,
kamikiri-e-007,species-22255,カラフトヨツスジハナカミキリ,カラフトヨツスジハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,36,405,6〜8月,トドマツ|マツ科;ヤナギ類|ヤナギ科;シラカンバ|カバノキ科;カンバ類|カバノキ科,成虫はエゾニュウなどの花に集まるが少ない。,"Leptura quadrifasciata Linnaeus, 1758",,,,include,2026-07-11,冊子405頁の対象種欄のみを採用。原典のLeptura quadrifasciataと現行CSVのLeptura quadrifasciatusは語尾が異なるため、分類名は上書きしない。,
kamikiri-e-008,species-22258,クマゲヨツスジハナカミキリ,クマゲヨツスジハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,37,406,6〜7月,,寄主植物の記載なし。成虫はノリウツギやゴトウヅルなどの花に集まる。,"Leptura ochraceofasciata yokoyamai Hayashi, 1961",,,,include,2026-07-11,冊子406頁の対象亜種欄のみを採用。原典はL. ochraceofasciataの亜種、現行はLeptura yokoyamaiとして独立種扱い。隣接亜種の寄主・生態は混入させていない。,
kamikiri-e-009,species-22214,エトロフハナカミキリ,エトロフハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,38,409,7〜8月,トドマツ|マツ科;モミ類|マツ科,成虫はセリ科の花に集まるほか、オホーツク海や日本海の海岸線に打ち上げられた流木に集まる。,"Etorofus circaocularis (Pic, 1934)",,,,include,2026-07-11,冊子409頁の対象種欄のみを採用。原典はEtorofus circaocularis、現行CSVはEtorofus (Etorofus) nemurensisで種小名が異なる。指定された和名対応に生態値だけを記録し、分類名は上書きしない。,
kamikiri-e-010,species-22308,コウヤホソハナカミキリ,コウヤホソハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,41,414,7〜8月,スギ|ヒノキ科;ヒノキ|ヒノキ科;アスナロ|ヒノキ科,成虫はノリウツギ、リョウブ、アマニュウ、クリなどの花を訪れる。,"Strangalia koyaensis Matsushita, 1933",,,,include,2026-07-11,冊子414頁内で完結。原典ではスギをスギ科、ヒノキ・アスナロをヒノキ科とするが、植物科は現行CSVに合わせて3種ともヒノキ科に正規化。,
kamikiri-e-011,species-22281,ヤエヤマクロスジホソハナカミキリ,ヤエヤマクロスジホリハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,42,416-417,3〜4月,,寄主植物は未知。成虫は花に集まる。以前はオモト岳に少なくなかったが、1980年代以降は個体数がかなり減少している。,"Parastrangalis ishigakiensis Hayashi, 1970",,,,include,2026-07-11,見出しと異名は冊子416頁、本文は417頁へ続く同一種を確認。原典和名は「ホリ」、現行和名は「ホソ」。原典は1970、現行CSVは1971のため年は上書きしない。,
kamikiri-e-012,species-22327,,カラフトホリコバネカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,45,422,7〜8月,カラマツ|マツ科;トウヒ|マツ科;コメツガ|マツ科,雌成虫はカラマツの衰弱木に飛来し、その樹液を吸汁する。寄主は生木の枯死部とされる。雄は飛翔中の個体がまれに得られるだけとされる。,"Necydalis (Necydalisca) sachalinensis Matsushita & Tamanuki, 1927",,,,include,2026-07-11,冊子422頁の対象種欄のみを採用。species-22327の現行和名欄は空欄だが、種小名sachalinensisの基亜種として対応。原典見出しはMatsushita & Tamanuki、原記載引用行と現行CSVはMatsumura系表記で異なるため、分類値は上書きしない。,
kamikiri-e-013,species-22070,オニヒゲナガコバネカミキリ,オニヒゲナガコバネカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,61,454,5〜6月,アカマツ|マツ科;ヒメコマツ|マツ科;カラマツ|マツ科;モミ|マツ科,成虫は針葉樹の伐採木などに見られ、南会津では伐材の製材時に生じる材にもよく集まる。ミズキやナシなどの花上から得られることもある。,"Molorchus (Molorchus) pinivorus Takakuwa & Ikeda, 1979",,,,include,2026-07-11,冊子454頁内で完結。原典はMolorchus (Molorchus)・1979、現行CSVはCaenoptera・1980。生態値だけを記録し、分類名と年は上書きしない。,
kamikiri-e-014,species-22089,カエデヒゲナガコバネカミキリ,カエデヒゲナガコバネカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,62,457,5〜7月,エゾマツ|マツ科;トドマツ|マツ科;モミ|マツ科;アカマツ|マツ科,成虫はイロハモミジやミズキなどの花上から採集される。分布は局所的だが、個体数は多い。,"Glaphyra (Glaphyra) ishiharai (Ohbayashi, 1936)",,,,include,2026-07-11,冊子457頁の対象種欄のみを採用。原典はGlaphyra (Glaphyra)、現行CSVはMolorchus (Molorchus)。分類名は上書きしない。,
kamikiri-e-015,species-22074,ノコギリヒメコバネカミキリ,ノコギリビメコバネカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,64,460-461,4月,,寄主植物は未知。西表島カンピラの滝付近で採集された雄1個体のみが知られる。,"Epania iriei Takakuwa, 1981",,,,include,2026-07-11,見出しと形態記述は冊子460頁、生態・出現期・寄主欄は461頁へ続く同一種を目視確認。原典見出しは「ビメ」の誤植、現行和名は「ヒメ」。前種のイスノキ記録は不採用。,
kamikiri-e-016,species-21885,アオヒメスギカミキリ,アオヒメスギカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,72,477,7〜8月,アカエゾマツ|マツ科;エゾマツ|マツ科,成虫はアカエゾマツなどの衰弱木の樹幹部を徘徊中に見つかり、個体数はあまり多くない。,"Palaeocallidium chlorizans (Solsky, 1870)",,,,include,2026-07-11,冊子477頁内で完結。原典はPalaeocallidium、現行CSVはCallidium (Paraeocallidium)。分類名は上書きしない。後続のミドリヒメスギカミキリを除外。,
kamikiri-e-017,species-22052,ムネモンチャイロトラカミキリ,ムネモンチャイロトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,76,484,7〜8月,ダケカンバ|カバノキ科,成虫はシラカバなどの伐採木に集まる。産地は局所的だが、個体数は少なくない。,"Xylotrechus hircus (Gebler, 1825)",,,,include,2026-07-11,冊子484頁の対象種欄のみを採用。寄主欄のダケカンバと成虫来集木のシラカバを区別し、シラカバを寄主として追加していない。,
kamikiri-e-018,species-22012,オガサワラチビトラカミキリ,オガサワラチビトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,79,490,,,成虫出現期と寄主植物は未知。1992年9月に食害材から羽化脱出した雄1個体のみが知られる。,"Perissus ogasawarensis Endo, 2000",,,,include,2026-07-11,冊子490頁の対象種欄のみを採用。原典が成虫出現期を明示的に未知とするためemergenceは空欄とし、9月の単独羽化記録を一般的な出現期にはしていない。,
kamikiri-h0-001,11,サキシマニセクワガタカミキリ,タイワンニセクワガタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,2,337,7〜8月,各種広葉樹|,成虫は夜行性で、日中は発生木などに潜む。,"Parandra (Parandra) formosana Miwa & Mitono, 1939",,,,include,2026-07-11,冊子337頁の対象種欄を目視確認。寄主は各種広葉樹の赤腐れした枯死部。先島諸島産個体群は2010年にKomiyandra uenoiとして記載され、現行CSVに旧学名が異名登録されているため同一個体群へ対応。,
kamikiri-h0-002,1-3,ウスバカミキリ 小笠原諸島亜種,オガサワラウスバカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,5,342,7月,各種広葉樹|,,"Megopis (Aegosoma) sinica savoryi Kusui, 1973",,,,include,2026-07-11,冊子342頁の対象亜種欄のみを採用。原典のオガサワラウスバカミキリは現行分類Aegosoma sinicum savoryiを採用する既存ID 1-3の旧和名と一致する。隣接する基亜種・ヤクシマ亜種を除外。,
kamikiri-h0-003,species-22476,ホソトドマツカミキリ,ホソトドマツカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,9,351,7〜8月,エゾマツ|マツ科,成虫は針葉樹の伐木や伐採木に見られるが、個体数はあまり多くない。,"Tetropium gracilicum Hayashi, 1983",,,,include,2026-07-11,冊子351頁の対象種欄のみを採用。頁上段のカラマツカミキリの5〜8月・カラマツ記録は混入させていない。,
kamikiri-h0-004,species-22457,ツシマニセハイイロハナカミキリ,ニセハイイロハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,11,354,3〜7月,マツ科各種|マツ科,,"Rhagium (Rhagium) pseudojaponicum Podaný, 1964",,,,include,2026-07-11,冊子354頁の対象種欄のみを採用。原典の寄主表記は「マツ科の樹皮」で、現行和名には産地名ツシマが付加される。,
kamikiri-h0-005,species-22442,アカイロニセハムシハナカミキリ,アカイロニセハムシハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,15,362,5〜7月,,カエデ類などの花に集まり、カエデ類とミズキへの成虫の来集が観察されている。寄主植物は未知とされる。,"Lemula nishimurai Seki, 1944",,,,include,2026-07-11,冊子362頁の対象種欄のみを採用。カエデ類・ミズキは成虫来集記録であり、幼虫寄主とは扱わない。,
kamikiri-h0-006,species-22425,フイリヒメハナカミキリ,フイリヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,19,370,7〜8月,,中部山岳地帯のみに分布する典型的な針葉樹林帯の種で、オニシモツケ、ヤマブキショウマ、キイチゴ類などの花に見られるが、個体数は少ない。寄主植物は未知とされる。,"Pidonia (Pidonia) signata Matsushita, 1933",,,,include,2026-07-11,冊子370頁の対象種欄を目視確認。原典はPidonia (Pidonia)、現行はPseudopidoniaであるため分類名は上書きしない。,
kamikiri-h0-007,species-22416,オオミネヒメハナカミキリ,オオミネヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,23,378-379,6〜7月,,針葉樹林帯を中心とした自然林に現れ、オオヤマレンゲ、ナナカマド、ヤグルマソウなどの花に集まるが個体数は少ない。寄主植物は未知とされる。,"Pidonia (Pidonia) ohminesana Mizuno, 1987",,,,include,2026-07-11,冊子378頁下段から379頁上段へ続く同一種を目視確認。原典はPidonia (Pidonia)、現行はPseudopidoniaであるため分類名は上書きしない。,
kamikiri-h0-008,species-22365,ニセフタオビチビハナカミキリ,ニセフタオビヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,24-25,381-382,6〜8月,,針葉樹林帯から高山帯に現れ、上部に針葉樹林帯があるブナ帯でも見られる。林内や沢沿いの薄暗い場所の草本植物に訪花するが、個体数は少なく極めてまれである。寄主植物は未知とされる。,"Pidonia (Omphalodera) testacea (Matsushita, 1933)",,,,include,2026-07-11,見出しは冊子381頁下段、本文は382頁上段へ続くためPDF24〜25を目視確認。現行和名は「チビハナ」、原典和名は「ヒメハナ」。,
kamikiri-h0-009,species-22368,チュウジョウヒメハナカミキリ,チュウジョウヒメハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,25,383,6〜8月,,落葉広葉樹林から針葉樹林帯の自然林に見られ、コガクウツギやタンナサワフタギなどの花に集まる。寄主植物は未知とされる。,"Pidonia (Paleopidonia) chujoi Ohbayashi & Hayashi, 1960",,,,include,2026-07-11,冊子383頁の対象種欄のみを採用。原典はPidonia (Paleopidonia)、現行はPaleopidoniaであるため分類名は上書きしない。,
kamikiri-g1-001,species-22469,ツシマムナクボカミキリ 基亜種,ツシマムナクボカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,7,347,6〜9月,アカマツ|マツ科;クロマツ|マツ科;リュウキュウマツ|マツ科;カラマツ|マツ科,成虫はマツ類の倒木や伐採木に見られ、昼間は樹皮下などに潜み、夜間に表面へ出て活動し、灯火にもよく飛来する。西日本では海岸線のマツ林に多産するが、東日本では山間部で採集されることが多い。,"Cephalallus unicolor (Gahan, 1906)",,,,include,2026-07-11,冊子347頁のツシマムナクボカミキリ欄だけを採用。原典は種として扱うが現行は基亜種。次の冊子348頁リュウキュウムナクボカミキリ（現行の奄美沖縄亜種）の5〜10月、夜間のリュウキュウマツ伐採木、灯火飛来は混入させていない。寄主4種はいずれも冊子347頁の対象欄に明記。,
kamikiri-g1-002,species-22188,トホシハナカミキリ 基亜種,トホシハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,13,359,5〜8月,,原典は北海道・利尻島・本州の個体群を分割前の1種として扱い、寄主植物は未知とする。北海道渡島半島の大平山には特異な斑紋の個体群があるが、雄交尾器を含む形態差は見られない。,"Brachyta danilevskyi Tshernyshev & Dubatolov, 2005",,,,include_shared_group,2026-07-11,原典は種単位で北海道・利尻島・本州を一括し、出現期と寄主を地域別に分離していない。現行はspecies-22188基亜種と2018年記載のspecies-22190本州亜種に分割済み。本州の高山帯・訪花情報が派生亜種に属する可能性があるため基亜種へ自動適用しない。統合時は両亜種へ共通注記とするか、追加文献で地域別に再分配する。 出現期5〜8月は2018年の亜種分割前の種共通値として現行2亜種へ共有する。,
