audit_id,entity,action,record_ids,insect_id,note_type,match_content,field,expected_value,approved_value,plant_name,plant_family,observation_type,plant_part,life_stage,reference,notes,source_pdf_file,source_pdf_sha256,pdf_page,printed_page,evidence,decision,reviewed_on,note_page,note_year
H1-051,general_note,replace_note_content,,species-2096,生態情報,幼虫は，はじめ針葉に潜るが，その後枝の分岐部，主枝基部と順次移動していく．穿孔場所を頻繁に変えながら，葉の内部組織や樹皮下の木化程度の低いところを摂食する．このような特異な習性は，寄,,,幼虫は，はじめ針葉に潜るが，その後枝の分岐部，主枝基部と順次移動していく．穿孔場所を頻繁に変えながら，葉の内部組織や樹皮下の木化程度の低いところを摂食する,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,55,54,原PDF次ページ画像で「寄」以降に樹脂回避の仮説文が続くことを確認。,途中切れを解消し、客観的な摂食記述までを公開。仮説文は公開から除外。,2026-07-12,,
H1-052,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-137-01,species-2289,,,,,,アキノキリンソウ属,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,56,55,原PDF画像の寄主植物欄で国外寄主「アキノキリンソウ属」を確認。国外での記録（Solidago）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-053,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-138-01,species-2232,,,,,,タイワンアカマツ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,56,55,原PDF画像の寄主植物欄で国外寄主「タイワンアカマツ」を確認。国外での記録（Pinus massoniana）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-054,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-142-01,species-2236,,,,,,オウシュウカラマツ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,57,56,原PDF画像の寄主植物欄で国外寄主「オウシュウカラマツ」を確認。国外での記録（Larix decidua）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-055,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-142-02,species-2236,,,,,,カラマツ類,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,57,56,原PDF画像の寄主植物欄で国外寄主「カラマツ類」を確認。国外での記録,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-056,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-143-01,species-2237,,,,,,エゾマツ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,57,56,原PDF画像の寄主植物欄で国外寄主「エゾマツ」を確認。ロシアでの記録（Picea jezoensis）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-057,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-143-02,species-2237,,,,,,チョウセンハリモミ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,57,56,原PDF画像の寄主植物欄で国外寄主「チョウセンハリモミ」を確認。ロシアでの記録（Picea koraiensis）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-058,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-143-03,species-2237,,,,,,チョウセンモミ,マツ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,57,56,原PDF画像の寄主植物欄で国外寄主「チョウセンモミ」を確認。ロシアでの記録（Abies holophylla）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-059,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-145-01,species-2290,,,,,,アキノキリンソウ,キク科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,58,57,原PDF画像の寄主植物欄で国外寄主「アキノキリンソウ」を確認。ヨーロッパでの記録（Solidago virgaurea）,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-060,hostplant,update_host_field,hostplant-908434,species-2284,,,observation_type,野外（国内）,野外（国外）,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,61,60,原PDF画像はヌルデを「インドでは」と明記。,国内記録から国外記録へ修正。,2026-07-12,,
H1-061,hostplant,add_host_relation,hostplant-hamakiga1-audit-20260712-206-01,species-2144,,,,,,ツブラジイ,ブナ科,野外（国内）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,79,78,原PDF画像の寄主植物欄にツブラジイ Castanopsis cuspidata と明記。,既存のスダジイ・イスノキに加え、欠落していた国内寄主を追加。,2026-07-12,,
H1-062,hostplant,add_host_relation,hostplant-hamakiga1-foreign-20260712-215-01,species-23154,,,,,,Glochidion ferdinandi,ミカンソウ科,野外（国外）,,幼虫,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,83,82,原PDF画像の寄主植物欄で国外寄主「Glochidion ferdinandi」を確認。オーストラリアでの記録,国内寄主と混同しないよう野外（国外）として追加。,2026-07-12,,
H1-063,general_note,replace_note_content,,species-2094,生態情報,幼虫は葉に食入して中空にし，近くの葉1 ～2 枚を同様に食し，それらを綴り合わせる．年1 化．老熟幼虫で越冬,,,幼虫は葉に食入して中空にし，近くの葉1〜2枚を同様に食し，それらを綴り合わせる．年1化．老熟幼虫で越冬,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,54,53,原PDF 54ページ（冊子53ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-064,general_note,replace_note_content,,species-2115,生態情報,幼虫は葉の縁を折り返すか，2 枚の葉を合わせる,,,幼虫は葉の縁を折り返すか，2枚の葉を合わせる,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,71,70,原PDF 71ページ（冊子70ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-065,general_note,replace_note_content,,species-2126,生態情報,近畿地方では年3 ～4 化する．幼虫はモッコクの新芽や新葉を綴ったり，合わせたりする．加害を受けた葉は褐変し，後に黒く枯れ，庭木であるモッコクの美観を大いに損ねる．幼生期については，駒井ら(2011)に詳しい,,,近畿地方では年3〜4化する．幼虫はモッコクの新芽や新葉を綴ったり，合わせたりする．加害を受けた葉は褐変し，後に黒く枯れる．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,68,67,原PDF 68ページ（冊子67ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の空白を除去し、客観的な褐変・枯死記録は保持、主観的な美観評価は公開対象外とした。,2026-07-12,,
H1-066,general_note,replace_note_content,,species-2131,生態情報,我が国では，屋久島で成虫が10 月に採集されただけである,,,我が国では，屋久島で成虫が10月に採集されただけである,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,69,68,原PDF 69ページ（冊子68ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-067,general_note,replace_note_content,,species-2132,生態情報,年2 化．幼虫ははじめカラマツ針葉に潜り，後に葉を束ねて食害し，若齢幼虫で越冬．幼生期については，駒井ら(2011)に詳しい,,,年2化．幼虫ははじめカラマツ針葉に潜り，後に葉を束ねて食害し，若齢幼虫で越冬．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,75,74,原PDF 75ページ（冊子74ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-068,general_note,replace_note_content,,species-2141,生態情報,幼虫はイスノキの葉を綴る．年1 化．幼虫越冬．幼生期については，駒井ら(2011)に詳しい,,,幼虫はイスノキの葉を綴る．年1化．幼虫越冬．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,78,77,原PDF 78ページ（冊子77ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-069,general_note,replace_note_content,,species-2147,生態情報,幼虫はヤマナラシの葉を重ねて綴り，中齢期までは1 葉に複数個体が共存する(奥，2003),,,幼虫はヤマナラシの葉を重ねて綴り，中齢期までは1葉に複数個体が共存する(奥，2003),,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,30,29,原PDF 30ページ（冊子29ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-070,general_note,replace_note_content,,species-2166,生態情報,幼虫は最初，芽に潜るが，中齢以降は2 ～3 本の葉を綴って筒をつくる．幼生期については，駒井ら(2011)に詳しい,,,幼虫は最初，芽に潜るが，中齢以降は2〜3本の葉を綴って筒をつくる．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,20,19,原PDF 20ページ（冊子19ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-071,general_note,replace_note_content,,species-2212,生態情報,幼虫は，シマサルスベリの葉を2 ～3 枚綴るか折りたたみ，中に潜みながら摂食し，葉の表面に多数の小孔を開ける,,,幼虫は，シマサルスベリの葉を2〜3枚綴るか折りたたみ，中に潜みながら摂食し，葉の表面に多数の小孔を開ける,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,40,39,原PDF 40ページ（冊子39ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-072,general_note,replace_note_content,,species-2258,生態情報,幼虫はエゴノキでは数枚の葉を，ハクウンボクでは1 枚の葉を葉巻状に巻く．幼生期については，駒井ら(2011)に詳しい,,,幼虫はエゴノキでは数枚の葉を，ハクウンボクでは1枚の葉を葉巻状に巻く．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,47,46,原PDF 47ページ（冊子46ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-073,general_note,replace_note_content,,species-23153,生態情報,石垣島でアデクの葉に実を付着させ，実に潜っている幼虫が3 月に発見されている,,,石垣島でアデクの葉に実を付着させ，実に潜っている幼虫が3月に発見されている,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,80,79,原PDF 80ページ（冊子79ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-074,general_note,replace_note_content,,species-2316,生態情報,年2 ～3 化．幼虫は，イヌマキなどの種子に食入する．ナギでの発生は少ない．幼生期については，駒井ら(2011)に詳しい,,,年2〜3化．幼虫は，イヌマキなどの種子に食入する．ナギでの発生は少ない．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,60,59,原PDF 60ページ（冊子59ページ）の300 dpi画像で生態欄を確認。,OCR段組み由来の不自然な空白を除去。,2026-07-12,,
H1-075,general_note,replace_note_content,,species-2321,生態情報,年2 ～3 化すると思われる．幼虫はハマゴウの当年枝に潜り，幼虫越冬．幼生期については，駒井ら(2011)に詳しい,,,幼虫はハマゴウの当年枝に潜り，幼虫越冬．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,73,72,原PDF 73ページ（冊子72ページ）の300 dpi画像で生態欄を確認。,原PDFで確認した推測表現「年2〜3化すると思われる」は公開対象外とし、客観的な摂食・越冬記録のみ保持。,2026-07-12,,
H1-076,general_note,delete_note,note-1000758,species-2124,生態情報,成虫越冬の可能性がある(川辺，1982),,,,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,70,69,原PDF 70ページ（冊子69ページ）の300 dpi画像で対象種の生態・寄主欄を確認。,全文が推論表現のため公開から削除。客観的な成虫発生時期は既存の出現時期行で保持。,2026-07-12,,
H1-077,general_note,replace_note_content,note-1000749,species-2128,生態情報,沖縄ではおそらく年数化すると思われる．幼虫はさまざまな広葉樹の新芽や新葉を綴る．幼生期については，駒井ら(2011)に詳しい,,,幼虫はさまざまな広葉樹の新芽や新葉を綴る．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,68,67,原PDF 68ページ（冊子67ページ）の300 dpi画像で対象種の生態・寄主欄を確認。,推論による化性記述を文単位で除外し、観察された幼虫の造巣行動だけを保持。,2026-07-12,,
H1-078,general_note,replace_note_content,note-1000585,species-2227,生態情報,奄美大島ではリュウキュウマツP. luchuensis を摂食している可能性がある．中国ではタイワンアカマツP. massoniana が記録されている,,,中国ではタイワンアカマツP. massoniana が記録されている,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,38,37,原PDF 38ページ（冊子37ページ）の300 dpi画像で対象種の生態・寄主欄を確認。,推測された国内寄主を文単位で除外し、原典が記録として明記する中国の国外寄主だけを保持。,2026-07-12,,
H1-079,general_note,replace_note_content,note-1000594,species-2231,生態情報,"北海道では，成虫が日中にオニグルミJuglans mandshurica var. sachalinensis (クルミ科)の枝に静止していたり，多数の成虫が枝上を飛翔したりしているのが観察されているため，オニグルミが寄主の可能性がある(Nasu and Kawahara, 2004)",,,"北海道では，成虫が日中にオニグルミJuglans mandshurica var. sachalinensis (クルミ科)の枝に静止していたり，多数の成虫が枝上を飛翔したりしているのが観察されている(Nasu and Kawahara, 2004)",,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,39,38,原PDF 39ページ（冊子38ページ）の300 dpi画像で対象種の生態・寄主欄を確認。,枝上での静止・飛翔という観察事実を保持し、そこから導いた寄主推定だけを除外。,2026-07-12,,
H1-080,general_note,replace_note_content,note-1000779,species-2317,生態情報,成虫は周年発生し，多化性と考えられる．幼虫はフクギの新芽や葉を綴ったり，潜ったりする．幼生期については，駒井ら(2011)に詳しい,,,成虫は周年発生する．幼虫はフクギの新芽や葉を綴ったり，潜ったりする．幼生期については，駒井ら(2011)に詳しい,,,,,,日本のハマキガ1,,"日本のハマキガ 1　モグリヒメハマキガ族（鱗翅目,ハマキガ科,ヒメハマキガ亜科）.pdf",78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646,74,73,原PDF 74ページ（冊子73ページ）の300 dpi画像で対象種の生態・寄主欄を確認。,周年発生と幼虫の造巣・潜葉行動を保持し、推論による多化性判断だけを除外。,2026-07-12,,
