record_id,insect_id,japanese_name,note_type,reference_before,content_sha256,pdf_page,printed_page,review_decision,action_audit_id,source_scope,application_targets,excluded_targets,scope_decision_reason
note-999367,species-0961,フタテンハビロキバガ,出現時期,日本産蛾類標準図鑑3,e65822836db840b6f20a74970fcaaf7e2c6ebc61025dd32e105a3b267301e13b,77,220,update_note,SMG3-NOTE-0027,species_level_account_without_subspecies_designation,species-0961,,出典に亜種名の明記がない種レベル記述。対応する現行亜種行がないため、該当行だけを修復する。
note-999368,species-0963,カクバネゴマフシロハビロキバガ,出現時期,日本産蛾類標準図鑑3,c1e16c2d2335b8494981abba7a4f66f5520257f74df64ca3710c8bd9b413f512,77,220,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0963,,修正対象ではないため、既存の適用範囲を変更しない。
note-999370,species-0968,コゲチャヒゲナガキバガ,出現時期,日本産蛾類標準図鑑3,0b3683e1b492c5fcd8196a2b95bdb98d2bd3c5e7fa08c2427bcd9b8c76d4157e,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0968,,修正対象ではないため、既存の適用範囲を変更しない。
note-999371,species-0970,デブトウホソバヒゲナガキバガ,出現時期,日本産蛾類標準図鑑3,277735ca36dd6051602020a56a5ab3425952e5da8d17922f6575bd16a031b24a,78,222,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0970,,修正対象ではないため、既存の適用範囲を変更しない。
note-999372,species-0971,フタテンホソバヒゲナガキバガ,出現時期,日本産蛾類標準図鑑3,65b61b74ef0b6d1e3b1e4894993917da1c654350cd84fe1774febd81ad9600fd,78,222,update_note,SMG3-NOTE-0029,geographically_bounded_species_account,species-0971,,地域・島・国外に限定された記述なので該当行だけを修復する。対応する現行亜種行はない。
note-999373,species-0973,ヒメフタテンホソバヒゲナガキバガ,出現時期,日本産蛾類標準図鑑3,77efde52b582517dc2d8b9512e4b380773a5228f559664ff78d821f631c13af1,78,222,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0973,,修正対象ではないため、既存の適用範囲を変更しない。
note-999374,species-0975,キベリハイヒゲナガキバガ,出現時期,日本産蛾類標準図鑑3,fa238b2646bb52deb847954fc4984dd0435a39aa9fd6a9c4f5080c5e09b88aa4,78,222,update_note,SMG3-NOTE-0030,species_level_account_without_subspecies_designation,species-0975,,出典に亜種名の明記がない種レベル記述。対応する現行亜種行がないため、該当行だけを修復する。
note-999375,species-0980,ムモンクロヒゲナガキバガ,出現時期,日本産蛾類標準図鑑3,acfa41f6a5c51803ec00e149abff76a986f34bfadc7efa0244dcddafed04be19,79,224,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0980,,修正対象ではないため、既存の適用範囲を変更しない。
note-999376,species-0979,カクバネヒゲナガキバガ,出現時期,日本産蛾類標準図鑑3,36573da9aca185d995c1b11453520af1c0a108f223d5e87e3deac83b7eb16042,79,224,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0979,,修正対象ではないため、既存の適用範囲を変更しない。
note-999377,species-0981,ミニフタテンホソバヒゲナガキバガ,出現時期,日本産蛾類標準図鑑3,1dde97e435f2d0f1ad45f3e95d00188351f0a0e75d1a57923935bc04f5296f21,79,224,update_note,SMG3-NOTE-0031,species_level_account_without_subspecies_designation,species-0981,,出典に亜種名の明記がない種レベル記述。対応する現行亜種行がないため、該当行だけを修復する。
note-999378,species-0985,ウスジロホソキバガ,出現時期,日本産蛾類標準図鑑3,0b3683e1b492c5fcd8196a2b95bdb98d2bd3c5e7fa08c2427bcd9b8c76d4157e,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0985,,修正対象ではないため、既存の適用範囲を変更しない。
note-999379,species-0986,キスジホソキバガ,出現時期,日本産蛾類標準図鑑3,0770d587112d806fb7c8f6a6803a8b17d10845079402262abc4ead5237b583c3,80,226,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0986,,修正対象ではないため、既存の適用範囲を変更しない。
note-999380,species-0987,ヤシノホソキバガ,出現時期,日本産蛾類標準図鑑3,014bab04493c40c605de6d4846acc5b4e201400683a281eb292897953d6cb1d4,80,226,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0987,,修正対象ではないため、既存の適用範囲を変更しない。
note-999381,species-0988,カイガラホソキバガ,出現時期,日本産蛾類標準図鑑3,332558ae32cff6b0e90d6fd80c10361f451dc7b3510e8506174c95bfd57e4c8a,80,226,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0988,,修正対象ではないため、既存の適用範囲を変更しない。
note-999382,species-0998,オオマイコガ,出現時期,日本産蛾類標準図鑑3,cb87eafeea58e642004bb9042dd74d921ea919f843da88cb116b07c489d6b66d,80,227,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0998,,修正対象ではないため、既存の適用範囲を変更しない。
note-999383,species-1008,カキノヘタムシガ,出現時期,日本産蛾類標準図鑑3,9b682166635ccd8db73a766f195d9aeffd32e61cbd7f1876c37918f14eb02e63,80,227,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1008,,修正対象ではないため、既存の適用範囲を変更しない。
note-999384,species-1000,ヒメムラサキシキブマイコガ,出現時期,日本産蛾類標準図鑑3,680b565cd027f25b48668cb35e449c8d7c1a41ee95953bdcf8114231cb9d991a,81,228,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1000,,修正対象ではないため、既存の適用範囲を変更しない。
note-999385,species-1002,ムラサキシキブマイコガ,出現時期,日本産蛾類標準図鑑3,836e3fb94e4d1cd0fa20cce0d759395e1d5bdb730dfb21279c0f6b4efcaf3b46,81,228,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1002,,修正対象ではないため、既存の適用範囲を変更しない。
note-999387,species-0992,キイロオビマイコガ,出現時期,日本産蛾類標準図鑑3,5d52300aa6ce11cfcddaa15322b874b3ce91252ea02aa603d0e116d5b1a0908e,80,227,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0992,,修正対象ではないため、既存の適用範囲を変更しない。
note-999388,species-0999,ハンノマイコガ,出現時期,日本産蛾類標準図鑑3,e046691b53d180e793eb1fc4b3383a5670b2f79d24164a4adc56467b79961aeb,81,228,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0999,,修正対象ではないため、既存の適用範囲を変更しない。
note-999389,species-1015,フタオビクロマイコガ,出現時期,日本産蛾類標準図鑑3,79faa8c83d6a2526510e66c5bf7d93f9a3b2e43b112bd4a9b42c223f65b24f12,81,229,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1015,,修正対象ではないため、既存の適用範囲を変更しない。
note-999390,species-1013,カタアカマイコガ,出現時期,日本産蛾類標準図鑑3,f84733c97ba0c2f7b5c894b521c9d879497282da227eb729d98967e39179ab84,81,229,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1013,,修正対象ではないため、既存の適用範囲を変更しない。
note-999391,species-1006,モトキマイコガ,出現時期,日本産蛾類標準図鑑3,f84733c97ba0c2f7b5c894b521c9d879497282da227eb729d98967e39179ab84,81,229,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1006,,修正対象ではないため、既存の適用範囲を変更しない。
note-999392,species-1017,シロテンクロマイコガ,出現時期,日本産蛾類標準図鑑3,d54950c0ac3d75f4555a441456c5f7c90e4784701881963fca8ce726a9118853,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1017,,修正対象ではないため、既存の適用範囲を変更しない。
note-999393,species-1018,クロコマイコガ,出現時期,日本産蛾類標準図鑑3,f84733c97ba0c2f7b5c894b521c9d879497282da227eb729d98967e39179ab84,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1018,,修正対象ではないため、既存の適用範囲を変更しない。
note-999394,species-1019,マキオマイコガ,出現時期,日本産蛾類標準図鑑3,b3a4b9c57b2a35f63d48bdcce472ae860576f6497a42c6ddddbaeabff79a6cd2,82,230,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1019,,修正対象ではないため、既存の適用範囲を変更しない。
note-999395,species-1038,アカヒゲベニトゲアシガ,出現時期,日本産蛾類標準図鑑3,f1ebdaf61dcf494195d6e51b256874de3a23281e1260d093362a72e3a1abdd75,82,230,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1038,,修正対象ではないため、既存の適用範囲を変更しない。
note-999396,species-0989,ヤブミョウガスゴモリキバガ,出現時期,日本産蛾類標準図鑑3,26381845287e11f59badb2d67cbfc641509bea3383fc12ec1a327b4b79440273,80,226,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0989,,修正対象ではないため、既存の適用範囲を変更しない。
note-999397,species-0991,ヒロバスゴモリキバガ,出現時期,日本産蛾類標準図鑑3,6e8146e254567f540f2fc749be8eb87a0e6f349001c97615e6736acc10e4b2fb,80,226,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-0991,,修正対象ではないため、既存の適用範囲を変更しない。
note-999398,species-1042,サクラツツミノガ,出現時期,日本産蛾類標準図鑑3,dea6844046fed4a3f5b13a9519a910f1b88ca3acd08d212932a28c13f535bdf8,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1042,,修正対象ではないため、既存の適用範囲を変更しない。
note-999399,species-1041,ハマナスツツミノガ,出現時期,日本産蛾類標準図鑑3,69c08e00020ecc7253404a4bc714a41c0f9726727cb88d03f38b4eec90c597ab,82,231,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1041,,修正対象ではないため、既存の適用範囲を変更しない。
note-999400,species-1044,シラカバツツミノガ,出現時期,日本産蛾類標準図鑑3,7f19bd312ac11c5dc90825c955ccc6afb3531bc10c66f48b30c926f4d3a4bada,83,232,update_note,SMG3-NOTE-0033,species_level_account_without_subspecies_designation,species-1044,,出典に亜種名の明記がない種レベル記述。対応する現行亜種行がないため、該当行だけを修復する。
note-999401,species-1045,リンゴツツミノガ,出現時期,日本産蛾類標準図鑑3,ed96460d9a31a9f9d9da5b6dba4321cf10d225e0bf3ec342c00b97a8c2413ff8,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1045,,修正対象ではないため、既存の適用範囲を変更しない。
note-999402,species-1046,フタイロツツミノガ,出現時期,日本産蛾類標準図鑑3,b0eb7b742ce55ace3bbabb208f64f4c05de7654af5bfbb456225c26fc6da04cd,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1046,,修正対象ではないため、既存の適用範囲を変更しない。
note-999403,species-1047,カンバマエジロツツミノガ,出現時期,日本産蛾類標準図鑑3,c77c54e32dc8d0565271bc24532a4256bd51c1b4c8315678f5c90c3590193349,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1047,,修正対象ではないため、既存の適用範囲を変更しない。
note-999404,species-1049,ニレナガツツミノガ,出現時期,日本産蛾類標準図鑑3,aa16e282e58f70c56bf0576a0ee4057ab1bdf8d74d758a2d0af2cfc0f6823fe6,83,232,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1049,,修正対象ではないため、既存の適用範囲を変更しない。
note-999405,species-1050,ニレコツツミノガ,生態情報,日本産蛾類標準図鑑3,623fcaffaa6903ec6813661ad33eeeca51234229eda43d217d762ac99dcf18d3,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1050,,修正対象ではないため、既存の適用範囲を変更しない。
note-999406,species-1043,ナラツツミノガ,生態情報,日本産蛾類標準図鑑3,15410f4afd8aa2d0c992c03a3ece1069fd1b5e9654c66563f3714135e7449a41,82,231,update_note,SMG3-NOTE-0034,species_level_account_without_subspecies_designation,species-1043,,出典に亜種名の明記がない種レベル記述。対応する現行亜種行がないため、該当行だけを修復する。
note-999407,species-1052,イソツツジツツミノガ,出現時期,日本産蛾類標準図鑑3,9bc21ffb7087dff590e752a516fab1f8eef69bc04a84003ede4c4fba15c308c2,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1052,,修正対象ではないため、既存の適用範囲を変更しない。
note-999408,species-1057,ダケカンバツツミノガ,出現時期,日本産蛾類標準図鑑3,1aa18734c025ff952e6791afd9369883cbb37528fe162a5d6a678eb3a561e011,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1057,,修正対象ではないため、既存の適用範囲を変更しない。
note-999409,species-1058,ハンノキツツミノガ,出現時期,日本産蛾類標準図鑑3,9bc21ffb7087dff590e752a516fab1f8eef69bc04a84003ede4c4fba15c308c2,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1058,,修正対象ではないため、既存の適用範囲を変更しない。
note-999410,species-1059,カツラツツミノガ,出現時期,日本産蛾類標準図鑑3,8e8f3d85975142b8cce3e3388ca7770f3308e651fce6d4e400a78d64867f96f3,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1059,,修正対象ではないため、既存の適用範囲を変更しない。
note-999411,species-1062,オニシモツケツツミノガ,出現時期,日本産蛾類標準図鑑3,2f2d7b77f671fd6c0d0e9b112996aa21f26cd66842e3118e4c1661e917037a72,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1062,,修正対象ではないため、既存の適用範囲を変更しない。
note-999412,species-1064,アカザフシガ,出現時期,日本産蛾類標準図鑑3,b0eb7b742ce55ace3bbabb208f64f4c05de7654af5bfbb456225c26fc6da04cd,85,236,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1064,,修正対象ではないため、既存の適用範囲を変更しない。
note-999413,species-1070,オオヤマフスマツツミノガ,出現時期,日本産蛾類標準図鑑3,8c1c62f46b209fbdac91eee1b71a5f475fbcb7e790f2f7c834ddc9067f02160b,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1070,,修正対象ではないため、既存の適用範囲を変更しない。
note-999414,species-1068,キミャクツツミノガ,出現時期,日本産蛾類標準図鑑3,a8f1a0ef3235e4182d0cce4b449f45fee70192e98fa00b41336b7fa4ddccad12,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1068,,修正対象ではないため、既存の適用範囲を変更しない。
note-999415,species-1086,ヨモギツツミノガ,出現時期,日本産蛾類標準図鑑3,93ceb750efb7e3aa821016f6361f8687dcb9e630a5189b221d0bd5dc486a1f89,87,240,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1086,,修正対象ではないため、既存の適用範囲を変更しない。
note-999416,species-1089,シロミャクツツミノガ,出現時期,日本産蛾類標準図鑑3,9b2f614f15e72da725d3463dd7a641386ab81ba798d1eb66909f78ea7b33a194,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1089,,修正対象ではないため、既存の適用範囲を変更しない。
note-999417,species-1092,ウスシロミャクツツミノガ,出現時期,日本産蛾類標準図鑑3,9bc21ffb7087dff590e752a516fab1f8eef69bc04a84003ede4c4fba15c308c2,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1092,,修正対象ではないため、既存の適用範囲を変更しない。
note-999418,species-1096,アカミャクツツミノガ,出現時期,日本産蛾類標準図鑑3,9bc21ffb7087dff590e752a516fab1f8eef69bc04a84003ede4c4fba15c308c2,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1096,,修正対象ではないため、既存の適用範囲を変更しない。
note-999420,species-1079,ノギクギンオビツツミノガ,出現時期,日本産蛾類標準図鑑3,b0eb7b742ce55ace3bbabb208f64f4c05de7654af5bfbb456225c26fc6da04cd,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1079,,修正対象ではないため、既存の適用範囲を変更しない。
note-999421,species-1080,カラマツツツミノガ,出現時期,日本産蛾類標準図鑑3,2f2d7b77f671fd6c0d0e9b112996aa21f26cd66842e3118e4c1661e917037a72,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1080,,修正対象ではないため、既存の適用範囲を変更しない。
note-999422,species-1083,シラヤマギクツツミノガ,出現時期,日本産蛾類標準図鑑3,5cedee36cef4d6fc3dec3f76a346292dbc770c5df39e37c51024495165574562,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1083,,修正対象ではないため、既存の適用範囲を変更しない。
note-999423,species-1076,アザミシロツツミノガ,出現時期,日本産蛾類標準図鑑3,2f2d7b77f671fd6c0d0e9b112996aa21f26cd66842e3118e4c1661e917037a72,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1076,,修正対象ではないため、既存の適用範囲を変更しない。
note-999424,species-1108,イヌイツツミノガ,出現時期,日本産蛾類標準図鑑3,9bc21ffb7087dff590e752a516fab1f8eef69bc04a84003ede4c4fba15c308c2,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1108,,修正対象ではないため、既存の適用範囲を変更しない。
note-999425,species-1107,ヨモギハナツツミノガ,出現時期,日本産蛾類標準図鑑3,bd5a8814a3635ecb4ebc9785cbc8223ae32444a5a07329a811526c29cd45f77c,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1107,,修正対象ではないため、既存の適用範囲を変更しない。
note-999426,species-1099,ホソハイイロツツミノガ,出現時期,日本産蛾類標準図鑑3,df0cc5480f23b10c37943472196277738e16276a8448f286d92cf704a1f86cec,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1099,,修正対象ではないため、既存の適用範囲を変更しない。
note-999427,species-1102,アカザハナツツミノガ,出現時期,日本産蛾類標準図鑑3,b0eb7b742ce55ace3bbabb208f64f4c05de7654af5bfbb456225c26fc6da04cd,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1102,,修正対象ではないため、既存の適用範囲を変更しない。
note-999428,species-1100,アキノキリンソウツツミノガ,出現時期,日本産蛾類標準図鑑3,966ff585b56c5f116ea805523d63a5f879f23a7c0a3fef1e959127cc903bc061,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1100,,修正対象ではないため、既存の適用範囲を変更しない。
note-999429,species-1101,アカザウスグロツツミノガ,出現時期,日本産蛾類標準図鑑3,cb81770a0550017c9e5ec6ac20b6d7cd3108630e3cbfeb397302bdeacfd5a434,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1101,,修正対象ではないため、既存の適用範囲を変更しない。
note-999430,species-1110,ニセヤチツツミノガ,出現時期,日本産蛾類標準図鑑3,d56ff36dad7b5c8ee6c8f406d7a6a34c5a638a6203d2e8c2aa0906bd681d50ad,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1110,,修正対象ではないため、既存の適用範囲を変更しない。
note-999431,species-1113,ヒメツツミノガ,出現時期,日本産蛾類標準図鑑3,3eee9800618ecccf62376e8e64f438fb1f101f56e7f5d91de4d9df00ad8ceced,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1113,,修正対象ではないため、既存の適用範囲を変更しない。
note-999432,species-1112,スズメノヤリツツミノガ,出現時期,日本産蛾類標準図鑑3,0bc8c1a9a3b8f442707b8d490abaa434074008cbed93d85cad96fb8c8502ca25,,,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1112,,修正対象ではないため、既存の適用範囲を変更しない。
note-999433,species-1130,チャイロエダモグリガ,出現時期,日本産蛾類標準図鑑3,c0ab7611e93ef87a0315308a39341d6e008da137650e4ec723d8e2da736a5865,90,246,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1130,,修正対象ではないため、既存の適用範囲を変更しない。
note-999434,species-1131,ヒガシノホソエダモグリガ,出現時期,日本産蛾類標準図鑑3,0b3683e1b492c5fcd8196a2b95bdb98d2bd3c5e7fa08c2427bcd9b8c76d4157e,90,246,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1131,,修正対象ではないため、既存の適用範囲を変更しない。
note-999435,species-1132,ヤブツバキホソエダモグリガ,出現時期,日本産蛾類標準図鑑3,68ca334fdbfec182fe964c531e7176769cccc19b7d8918a863e52b84be5ea473,90,246,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1132,,修正対象ではないため、既存の適用範囲を変更しない。
note-999436,species-1134,エゾフジアカバナキバガ,出現時期,日本産蛾類標準図鑑3,1288f9cde023d7735cc177ff3b66cdb57d2a3c426af38ac7465eb09880e818c9,90,247,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1134,,修正対象ではないため、既存の適用範囲を変更しない。
note-999437,species-1135,ハイイロアカバナキバガ,出現時期,日本産蛾類標準図鑑3,0b3683e1b492c5fcd8196a2b95bdb98d2bd3c5e7fa08c2427bcd9b8c76d4157e,91,248,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1135,,修正対象ではないため、既存の適用範囲を変更しない。
note-999438,species-1136,アカガネアカバナキバガ,出現時期,日本産蛾類標準図鑑3,86da31950344de78b5dd87c1279525a42425132889f1f14140f045eef4fab63f,91,248,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1136,,修正対象ではないため、既存の適用範囲を変更しない。
note-999439,species-1142,コネマルハキバガ,生態情報,日本産蛾類標準図鑑3,1cbc42d8c3d19aee2a97313aa1da6a869439016a958d69f1e7fe1c90eb2fc681,92,250,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1142,,修正対象ではないため、既存の適用範囲を変更しない。
note-999440,species-1599,ヒメアトスカシバ,出現時期,日本産蛾類標準図鑑3,bd5a8814a3635ecb4ebc9785cbc8223ae32444a5a07329a811526c29cd45f77c,136,338,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1599,,修正対象ではないため、既存の適用範囲を変更しない。
note-999441,species-1603,ビロードスカシバ,出現時期,日本産蛾類標準図鑑3,16594cc8320cab0983ff1ff164b9332fb5ac731a5c0f77f8135aa91035b12b1a,136,338,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1603,,修正対象ではないため、既存の適用範囲を変更しない。
note-999442,species-1608,ヤマコスカシバ,出現時期,日本産蛾類標準図鑑3,b534568f1f9ce25025486bd49b4f3251326ffbe2c374255e62c5fb78c7084b00,136,339,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1608,,修正対象ではないため、既存の適用範囲を変更しない。
note-999443,species-1611,コスカシバ,出現時期,日本産蛾類標準図鑑3,4edc2fcd1f37e6761eae4c7893ef5038c450822a4ae6c95437178085e8160407,136,339,update_note,SMG3-NOTE-0036,geographically_bounded_species_account,species-1611,,地域・島・国外に限定された記述なので該当行だけを修復する。対応する現行亜種行はない。
note-999444,species-1615,ヒメコスカシバ,出現時期,日本産蛾類標準図鑑3,d1a1061b2998e7919cc51189c82d17480f336d0dbf7a7d664d9ab3ff36aaa545,137,340,update_note,SMG3-NOTE-0037,species_level_account_without_subspecies_designation,species-1615,,出典に亜種名の明記がない種レベル記述。対応する現行亜種行がないため、該当行だけを修復する。
note-999445,species-1612,アカオビコスカシバ,出現時期,日本産蛾類標準図鑑3,68eb17ed437fc80a6b5c8788beccb8150074e7c22140312fb53514c94511b1c6,137,340,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1612,,修正対象ではないため、既存の適用範囲を変更しない。
note-999446,species-1613,フクズミコスカシバ,出現時期,日本産蛾類標準図鑑3,061a48d3f06b5fc28e006a75b588d619a84a84240d36860c275a243223a75cfd,137,340,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1613,,修正対象ではないため、既存の適用範囲を変更しない。
note-999447,species-1614,フタスジコスカシバ,出現時期,日本産蛾類標準図鑑3,198167b9b90d89a8e1bc776eb309d5f3e57edb148025271ae99ac8447de60b58,137,340,update_note,SMG3-NOTE-0038,species_level_account_without_subspecies_designation,species-1614,,出典に亜種名の明記がない種レベル記述。対応する現行亜種行がないため、該当行だけを修復する。
note-999449,species-1617,キオビコスカシバ,出現時期,日本産蛾類標準図鑑3,fa413facdccffe43ad6f955dc731176210d3be8740cfbe88994f5d2bedd6118e,137,340,update_note,SMG3-NOTE-0040,geographically_bounded_species_account,species-1617,,地域・島・国外に限定された記述なので該当行だけを修復する。対応する現行亜種行はない。
note-999450,species-1620,ヒトスジコスカシバ,出現時期,日本産蛾類標準図鑑3,85c52b0862a3fa728d42903e865bfcdea4911420ccaf34c37f39c75358735de8,137,341,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1620,,修正対象ではないため、既存の適用範囲を変更しない。
note-999451,species-1621,カシコスカシバ,出現時期,日本産蛾類標準図鑑3,08ef9ea7f9f02399d14ae8b6393f5d6292542abc7c4ca7f6ec0c39954d7e29dc,137,341,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1621,,修正対象ではないため、既存の適用範囲を変更しない。
note-999452,species-1626,ヤエヤマヒロハマキモドキ,出現時期,日本産蛾類標準図鑑3,992dc6325094001e3280b6d8b458fddb58751775dcef280d7c03afaa9efece61,138,342,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1626,,修正対象ではないため、既存の適用範囲を変更しない。
note-999453,species-1627,オオボクトウ,出現時期,日本産蛾類標準図鑑3,80392a5a0a76c18379b410f829456d093f21ffb77caef1cfdbe0d56b29a1bc5e,138,342,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1627,,修正対象ではないため、既存の適用範囲を変更しない。
note-999454,species-1628,ボクトウガ,出現時期,日本産蛾類標準図鑑3,80392a5a0a76c18379b410f829456d093f21ffb77caef1cfdbe0d56b29a1bc5e,138,342,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1628,,修正対象ではないため、既存の適用範囲を変更しない。
note-999457,species-1631,ゴマフボクトウ,出現時期,日本産蛾類標準図鑑3,d220fc8e8ab651b491e4b3f8af1aca8b64385c3e762ef30630869ddf519f9da3,138,343,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1631,,修正対象ではないため、既存の適用範囲を変更しない。
note-999458,species-1632,クロシオゴマフボクトウ,出現時期,日本産蛾類標準図鑑3,02ffccd5d8350599a0ac10858f0be2737af0d53b88e223fb2efad5fa82965963,138,343,retain_no_clear_ocr_semantic_collapse_field_spill_or_truncation,,not_applicable_no_change,species-1632,,修正対象ではないため、既存の適用範囲を変更しない。
