audit_id,audit_batch,volume,plant_name,similar_taxa,approved_content,source,source_pdf_file,source_pdf_sha256,pdf_page,printed_page,decision,exclusion_reason,reviewed_on,cleanup_field,cleanup_current_value,cleanup_intermediate_value,cleanup_replacement,review_note
wildplants-v1-identification-0120,volume1_comparison_candidates,1,クロイヌノヒゲ,ヤクシマホシクサ／ネムロホシクサ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,108,215,exclude,本文は分類群を区別しない、または区別できないという記述で、識別形質を提示しない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0121,volume1_comparison_candidates,1,カラフトホシクサ,クシロホシクサ,クシロホシクサは雄花と雌花の萼片が3裂し、花弁が3個であることでカラフトホシクサと区別される。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,108,215,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0122,volume1_comparison_candidates,1,ニッポンイヌノヒゲ,イズノシマホシクサ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,108,215,exclude,本文は分類群を区別しない、または区別できないという記述で、識別形質を提示しない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0123,volume1_comparison_candidates,1,イグサ,コゴメイ,イグサの髄は連続状で、コゴメイの髄は断続状である。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,110,218,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0124,volume1_comparison_candidates,1,ホソイ,,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,110,218,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0125,volume1_comparison_candidates,1,エゾイトイ,イトイ,エゾイトイはイトイに似るが、種子は長さ約1 mmである。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,110,218,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0126,volume1_comparison_candidates,1,ホソコウガイゼキショウ,ミヤマホソコウガイゼキショウ,ホソコウガイゼキショウはミヤマホソコウガイゼキショウに似るが、高さ20～40 cmである。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,110,219,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0127,volume1_comparison_candidates,1,アオコウガイゼキショウ,ハリコウガイゼキショウ,アオコウガイゼキショウはハリコウガイゼキショウに似るが、乾くと茎や葉に白色の小粒状突起が現れる。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,110,219,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0128,volume1_comparison_candidates,1,ヒロハノコウガイゼキショウ,コウガイゼキショウ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,110,219,exclude,本文は分類群を区別しない、または区別できないという記述で、識別形質を提示しない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0129,volume1_comparison_candidates,1,セイタカヌカボシソウ,ミヤマヌカボシソウ,セイタカヌカボシソウはミヤマヌカボシソウと異なり、短い走出枝をもち、蒴果は長さ3.5～4 mm、種子は長さ1.5～2 mmである。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,111,220,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0130,volume1_comparison_candidates,1,ミヤマスズメノヒエ,タカネスズメノヒエ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,111,221,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0131,volume1_comparison_candidates,1,イトキンスゲ,キンスゲ,キンスゲに似るがやや大型。果胞は長さ6～8 mm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,228,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0132,volume1_comparison_candidates,1,ヒカゲハリスゲ,コハリスゲ,コハリスゲによく似るが、有花茎は高さ15～30 cm。果胞は細脈があり、長さ2.5～3 mm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,229,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0133,volume1_comparison_candidates,1,ニッコウハリスゲ,ヒカゲハリスゲ,ヒカゲハリスゲに似る。果胞は開出し、長さ2～2.5 mm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,229,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0134,volume1_comparison_candidates,1,ユキグニハリスゲ,ニッコウハリスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,229,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0135,volume1_comparison_candidates,1,エゾハリスゲ,ヒカゲハリスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,229,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0136,volume1_comparison_candidates,1,コウヤハリスゲ,ハリガネスゲ,ハリガネスゲに似るが、小穂が短く、夏から秋に地上性の匐枝を伸ばす。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,229,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0137,volume1_comparison_candidates,1,ハリガネスゲ,マツバスゲ,マツバスゲにたいへんよく似るが、小穂は長さ5～10 mm。果胞は長さ2.5～3 mm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,229,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0138,volume1_comparison_candidates,1,サトヤマハリスゲ,ハリガネスゲ,ハリガネスゲに似るが、全体に繊細で、小穂が短い。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,229,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0139,volume1_comparison_candidates,1,シモツケハリスゲ,マツバスゲ,マツバスゲによく似るが、花後に伸びる葉は幅広く、幅4 mmに達する。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,115,229,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0140,volume1_comparison_candidates,1,エゾノコウボウムギ,コウボウムギ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,116,230,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0141,volume1_comparison_candidates,1,アサマスゲ,ウスイロスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,116,230,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0142,volume1_comparison_candidates,1,ヒメミコシガヤ,ミノボロスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,116,231,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0143,volume1_comparison_candidates,1,キビノミノボロスゲ,ミノボロスゲ,ミノボロスゲにやや似るが、果胞は卵状の円錐形で、長さ3.5～4 mm。茎は高さ40～60 cm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,116,231,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0144,volume1_comparison_candidates,1,イトヒキスゲ,ヤブスゲ,ヤブスゲによく似るが、繊細で、茎は高さ30～50 cm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,117,232,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0145,volume1_comparison_candidates,1,アカンスゲ,ヒロハイッポンスゲ,ヒロハイッポンスゲに似るがやや小型で葉は幅1～2 mm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,117,233,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0146,volume1_comparison_candidates,1,ヒメカワズスゲ,ハクサンスゲ,ハクサンスゲに似るが、全体にやや小さく高さ15～40 cm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,117,233,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0147,volume1_comparison_candidates,1,ノルゲスゲ,ハクサンスゲ,ハクサンスゲにやや似るが、匐枝を伸ばして群生し、有花茎は高さ20～40 cm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,117,233,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0148,volume1_comparison_candidates,1,ヒロハオゼヌマスゲ,ホソバオゼヌマスゲ,ホソバオゼヌマスゲに似るが、葉は灰緑色で、やや平滑。茎は高さ40～60 cm、6～7月に熟す。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,117,233,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0149,volume1_comparison_candidates,1,オオナキリスゲ,ナキリスゲ,ナキリスゲに似るが小穂は10個内外つき、頂小穂は雄性で線形、長さ1.5～2 cm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,118,234,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0150,volume1_comparison_candidates,1,アマミナキリスゲ,コゴメスゲ／オキナワヒメナキリ,アマミナキリスゲはコゴメスゲやオキナワヒメナキリに似るが、小穂を1節に1個つけることが多い。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,118,234,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0151,volume1_comparison_candidates,1,オキナワヒメナキリ,コゴメスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,118,234,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0152,volume1_comparison_candidates,1,コゴメスゲ,ナキリスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,118,235,exclude,比較表現はあるが、客観的な形態差を確認できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0153,volume1_comparison_candidates,1,センダイスゲ,ナキリスゲ,ナキリスゲに似る。小穂は3～4個。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,118,235,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0154,volume1_comparison_candidates,1,タニガワスゲ,ヤマアゼスゲ,ヤマアゼスゲに近縁で、よく似るが、匐枝はなくて株をつくる。茎は高さ30～50 cm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,236,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0155,volume1_comparison_candidates,1,ヌマアゼスゲ,アゼスゲ,アゼスゲに似るが、全体はよりかたい。茎は高さ約60 cm、5～6月に熟す。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,236,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0156,volume1_comparison_candidates,1,タテヤマスゲ,ヒルゼンスゲ,ヒルゼンスゲはタテヤマスゲに似るが、果胞が細長くややふくらみ、長さ約3.5 mm、帯褐色で、著しい嘴がある。茎は高さ50～80 cmである。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,236,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0157,volume1_comparison_candidates,1,ナガエスゲ,タテヤマスゲ,ナガエスゲはタテヤマスゲに似るが、根茎は短く密に叢生する。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,236,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0158,volume1_comparison_candidates,1,ウシオスゲ,ヒメウシオスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,236,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0159,volume1_comparison_candidates,1,シュミットスゲ,カブスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,237,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0160,volume1_comparison_candidates,1,ツクシナルコ,アゼナルコ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,237,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0161,volume1_comparison_candidates,1,カワラスゲ,テキリスゲ,テキリスゲにやや似て、明らかな糸網があるが、茎の基部の鞘は一部帯赤色、高さ30～60 cm。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,237,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0162,volume1_comparison_candidates,1,アズマナルコ,カワラスゲ,アズマナルコはカワラスゲに似るが大型で、茎は太く、高さ40～80 cmである。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,237,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0163,volume1_comparison_candidates,1,ヤマテキリスゲ,テキリスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,119,237,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0164,volume1_comparison_candidates,1,タヌキラン,オオタヌキラン,オオタヌキランはタヌキランによく似るが、雌小穂は長楕円状円柱形で、果胞は長さ約5 mm、長楕円状披針形で幅広く、基部には短い柄があるだけなので区別がつく。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,120,238,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0165,volume1_comparison_candidates,1,シマタヌキラン,コタヌキラン,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,120,238,exclude,近縁関係の記述のみで、客観的な識別形質がない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0166,volume1_comparison_candidates,1,カゴシマスゲ,オオムギスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,120,239,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0167,volume1_comparison_candidates,1,ヒロバスゲ,アオバスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,120,239,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0168,volume1_comparison_candidates,1,セキモンスゲ,キノクニスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,242,exclude,近縁関係の記述のみで、客観的な識別形質がない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0169,volume1_comparison_candidates,1,ウミノサチスゲ,セキモンスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,242,exclude,比較表現はあるが、客観的な形態差を確認できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0170,volume1_comparison_candidates,1,ムニンヒョウタンスゲ,トックリスゲ／ヒロハヒョウタンスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,242,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0171,volume1_comparison_candidates,1,ゲンカイモエギスゲ,アキイトスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,242,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0172,volume1_comparison_candidates,1,アキイトスゲ,ゲンカイモエギスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,242,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0173,volume1_comparison_candidates,1,ナガボスゲ,トクノシマスゲ,徳之島のものは特に葉が細く、トクノシマスゲと区別された。,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,242,include,,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0174,volume1_comparison_candidates,1,ツクシスゲ,タシロスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,243,exclude,類似・相違への言及はあるが、比較対象と客観的な識別形質が同時に明示されない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0175,volume1_comparison_candidates,1,ヒメカンスゲ,トカラカンスゲ／ヤクシマスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,243,exclude,近縁関係の記述のみで、客観的な識別形質がない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
wildplants-v1-identification-0176,volume1_comparison_candidates,1,オオシマカンスゲ,ヒメカンスゲ,,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,122,243,exclude,比較表現はあるが、客観的な形態差を確認できない,2026-07-12,,,,,原PDF画像で対象種・比較対象・識別形質・冊子ページを確認。OCRは候補探索のみに使用。
