audit_id,source,source_pdf_file,source_pdf_sha256,plant_name,field,before,intermediate_after,after,pdf_page,printed_page,corrected_plant_name,corrected_scientific_name,page_reference_action,decision,verification_method,similar_taxa,distinguishing_features,reviewed_on,review_note
wildplants-profile-integrity-v1-0241,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミヤマトリカブト,habitat,高山帯～亜高山帯の草原や低木林の林内や林緑に生える擬似一年草,高山帯～亜高山帯の草原や低木林の林内や林縁に生える擬似一年草,高山帯～亜高山帯の草原や低木林の林内・林縁に生える,185,369,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0242,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ルイヨウショウマ,distribution,北海道・本州・四国・九州に分布し、朝鮮半島・中国・ロシア治海地方にもある,北海道・本州・四国・九州に分布し、朝鮮半島・中国・ロシア沿海地方にもある,北海道・本州・四国・九州、南千島・サハリン・ウスリー・朝鮮半島・中国に分布する,185,369,,,,replace,original_pdf_full_field_visual_review,アカミノルイヨウショウマ,ルイヨウショウマは果実が黒色で種子が暗褐色、アカミノルイヨウショウマは果実が赤色または白色で種子が黒色。,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0243,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ルイヨウショウマ,habitat,温帯林の林内や林緑に生える多年草,温帯林の林内や林縁に生える多年草,温帯林の林内や林縁に生える,185,369,,,,replace,original_pdf_full_field_visual_review,アカミノルイヨウショウマ,ルイヨウショウマは果実が黒色で種子が暗褐色、アカミノルイヨウショウマは果実が赤色または白色で種子が黒色。,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0244,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シコクフクジュソウ,habitat,冬季に積雪する山地の落葉広楽樹林の林緑や草原に生える多年草,冬季に積雪する山地の落葉広楽樹林の林縁や草原に生える多年草,冬季に積雪する山地の落葉広葉樹林の林縁や草原に生える,186,370,,,merge,replace,original_pdf_full_field_visual_review,フクジュソウ,シコクフクジュソウはフクジュソウより花柄が細く、集合果は小さく黄緑色で、痩果の毛が短い。,2026-07-12,対象種欄全体を原PDF画像で目視確認。対象種の本文境界と欄全体を再読し、確実な客観情報だけを採用。疑問符付きの不確かな情報と別種本文は除外。
wildplants-profile-integrity-v1-0245,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,フクジュソウ,habitat,落葉樹林の林緑や林床に生える多年草,落葉樹林の林縁や林床に生える多年草,落葉樹林の林縁や林床に生える,186,370,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0246,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イチリンソウ,habitat,温帯の日当たりのよい草地や林緑に生える多年草,温帯の日当たりのよい草地や林縁に生える多年草,温帯の日当たりのよい草地や林縁に生える,186,371,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0247,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,キクザキイチゲ,habitat,温帯林の林内や林緑に生える多年草,温帯林の林内や林縁に生える多年草,温帯林の林内や林縁に生える,186,371,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0248,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シュウメイギク,distribution,本州・四国・九州に分布するが、栽培のものが野生化した可能性が高い,,本州・四国・九州で野生状態のものが見られる。,186,371,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.371（右頁）で当該種と本文境界を目視確認。野生化の原因推測を除き、確認できる地域と状態だけを採用。
wildplants-profile-integrity-v1-0249,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シュウメイギク,habitat,栽培のものが野生化した可能性が高い,,人里近くの林縁などで野生状態のものが見られる。,186,371,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.371（右頁）で当該種と本文境界を目視確認。野生化の原因推測を除き、本文の客観的生育環境へ置換。
wildplants-profile-integrity-v1-0250,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アズマイチゲ,distribution,北海道・本州・四国・九州に分布し、朝鮮半島・中国東北部・サハリン・ロシア治海地方にもある,北海道・本州・四国・九州に分布し、朝鮮半島・中国東北部・サハリン・ロシア沿海地方にもある,北海道・本州・四国・九州、朝鮮半島・中国東北部・サハリン・ロシア沿海地方に分布する,187,372,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0251,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ウラホロイチゲ,distribution,北海道 （東部）のほか、朝鮮半島・中国東北部・カムチャツカ半島・ロシア治海地方にも分布,北海道 （東部）のほか、朝鮮半島・中国東北部・カムチャツカ半島・ロシア沿海地方にも分布,北海道東部、朝鮮半島・中国東北部・カムチャツカ半島・ロシア沿海地方に分布する,187,372,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0252,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ウラホロイチゲ,habitat,北海道・十勝地方の草地や林緑に生える繊細で無毛の多年草,北海道・十勝地方の草地や林縁に生える繊細で無毛の多年草,草地や林縁に生える,187,372,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0253,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ニリンソウ,distribution,朝鮮半島・中国・サハリン・ロシア治海地方にも分布,朝鮮半島・中国・サハリン・ロシア沿海地方にも分布,南千島（国後島）・北海道・本州・四国・九州、朝鮮半島・中国・サハリン・ロシア沿海地方に分布する,187,372,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0254,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ニリンソウ,habitat,南千島（国後島）・北海道・四国・九州に分布、林緑や林内および草地にふつうに生える,南千島（国後島）・北海道・四国・九州に分布、林縁や林内および草地にふつうに生える,温帯林の林内・林縁・草地にふつうに生える,187,372,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0255,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤマオダマキ,habitat,林間の草地や林緑に生える多年草,林間の草地や林縁に生える多年草,林間の草地や林縁に生える,187,373,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0256,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ビロードボタンヅル,habitat,亜熟帯林の縁に生える木本性のつる植物,亜熱帯林の縁に生える木本性のつる植物,亜熱帯林の縁に生える,189,377,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0257,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミヤマハンショウヅル,habitat,亜高山帯～高山帯の林緑や草地に生える木本性のつる植物,亜高山帯～高山帯の林縁や草地に生える木本性のつる植物,亜高山帯～高山帯の林縁や草地に生える,189,377,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0258,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤエヤマセンニンソウ,habitat,ヤエヤマセンニンソウ Clematis tashiroi Maxim. （PL 361） 亜熱帯林の緑や道ばたの草むらに生える木本性のつる植物,,亜熱帯林の縁や道ばたの草むらに生える木本性のつる植物。,189,377,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.377（右頁）で当該種と本文境界を目視確認。「緑」を「縁」に訂正し、見出し類を除去。
wildplants-profile-integrity-v1-0259,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オキナワセンニンソウ,habitat,石灰岩地の亜熱帯林林緑に生える木本性つる植物,石灰岩地の亜熱帯林林縁に生える木本性つる植物,石灰岩地の亜熱帯林縁に生える,190,378,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0260,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コバノボタンヅル,habitat,コバノボタンヅル Clematis parviloba Gardner et Champ. 暖温帯林の緑や道ばたの草むらに生える草本性のつる植物,,暖温帯林の縁や道ばたの草むらに生える草本性のつる植物。,190,378,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.378（左頁）で当該種と本文境界を目視確認。「緑」を「縁」に訂正し、見出し類を除去。
wildplants-profile-integrity-v1-0261,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ウスギオウレン,habitat,亜寒帯～暖温帯の針薬勘林や広薬林の林床に生える常緑多年草で、高さ5～12cm、果期には26cm,亜寒帯～暖温帯の針葉勘林や広葉林の林床に生える常緑多年草で、高さ5～12cm、果期には26cm,亜寒帯～暖温帯の針葉樹林や広葉樹林の林床に生える,190,379,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0262,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,バイカオウレン,habitat,亜寒帯針薬林や温帯の夏緑林の林内や林緑に生える常緑多年草で、高さ2～15cm、果期には20cm,亜寒帯針葉林や温帯の夏緑林の林内や林縁に生える常緑多年草で、高さ2～15cm、果期には20cm,亜寒帯の針葉樹林や温帯の夏緑林の林内・林縁に生える,190,379,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0263,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミツバオウレン,habitat,高山帯から亜高山帯の林内、林緑、水湿の草地に生える常緑多年草、高さ5～15cm、果期には20cm,高山帯から亜高山帯の林内、林縁、水湿の草地に生える常緑多年草、高さ5～15cm、果期には20cm,高山帯～亜高山帯の林内・林縁・水湿の草地に生える,190,379,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0264,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オオゴカヨウオウレン,habitat,オオゴカヨウオウレン Coptis ramosa （Makino） Tamnua （PL 357） 屋久島のスギ林下に生える常緑多年草で、高さ5-13cm、果時には30cmに達する,,屋久島のスギ林下に生える常緑多年草。,191,380,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.380（左頁）で当該種と本文境界を目視確認。見出し類と別フィールドの高さを除去。
wildplants-profile-integrity-v1-0265,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シコタンキンポウゲ,habitat,シコタンキンポウゲ〔アイヌキンボウゲ） Ranunculus subeorymbosus Kom. var. austrokurilensis 亜寒帯の海岸付近の湿った砂地に生え、飼枝をつける多年草,,亜寒帯の海岸付近の湿った砂地に生える多年草。,194,386,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.386（左頁）で当該種と本文境界を目視確認。見出し・学名・別フィールドの匍枝形質を除去。
wildplants-profile-integrity-v1-0266,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,キツネノボタン,distribution,千島列島南部・北海道～沖縄に分布し、水田や道ばたなどの陽地や、常緑材林や夏緑材林の緑などの半除地に生える,,千島列島南部・北海道～沖縄に分布し、水田や道ばたなどの陽地や、常緑樹林や夏緑林の林縁などの半陰地に生える,194,387,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF右頁で対象種と欄境界を確認し、樹林・林縁・半陰地のOCR誤字を修正。
wildplants-profile-integrity-v1-0267,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オオミヤマカラマツ,distribution,朝鮮半島・中国東北部・ロシア治海地方にも分布,朝鮮半島・中国東北部・ロシア沿海地方にも分布,長崎県対馬・平戸島、朝鮮半島・中国東北部・ロシア沿海地方に分布する,195,389,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0268,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オオミヤマカラマツ,habitat,長崎県対馬と平戸島の日当たりのよい岩上や林緑に生える高さ60-80cmの多年草,長崎県対馬と平戸島の日当たりのよい岩上や林縁に生える高さ60-80cmの多年草,日当たりのよい岩上や林縁に生える,195,389,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0269,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コゴメカラマツ,habitat,温帯林の林内や林緑に生える無毛の多年草,温帯林の林内や林縁に生える無毛の多年草,温帯林の林内や林縁に生える,195,389,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0270,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タマカラマツ,habitat,タマカラマツ Thalictrum watanabei Yatabe 谷間や林下の湿った岩の上に生える繊細で無毛の多年草,,谷間や林下の湿った岩上に生える多年草。,195,389,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.389（右頁）で当該種と本文境界を目視確認。主観的な「繊細」と形態情報を除き、生育環境を抽出。
wildplants-profile-integrity-v1-0271,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アキカラマツ,distribution,北海道～九州（奄美大島まで）のほか、朝鮮半島・中国・千島列島・サハリン・ロシア治海地方・モンゴルに分布,北海道～九州（奄美大島まで）のほか、朝鮮半島・中国・千島列島・サハリン・ロシア沿海地方・モンゴルに分布,北海道～九州（奄美大島まで）、朝鮮半島・中国・千島列島・サハリン・ロシア沿海地方・モンゴルに分布する,196,390,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0272,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,エゾカラマツ,habitat,林緑や林間の草地に生える無毛の多年草,林縁や林間の草地に生える無毛の多年草,林縁や林間の草地に生える,196,390,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0273,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シキンカラマツ,habitat,夏緑林の林緑や林間の湿り気のある草地に生える無毛の多年草,夏緑林の林縁や林間の湿り気のある草地に生える無毛の多年草,夏緑林の林縁や林間の湿り気のある草地に生える,196,390,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0274,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シギンカラマツ,habitat,温帯林の林緑や林間の草地に生える無毛の多年草,温帯林の林縁や林間の草地に生える無毛の多年草,温帯林の林縁や林間の草地に生える,196,390,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0275,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,チシマノキンバイソウ,distribution,北海道（大雪山系～知床山地）、サハリン・千島列島・コマンドルスキー諸島・カムチャツカ半島・アリューシャン列島・ロシア治海地方に分布,北海道（大雪山系～知床山地）、サハリン・千島列島・コマンドルスキー諸島・カムチャツカ半島・アリューシャン列島・ロシア沿海地方に分布,北海道（大雪山系～知床山地）、サハリン・千島列島・コマンドルスキー諸島・カムチャツカ半島・アリューシャン列島・ロシア沿海地方に分布する,197,392,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0276,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハス,habitat,日本では各地で栽培されているが、自生はなく、古く中国より渡来したものとされている,,日本では自生しない。,198,394,,,,replace,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.394（左頁）で当該種と本文境界を目視確認。渡来起源の推測と栽培情報を除き、本文の客観的な自生状態だけを採用。
wildplants-profile-integrity-v1-0277,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミヤマハハン,habitat,本州・四国・九州に産し、山麓から山地にかけての疎杯や落薬広薬街林に生える,本州・四国・九州に産し、山麓から山地にかけての疎杯や落葉広葉街林に生える,山麓～山地の疎林や落葉広葉樹林に生える,198,394,ミヤマハハソ,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合してhabitatだけを抽出。なお原本見出しは「ミヤマハハソ」で、植物名自体にもOCR誤読の疑いがある。
wildplants-profile-integrity-v1-0278,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タイワンヤマモガシ,habitat,琉球（与那国島）の常緑林内に生えるとされるが、1917年探集とされる標本1点に基づく記録のほかに生育が確認されておらず、実状不明,,,199,396,,,,delete,original_pdf_visual_review,,,2026-07-12,原PDF画像の冊子p.396（左頁）で当該種と本文境界を目視確認。与那国島の生育は標本1点以外に確認されず実状不明のため、未確認の生育地を削除。 原PDFの左右冊子頁へ再定位し、確定的なOCR誤読「探集」を「採集」へ訂正。置換対応は別紙の代表原画像監査で確認し、分割OCRは位置決めにのみ使用。
wildplants-profile-integrity-v1-0279,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヒメツゲ,habitat,日本原産と考えられるが、自生地は不明,,,200,398,,,,delete,original_pdf_visual_review,ツゲ,葉はツゲとほぼ同じ大きさだが、本種は葉柄がより長く、葉先が鋭い。,2026-07-12,原PDF画像の冊子p.398（左頁）で当該種と本文境界を目視確認。自生地不明の推測欄を削除し、同じ本文の具体的識別形質だけを採用。
wildplants-profile-integrity-v1-0280,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤマシャクヤク,habitat,夏緑広薬樹林の林床に生えツゲ科／ボタン科399,夏緑広葉樹林の林床に生えツゲ科／ボタン科399,夏緑広葉樹林の林床に生える,200,399,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
wildplants-profile-integrity-v1-0281,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ベニバナヤマシャクヤク,distribution,南千島・北海道・本州・四国・九州、朝鮮半島・中国・サハリン・ロシア治海地方に分布,南千島・北海道・本州・四国・九州、朝鮮半島・中国・サハリン・ロシア沿海地方に分布,南千島・北海道・本州・四国・九州、朝鮮半島・中国・サハリン・ロシア沿海地方に分布する,201,400,,,,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。原本PDFの対象種本文を目視照合。対象欄だけを客観的に要約し、隣接種混入・生活形・草丈・欄外情報・OCR誤読を除去。
