audit_id,insect_id,japanese_name,canonical_reference,pdf_file,source_pdf_sha256,pdf_page,printed_page,note_type,approved_content,decision,replaced_record_ids,legacy_content,previous_canonical_content,rationale,taxon_scope,reviewed_on
KIRIGA-EMERGENCE-069,species-6069,アオバハガタヨトウ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,16,85,出現時期,9月下旬〜11月,merge_duplicates,note-000670;note-1004862,9月下旬〜11月,9月下旬~11月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-070,species-6108,ムラサキハガタヨトウ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,16,85-86,出現時期,10月〜11月上旬,merge_duplicates,note-000671;note-1004864,10月～11月上旬,10月~11月上旬,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-071,species-6109,オオハガタヨトウ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,17,86,出現時期,9〜11月,replace_incorrect,note-000672;note-1004866,9～11月,9月下旬に発生,新値誤抽出。採用値でcanonicalを置換し旧重複削除,species_account,2026-07-11
KIRIGA-EMERGENCE-072,species-6107,オガサワラヒゲヨトウ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,17,86-87,出現時期,11月に羽化し、越冬個体は翌年3月にも得られる,replace_incorrect,note-1004867,飼育下では9月に羽化している。野外では4月に得られている,,旧値はspecies-6034由来の誤割当。採用値をcanonicalへ新規登録し旧行削除,species_account,2026-07-11
KIRIGA-EMERGENCE-073,species-6111,クロスジキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,18,88,出現時期,本州では3〜5月、琉球亜種は1〜2月,merge_duplicates,note-000673;note-1004869,本州では3～5月にかけて発生する,本州では3~5月、琉球亜種は1~2月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-074,species-6112,ケンモンキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,18,88,出現時期,3〜5月,merge_duplicates,note-000674;note-1004871,3～5月にかけて発生する,3~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-075,species-6116,キンイロキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,18,88,出現時期,4〜5月,merge_duplicates,note-000675;note-1004873,4～5月,4-5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-076,species-6117,シベチャキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,18,89,出現時期,4月下旬〜5月,merge_duplicates,note-000676;note-1004875,4月下旬～5月に発生する,4月下旬~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-077,species-6118,スギタニキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,18,89,出現時期,3〜5月,merge_duplicates,note-000677;note-1004877,3～5月,3~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-078,species-6114,タカオキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,18,89,出現時期,4〜5月中旬,merge_duplicates,note-000678;note-1004879,4～5月中旬,4~5月中旬,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-079,species-6115,アズサキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,19,"90,92",出現時期,低標高では3月下旬から、高地では5月中旬まで,merge_duplicates,note-000679;note-1004881,春キリガの中では発生は早く、標高500m以下では3月下旬から発生し、1800mほどの高地では5月中旬でも得られている。,低標高地では3月下旬から、高地では5月中旬まで,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-080,species-6113,マツキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,20,92,出現時期,3〜5月,merge_duplicates,note-000680;note-1004883,3～5月にかけてみられる,3-5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-081,species-6120,ホソバキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,20,93,出現時期,平地では2月、山地では3〜5月,merge_duplicates,note-000681;note-1004885,春に出るキリガの中では発生は早く、平地,平地では2月から、山地では3~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-082,species-6119,スモモキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,21,94,出現時期,3〜5月,merge_duplicates,note-000682;note-1004887,本キリがの中では発生は早く、3～5月に かけてみられる,3~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-083,species-6126,ヒゴキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,21,94,出現時期,3月下旬〜4月,merge_duplicates,note-000683;note-1004888,3月下り～4月,3月下旬~4月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-084,species-6121,ミヤマカバキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,21,94-95,出現時期,4〜5月,merge_duplicates,note-000684;note-1004890,4～5月,4~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-085,species-6123,アオヤマキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,21,95,出現時期,3月下旬〜5月上旬,merge_duplicates,note-000685;note-1004892,発生は比較的早く、3月下旬～5月上旬にか けてみられる,3月下旬~5月上旬,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-086,species-6122,カバキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,21,95,出現時期,3〜5月,include_canonical,note-000686,,3-5月,canonical側のみ。原典確認済み採用値へ統一,species_account,2026-07-11
KIRIGA-EMERGENCE-087,species-6124,カギモンキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,21,95-96,出現時期,3〜4月,merge_duplicates,note-000687;note-1004894,3～4月にかけて得られている,3~4月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-088,species-6128,クロテンキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,22,96-97,出現時期,2月下旬〜4月,merge_duplicates,note-000688;note-1004896,2月下旬～4月,2月下旬~4月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-089,species-6125,クロミミキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,22,97,出現時期,4〜5月,merge_duplicates,note-000689;note-1004898,4～5月,4~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-090,species-6127,ブナキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,23,98,出現時期,3〜5月,merge_duplicates,note-000690;note-1004900,発生は早く3月には羽化し、5月頃までみら キリガよいけと、やめられない Fibiger さん 外国のキリガも欲しいなあと思っていた矢先に、吉本浩 さんからテンマ,3月~5月頃,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-091,species-6129,ヨモギキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,23,98,出現時期,平地では2月下旬から、本州では3月中旬頃から、5月上旬頃まで,merge_duplicates,note-000691;note-1004902,キリガの中では発生が早く、販地の平地 では2月下旬から、州でも3月小頃から羽化し、3月 上旬までみられる,2月下旬から羽化し、5月上旬まで,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-092,species-6130,シロヘリキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,23,99,出現時期,3〜5月,include_canonical,note-000692,,3~5月,canonical側のみ。原典確認済み採用値へ統一,species_account,2026-07-11
KIRIGA-EMERGENCE-093,species-6137,アカバキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,24,100,出現時期,4〜5月,merge_duplicates,note-000693;note-1004904,4～5月,4~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-094,species-6135,ナマリキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,24,100,出現時期,平地では4月、山地では5月,merge_duplicates,note-000694;note-1004906,春キリガの中では発生時期は遅く、平地で,4月~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-095,species-6131,イイジマキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,24,101,出現時期,4〜5月,merge_duplicates,note-000695;note-1004908,春キリガの中では発生が早く、4～5月に,4~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-096,species-6132,チャイロキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,24,101,出現時期,3〜5月,include_canonical,note-000696,,3~5月,canonical側のみ。原典確認済み採用値へ統一,species_account,2026-07-11
KIRIGA-EMERGENCE-097,species-6133,ゴマフキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,24,101,出現時期,3月下旬〜5月,merge_duplicates,note-000697;note-1004910,3月下旬～5月,3月下旬~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-098,species-6134,ウスベニキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,24,101,出現時期,4〜5月,merge_duplicates,note-000698;note-1004912,春キリガの中では発生はやや選く、4～5,4~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-099,species-6136,カシワキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,25,102,出現時期,3〜5月,merge_duplicates,note-000699;note-1004913,3～5月,3-5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-100,species-6138,アトジロキリガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,25,102,出現時期,4〜5月,merge_duplicates,note-000700;note-1004914,4～5月、,4~5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-101,species-20438,カギモンヤガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,25,103,出現時期,3〜5月,merge_duplicates,note-000701;note-1004916,3～5月,3-5月,新旧重複。原典確認済み採用値をcanonicalに1行だけ残す,species_account,2026-07-11
KIRIGA-EMERGENCE-102,species-20439,ムラサキウスモンヤガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,25,103,出現時期,4月下旬〜5月上旬,replace_incorrect,note-000702;note-1004918,発生時期はかなり早く 4月下旬～5月上旬 に得られている,4~5月上旬,新値誤抽出。採用値でcanonicalを置換し旧重複削除,species_account,2026-07-11
KIRIGA-EMERGENCE-103,species-20440,ネムロウスモンヤガ,日本の冬夜蛾,日本のキリガ.pdf,8d6fdad849c967ec2ea5659fd1b455ea088e13d7bde74d936bbbea97586d703d,25,103,出現時期,4〜5月,include_canonical,note-000703,,4~5月,canonical側のみ。原典確認済み採用値へ統一,species_account,2026-07-11
