audit_id,entity,action,record_ids,insect_id,note_type,match_content,field,expected_value,approved_value,plant_name,plant_family,observation_type,plant_part,life_stage,reference,notes,source_pdf_file,source_pdf_sha256,pdf_page,printed_page,evidence,decision,reviewed_on,note_page,note_year
BUP-025,general_note,replace_note_content,,species-10050,生態情報,5〜9月に現れ、クヌギやアカガシなどの伐採木や枯れ木に集まるが少なく、東日本では非常に稀。福島県北会津（愛山地）が北限の記録。原産地は京都市花見町。種小名は大林一夫氏に献名された。,,5〜9月に現れ、クヌギやアカガシなどの伐採木や枯れ木に集まるが少なく、東日本では非常に稀。福島県北会津（飯豊山麓）が北限の記録。原産地は京都市花見町。種小名は大林一夫氏に献名された。,5〜9月に現れ、クヌギやアカガシなどの伐採木や枯れ木に集まるが少なく、東日本では非常に稀。福島県北会津（飯豊山麓）が北限の記録。原産地は京都市花見町。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,64,126-127,原文地名は福島県北会津（飯豊山麓）。京都市花見町は原文どおり。,replace_ocr_or_content_error,2026-07-11,,
BUP-026,general_note,replace_note_content,,species-10071,生態情報,北海道から九州の主として山間部に6〜8月に現れ、ヤマハンノキやオオバヤシャブシなどのハンノキ類の生葉のスウィーピングで採集される。衰弱した太いブナの幹にも集まる。伊豆諸島産の雌は赤色が強く体形も短太で、伊豆八丈亜種として区別される。原産地は北海道七飯町水薬沼。,,,北海道から九州の主として山間部に6〜8月に現れ、ヤマハンノキやオオバヤシャブシなどのハンノキ類の生葉のスウィーピングで採集される。衰弱した太いブナの幹にも集まる。伊豆諸島産の雌は赤色が強く体形も短太で、伊豆八丈亜種として区別される。原産地は北海道七飯町蓴菜沼。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,68,134-135,原文地名は北海道七飯町蓴菜沼。,replace_ocr_or_content_error,2026-07-11,,
BUP-027,general_note,replace_note_content,,species-10087,生態情報,7〜8月に山間部に現れ、ヤマハンノキの精のスウィーピングで採集されるが少ない。原産地はサハリン。,,,7〜8月に山間部に現れ、ヤマハンノキの梢のスウィーピングで採集されるが少ない。原産地はサハリン。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,71,140-141,原文はヤマハンノキの「梢」。,replace_ocr_or_content_error,2026-07-11,,
BUP-028,general_note,replace_note_content,,species-10095,生態情報,クズノハカエデの生木のスウィーピングで採集されるが少ない。沖縄島北部の一部でしか採集されていない。,,,クスノハカエデの生葉のスウィーピングで採集されるが少ない。沖縄島北部の一部でしか採集されていない。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,72,142-143,原文は「クスノハカエデの生葉」。,replace_ocr_or_content_error,2026-07-11,,
BUP-029,general_note,replace_note_content,,species-10104,生態情報,平地から山間部まで広く産し、5〜7月にシデ類やサワフタギ、シナノキなどの広葉の生木のスウィーピングで採集され、まれに9月ごろまで採集されることもある。,,,平地から山間部まで広く産し、5〜7月にシデ類やサワフタギ、シナノキなどの広葉樹の生葉のスウィーピングで採集され、まれに9月ごろまで採集されることもある。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,73,144-145,原文は「広葉樹の生葉」。,replace_ocr_or_content_error,2026-07-11,,
BUP-030,general_note,replace_note_content,,species-10119,生態情報,平野部から山間地域に現れ、クリ、シイ類、カシ類、ナラ類などのひこばえ、そだ木、枯れ木に集まる。北海道では非常に珍しいが、関東地方以西では本属中の最普通種。,,,5〜8月に平野部から山間地域に現れ、クリ、シデ類、カシ類、ナラ類などのひこばえ、伐採木、枯れ木に集まる。北海道では非常に珍しいが、関東地方以西では本属中の最普通種。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,74,146-147,原文は5〜8月、クリ・シデ類・カシ類・ナラ類、および「伐採木」。,replace_ocr_or_content_error,2026-07-11,,
BUP-031,general_note,replace_note_content,,species-10120,生態情報,クヌギやナラ類のひこばえやそだに集まる。原産地は中国清洲で、日本では宮城県阿武隈山地以南に分布する。,,,5〜8月に現れ、クヌギやナラ類のひこばえやそだに集まる。原産地は中国青洲で、日本では宮城県阿武隈山地以南に分布する。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,74,146-147,原文は「5〜8月に現れ」「中国青洲」。,replace_ocr_or_content_error,2026-07-11,,
BUP-032,general_note,replace_note_content,,species-10129,生態情報,日本産（長崎周辺？）として記載されたが、その後の記録はなく、最近になって沖縄島や石垣島の芝生などで採集されるようになった。シバ類のみならず各種のイネ科植物をも利用し、新草あるいは刈り込んだ後の草木のスウィーピングで採集される。,,,日本産（長崎周辺？）として記載されたが、その後の記録はなく、最近になって沖縄島や石垣島の芝生などで採集されるようになった。シバ類のみならず各種のイネ科植物をも利用し、新葉あるいは刈り込んだ後の再生葉のスウィーピングで採集される。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,81,160-161,原文は「新葉あるいは刈り込んだ後の再生葉」。,replace_ocr_or_content_error,2026-07-11,,
BUP-033,general_note,replace_note_content,,species-10156,生態情報,古くは長野県軽井沢で7月中旬に記録され、その後栃木県那須でも記録（7〜8月）された不思議な分布をしている。長野県軽井沢では1910年〜1930年頃の大々的な開拓時に中国北部から大量の植物が土壌とともに持ち込まれた経緯がある。,,,古くは長野県軽井沢で7月中旬に記録され、その後、栃木県那須でも7〜8月に記録された。長野県軽井沢では1910年〜1930年頃の大々的な開拓時に中国北部から大量の植物が土壌とともに持ち込まれた経緯がある。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,86,170-171,「不思議な分布」は主観的評価なので除外し、記録時期と移入背景の事実記述を保持。,exclude_subjective_commentary,2026-07-11,,
BUP-034,general_note,replace_note_content,,species-10164,生態情報,福岡県英彦山で採集された1頭に基づいて記載され、その後もかなりの個体が記録されているだけにすぎない。ナガヒラタチビタマムシに似るが、複眼の内縁が続く前方に突出することで区別される。,,,福岡県英彦山で採集された1頭に基づいて記載され、その後も僅かな個体が記録されているだけにすぎない。ナガヒラタチビタマムシに似るが、複眼の内縁が鋭く前方に突出することで区別される。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,87,172-173,原文は「僅かな個体」「複眼の内縁が鋭く前方に突出」。,replace_ocr_or_content_error,2026-07-11,,
BUP-035,general_note,replace_note_content,,species-21745,生態情報,原産地はサハリンで、6〜7月に現れるが少ない種で、愛知県と静岡県ではツクバネウツギ、北海道ではエゾヒョウタンポクの生木に飛来する個体が採集され、これらの植物を寄主としていることが確認された。,,,原産地はサハリンで、6〜7月に現れるが少ない種で、愛知県と静岡県ではツクバネウツギ、北海道ではエゾヒョウタンポクの生葉に飛来する個体が採集され、これらの植物を寄主としていることが確認された。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,76,150-151,原文は「生葉に飛来」。,replace_ocr_or_content_error,2026-07-11,,
BUP-036,general_note,replace_note_content,,species-21750,生態情報,7〜8月に現れ、やや弱った気味のクズの葉に集まる。原産地は長崎県対馬仁位。,,,7〜8月に現れ、やや衰弱気味のクズの葉に集まる。原産地は長崎県対馬仁位。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,76,150-151,原文は「やや衰弱気味」。,replace_ocr_or_content_error,2026-07-11,,
BUP-037,general_note,replace_note_content,,species-21751,生態情報,ミツバウツギやバイカウツギの生木のスウィーピングで採集されるが少ない。幼虫はバイカウツギを食害することが確認された。原産地は群馬県沼田市と栃木県日光市中禅寺。,,,ミツバウツギやバイカウツギの生葉のスウィーピングで採集されるが少ない。幼虫はバイカウツギを食害することが確認された。原産地は群馬県沼田市と栃木県日光市中禅寺。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,76,150-151,原文は「生葉のスウィーピング」。,replace_ocr_or_content_error,2026-07-11,,
BUP-038,general_note,replace_note_content,,species-21782,生態情報,平野部から中山間地域に現れ、シデ類、カシ類、ナラ類などの各種広葉のひこばえ、そだ、採木、枯れ木に集まる。本州中部以北では本属中の最普通種。,,,5〜8月に平野部から中山間地域に現れ、シデ類、カシ類、ナラ類などの各種広葉樹のひこばえ、そだ、伐採木、枯れ木に集まる。本州中部以北では本属中の最普通種。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,77,152-153,原文は5〜8月、「各種広葉樹」「伐採木」。,replace_ocr_or_content_error,2026-07-11,,
BUP-039,general_note,replace_note_content,,species-21806,生態情報,7〜8月に現れ、アカメガシワの生木に集まるが少ない。原産地は屋久島宮之浦。,,,7〜8月に現れ、アカメガシワの生葉に集まるが少ない。原産地は屋久島宮之浦。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,78,154-155,原文は「生葉に集まる」。,replace_ocr_or_content_error,2026-07-11,,
BUP-040,general_note,replace_note_content,,species-21808,生態情報,中山間部に現れ、エゾエノキの生木のスウィーピングで採集されるが少ない。原産地は鳥取県高山。ロニノナガタマムシに似るがやや小型で、全体的に黒色で緑色を帯びることはない。,,,中山間部に現れ、エゾエノキの生葉のスウィーピングで採集されるが少ない。原産地は鳥取県高山。ロニノナガタマムシに似るがやや小型で、全体的に黒色で緑色を帯びることはない。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,78,154-155,原文は「生葉のスウィーピング」。,replace_ocr_or_content_error,2026-07-11,,
BUP-041,general_note,replace_note_content,,species-21768,生態情報,オニグルミの枝先生木をスウィーピングすることによって採集できるが、産地は局所的である。原産地は長野県駒ノ湯。,,,オニグルミの枝先の生葉をスウィーピングすることによって採集できるが、産地は局所的である。原産地は長野県駒ノ湯。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,79,156-157,原文はオニグルミの「枝先の生葉」。,replace_ocr_or_content_error,2026-07-11,,
BUP-042,general_note,replace_note_content,,species-21796,生態情報,4〜8月に現れ、アカメガシワやシイ類の生木のスウィーピングで採集されるが少ない。,,,4〜8月に現れ、アカメガシワやシイ類の生葉のスウィーピングで採集されるが少ない。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,79,156-157,原文は「生葉のスウィーピング」。,replace_ocr_or_content_error,2026-07-11,,
BUP-043,general_note,replace_note_content,,species-21748,生態情報,成虫は7〜8月に現れ、ナカハラクロキの生木に集まるが少ない。原産地は奄美大島湯湾岳。,,,成虫は7〜8月に現れ、ナカハラクロキの生葉に集まるが少ない。原産地は奄美大島湯湾岳。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,79,156-157,原文は「生葉に集まる」。,replace_ocr_or_content_error,2026-07-11,,
BUP-044A,general_note,replace_note_content,,species-21763,生態情報,3月末〜7月に現れるが少ない。原産地は福島県南会津館岩村。カタスジナガタマムシに似るが、雄の触角は長くて前胸背板まで達することや前胸背板側隆線、前胸腹板突起、交尾器の形状などで容易に区別される。,,,5月末〜7月に現れるが少ない。原産地は福島県南会津館岩村。カタスジナガタマムシに似るが、雄の触角は長くて前胸背板まで達することや前胸背板側隆線、前胸腹板突起、交尾器の形状などで容易に区別される。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,79,156-157,原文は「5月末〜7月」。,replace_ocr_or_content_error,2026-07-11,,
BUP-044B,general_note,replace_note_content,,species-21763,出現時期,3月末〜7月,,,5月末〜7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,79,156-157,原文の出現時期は「5月末〜7月」。,replace_ocr_or_content_error,2026-07-11,,
BUP-045,general_note,replace_note_content,,species-21754,生態情報,5〜7月に現れ、リュウキュウエノキの生木に集まる。原産地は奄美大島小湊。,,,5〜7月に現れ、リュウキュウエノキの生葉に集まる。原産地は奄美大島小湊。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,原文は「生葉に集まる」。,replace_ocr_or_content_error,2026-07-11,,
BUP-046,general_note,add_note,note-tamamushi-audit-bup-046,species-10010,生態情報,,,,日本では琉球列島から伊豆諸島の八丈島までの黒潮に洗われる地域に分布し、4〜8月に発生する。タブノキやモモタマナなどを食害する。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,57,112-113,番号10の種解説本文。出現時期だけ抽出され、生態本文が欠落していた。,include_missing_source_ecology,2026-07-11,,
BUP-047A,general_note,add_note,note-tamamushi-audit-bup-047a,species-10046,生態情報,,,,5〜7月に現れ、ツブラジイ、マテバシイ、ミカン類あるいはマツ類の枯れ木に集まる。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,64,126-127,番号46の種解説本文。寄主行は存在するが生態注記が未抽出。,include_missing_source_ecology,2026-07-11,,
BUP-047B,general_note,add_note,note-tamamushi-audit-bup-047b,species-10046,出現時期,,,,5〜7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,64,126-127,番号46の種解説本文の出現時期。,include_missing_source_emergence,2026-07-11,,
BUP-048,general_note,add_note,note-tamamushi-audit-bup-048,species-10049,生態情報,,,,7〜8月に現れ、マツ類の衰弱木、枯れ木、伐採木に集まる。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,64,126-127,番号49の種解説本文。出現時期だけ抽出され、生態本文が欠落していた。,include_missing_source_ecology,2026-07-11,,
BUP-049A,general_note,add_note,note-tamamushi-audit-bup-049a,species-10061,生態情報,,,,6〜7月に現れ、ツブラジイなどのシイ類のスウィーピングで採集される。色調や前胸背板側縁および上翅端部の形状から4亜種に分けられるが、各亜種間の差異は微弱である。原産地は屋久島安房。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,66,130-131,番号61の種解説本文。寄主行は存在するが生態注記が未抽出。,include_missing_source_ecology,2026-07-11,,
BUP-049B,general_note,add_note,note-tamamushi-audit-bup-049b,species-10061,出現時期,,,,6〜7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,66,130-131,番号61の種解説本文の出現時期。,include_missing_source_emergence,2026-07-11,,
BUP-050,general_note,add_note,note-tamamushi-audit-bup-050,species-10094,生態情報,,,,5〜7月に平野部から中山間部に現れ、ケヤキ、カシワ、クリなどの伐採木やそだ、ひこばえに普通に見られる。原産地は群馬県嬬恋山。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,71,140-141,番号95の種解説本文。出現時期だけ抽出され、生態本文が欠落していた。,include_missing_source_ecology,2026-07-11,,
BUP-051,general_note,add_note,note-tamamushi-audit-bup-051,species-10098,生態情報,,,,6月下旬〜8月中旬に中山間地域に現れ、カラスザンショウの衰弱木に集まり、イヌザンショウの生葉のスウィーピングでも採集される。原産地は福岡県福智山で、福島県以南に分布する。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,72,142-143,番号99の種解説本文。出現時期だけ抽出され、生態本文が欠落していた。,include_missing_source_ecology,2026-07-11,,
BUP-052A,general_note,add_note,note-tamamushi-audit-bup-052a,species-21759,生態情報,,,,4〜7月に現れるが少ない。原産地は奄美大島湯湾岳。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,番号170の種解説本文。基亜種の寄主行は存在するが生態注記が未抽出。,include_missing_source_ecology,2026-07-11,,
BUP-052B,general_note,add_note,note-tamamushi-audit-bup-052b,species-21759,出現時期,,,,4〜7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,番号170の種解説本文の出現時期。,include_missing_source_emergence,2026-07-11,,
BUP-053A,general_note,add_note,note-tamamushi-audit-bup-053a,species-21760,生態情報,,,,4〜7月に現れるが少ない。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,番号170の亜種区分前に置かれた種解説本文を八重山亜種へ共有。奄美大島の原産地記述は共有しない。,include_species_level_ecology_for_current_subspecies,2026-07-11,,
BUP-053B,general_note,add_note,note-tamamushi-audit-bup-053b,species-21760,出現時期,,,,4〜7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,番号170の亜種区分前に置かれた出現時期を八重山亜種へ共有。,include_species_level_ecology_for_current_subspecies,2026-07-11,,
BUP-054A,general_note,add_note,note-tamamushi-audit-bup-054a,species-10064,生態情報,,,,原産地の石垣島オモト岳で5月に採集された1雄個体が唯一の記録である。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,67,132-133,番号64の種解説が既存データから丸ごと欠落。原文は石垣島オモト岳で5月に採集された1雄のみ。,include_missing_numbered_account,2026-07-11,,
BUP-054B,general_note,add_note,note-tamamushi-audit-bup-054b,species-10064,出現時期,,,,5月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,67,132-133,番号64の唯一の記録の採集月。,include_missing_source_emergence,2026-07-11,,
BUP-055A,general_note,add_note,note-tamamushi-audit-bup-055a,species-21811,生態情報,,,,4〜7月に現れ、イズビワ、イタビカズラ、オオイタビなどのイチジク属植物の生葉のスウィーピングで採集される。九州以南に分布するが、特異な生息地として東京湾の猿島が知られる。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前の種解説を現行の基亜種へ対応。,include_missing_numbered_account,2026-07-11,,
BUP-055B,general_note,add_note,note-tamamushi-audit-bup-055b,species-21811,出現時期,,,,4〜7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前の出現時期。,include_missing_source_emergence,2026-07-11,,
BUP-056A,general_note,add_note,note-tamamushi-audit-bup-056a,species-21812,生態情報,,,,4〜7月に現れ、イズビワ、イタビカズラ、オオイタビなどのイチジク属植物の生葉のスウィーピングで採集される。九州以南に分布するが、特異な生息地として東京湾の猿島が知られる。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前の種解説を現行の八重山亜種へ共有。,include_missing_numbered_account,2026-07-11,,
BUP-056B,general_note,add_note,note-tamamushi-audit-bup-056b,species-21812,出現時期,,,,4〜7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前の出現時期を八重山亜種へ共有。,include_missing_source_emergence,2026-07-11,,
BUP-057A,general_note,add_note,note-tamamushi-audit-bup-057a,species-10116,生態情報,,,,台湾産に基づいて記載され、日本では琉球列島に分布し、5〜7月にリュウキュウエノキの生葉のスウィーピングで採集されるが多くない。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,74,146-147,番号117の種解説が既存データから丸ごと欠落。寄主植物欄は不明なので、成虫採集植物として分離。,include_missing_numbered_account,2026-07-11,,
BUP-057B,general_note,add_note,note-tamamushi-audit-bup-057b,species-10116,出現時期,,,,5〜7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,74,146-147,番号117の種解説本文の出現時期。,include_missing_source_emergence,2026-07-11,,
BUP-058A,general_note,add_note,note-tamamushi-audit-bup-058a,species-21767,生態情報,,,,7〜8月に中山間部に現れ、ヤチダモのスウィーピングで得られているが少ない。原産地は福島県南会津館岩村。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,番号168の種解説が既存データから丸ごと欠落。寄主植物欄は不明なので、成虫採集植物として分離。,include_missing_numbered_account,2026-07-11,,
BUP-058B,general_note,add_note,note-tamamushi-audit-bup-058b,species-21767,出現時期,,,,7〜8月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,80,158-159,番号168の種解説本文の出現時期。,include_missing_source_emergence,2026-07-11,,
BUP-059A,general_note,add_note,note-tamamushi-audit-bup-059a,species-21744,生態情報,,,,原産地は奄美大島八津野で、7月に現れるが少ない。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,81,160-161,番号174の種解説が既存データから丸ごと欠落。寄主植物欄は不明。,include_missing_numbered_account,2026-07-11,,
BUP-059B,general_note,add_note,note-tamamushi-audit-bup-059b,species-21744,出現時期,,,,7月,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,81,160-161,番号174の種解説本文の出現時期。,include_missing_source_emergence,2026-07-11,,
BUP-060,general_note,add_note,note-tamamushi-audit-bup-060,species-10077,生態情報,,,,国後島産の記載標本1個体のみが知られ、詳細は不明である。,,,,,,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号外のキタニセナガタマムシ解説。記載標本1個体のみが知られ、寄主植物欄は不明。,include_missing_supplementary_account,2026-07-11,,
BUP-061A,hostplant,add_host_relation,hostplant-tamamushi-21811-ooitabi,species-21811,,,,,,オオイタビ,クワ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前に置かれた寄主植物欄の「オオイタビ」を現行亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
BUP-061B,hostplant,add_host_relation,hostplant-tamamushi-21811-ichijiku,species-21811,,,,,,イチジク,クワ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前に置かれた寄主植物欄の「イチジク」を現行亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
BUP-061C,hostplant,add_host_relation,hostplant-tamamushi-21811-inubiwa,species-21811,,,,,,イヌビワ,クワ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前に置かれた寄主植物欄の「イヌビワ」を現行亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
BUP-061D,hostplant,add_host_relation,hostplant-tamamushi-21811-itabikazura,species-21811,,,,,,イタビカズラ,クワ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前に置かれた寄主植物欄の「イタビカズラ」を現行亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
BUP-062A,hostplant,add_host_relation,hostplant-tamamushi-21812-ooitabi,species-21812,,,,,,オオイタビ,クワ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前に置かれた寄主植物欄の「オオイタビ」を現行亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
BUP-062B,hostplant,add_host_relation,hostplant-tamamushi-21812-ichijiku,species-21812,,,,,,イチジク,クワ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前に置かれた寄主植物欄の「イチジク」を現行亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
BUP-062C,hostplant,add_host_relation,hostplant-tamamushi-21812-inubiwa,species-21812,,,,,,イヌビワ,クワ科,文献,,幼虫,日本産タマムシ大図鑑,,日本産タマムシ大図鑑.pdf,7893e51f670e7a42e6d3df3bb5b224f7ef547112e6e7cdb1954b1f254a673415,69,136-137,番号77の亜種区分前に置かれた寄主植物欄の「イヌビワ」を現行亜種へ共有。,include_species_level_host_for_current_subspecies,2026-07-11,,
