audit_id,source,source_pdf_file,source_pdf_sha256,plant_name,corrected_plant_name,scientific_name,corrected_scientific_name,family,corrected_family,family_latin,corrected_family_latin,genus_jp,corrected_genus_jp,genus_scientific,corrected_genus_scientific,pdf_page,printed_page,reviewed_on,review_note
wildplants-name-integrity-0107,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミクリ,,Sparganium ereetum,Sparganium erectum,,,,,,,,,106,211,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0108,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コウガイゼキショウ,,Juneus prismatoearpus,Juncus prismatocarpus subsp. leschenaultii,,,,,,,,,110,219,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0109,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ウキヤガラ,,Bollbosehoenus fluviatills,Bolboschoenus fluviatilis subsp. yagara,,,,,オオサンカクイ属,ウキヤガラ属,Actinoscirpus,Bolboschoenus,113,224,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0110,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アブラシバ,,Cares satsumensis,Carex satsumensis,,,,,,,,,117,233,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0111,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アゼスゲ,,Carex thunbergil,Carex thunbergii var. thunbergii,,,,,,,,,119,236,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0112,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カンスゲ,,Carex morrowil,Carex morrowii var. morrowii,,,,,,,,,122,242,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0113,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イワスゲ,,Cares stenantha,Carex stenantha var. stenantha,,,,,,,,,124,247,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0114,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,マダケ,,Phyllestachys reticulata,Phyllostachys reticulata,,,,,,,Plyllostaclys,Phyllostachys,145,288,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0115,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,クマザサ,,Sasa veitehii,Sasa veitchii,,,,,,,,,146,291,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0116,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コメススキ,,Avenella llexuosa,Avenella flexuosa,,,,,,,,,150,298,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0117,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ウシノケグサ,,Festuea ovina,Festuca ovina,,,,,シバムギ属,ウシノケグサ属,Eliytrigia,Festuca,153,305,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0118,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハマムギ,,Elymus dahurieus,Elymus dahuricus var. dahuricus,,,,,,,,,153,304,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0119,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ネズミムギ,,Lolium multiforum,Lolium multiflorum,,,,,,,,,155,308,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0120,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,クサヨシ,,Phalaris arundinaeen,Phalaris arundinacea,,,,,ネズミムギ属,クサヨシ属,Lolium,Phalaris,156,310,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0121,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ムカゴツツリ,ムカゴツヅリ,,,,,,,アワガエリ属,イチゴツナギ属,Phleum,Poa,157,312,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0122,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ギョウギシバ,,Cynodon daetylon,Cynodon dactylon,,,,,チョウセンガリヤス属,ギョウギシバ属,Cleistogenes,Cynodon,160,319,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0123,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,チガヤ,,Imperata cylindriea,Imperata cylindrica var. koenigii,,,,,,,,,168,335,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0124,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ササガヤ,,Leptatherum japonieum,Leptatherum japonicum var. japonicum,,,,,チガヤ属,ミヤマササガヤ属,Imperata,Leptatherum,169,337,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0125,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オギ,,Miseanthus saechariflorus,Miscanthus sacchariflorus,,,,,トウミツソウ属,ススキ属,Melinis,Miscanthus,170,338,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0126,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ススキ,,Miseanthus sinensis,Miscanthus sinensis,,,,,トウミツソウ属,ススキ属,Melinis,Miscanthus,170,338,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0127,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オオクサキビ,,Panicum dichotomillorum,Panicum dichotomiflorum,,,,,,,,,171,340,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0128,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,チカラシバ,,Pennisetum alopeeuroides,Pennisetum alopecuroides,,,,,,,Pennisetumn,Pennisetum,171,341,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0129,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コツブキンエノコロ,,,Setaria pallidefusca,,イネ科,,POACEAE,,エノコログサ属,,Setaria,173,344,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0130,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ツクシキケマン,,Corydalis heteroearpa,Corydalis heterocarpa var. heterocarpa,,,,,,,,,177,352,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0131,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イソヤマアオキ,,Coceulus laurifolius,Cocculus laurifolius,,,,,,,,,179,356,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0132,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヒイラギナンテン,,Berberis japoniea,Berberis japonica,,,,,ナンブソウ属,メギ属,Achlys,Berberis,180,359,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0133,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヘビノボラズ,,Berberis sieboldi,Berberis sieboldii,,,,,ナンブソウ属,メギ属,Achlys,Berberis,180,359,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0134,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,セイヤブシ,,,Aconitum ito-seiyanum,,キンポウゲ科,,RANUNCULACEAE,,トリカブト属,,Aconitum,184,367,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0135,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,センニンソウ,,Clematis ternillora,Clematis terniflora,,,,,,,,,190,378,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0136,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カラマツソウ,,Thalictrum aguilegifolium,Thalictrum aquilegiifolium var. intermedium,,,,,,,,,195,389,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0137,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アキカラマツ,,Thalietrum minus,Thalictrum minus var. hypoleucum,,,,,,,,,196,390,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0138,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミヤマハハソ,,,,,,,,アオカズラ属,アワブキ属,Sabia,Meliosma,198,394,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0139,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,トサミズキ,,Corylopsis spieata,Corylopsis spicata,,,,,,,,,201,401,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0140,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ユズリハ,,Daphniphyllum maeropodum,Daphniphyllum macropodum var. macropodum,,,,,,,,,203,404,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0141,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,チャボツメレンゲ,,,,,,,,リュウキュウベンケイ属,チャボツメレンゲ属,Kalanchoe,Meterostachys,212,423,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0142,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タカネマンネングサ,,Sedum triearpum,Sedum tricarpum,,,,,,,,,214,427,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0143,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,エビヅル,,Vitis fieifolia,Vitis ficifolia var. ficifolia,,,,,ミツバビンボウカズラ属,ブドウ属,Tetrastigma,Vitis,218,435,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0144,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,アカハダノキ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,222,443,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0145,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,モダマ,,Entada phaseoloides,Entada phaseoloides subsp. tonkinensis,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,222,443,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0146,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ジャケツイバラ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,ギンゴウカン属,ジャケツイバラ属,Leucaena,Caesalpinia,223,444,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0147,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ナンテンカズラ,,Caesalpinia erista,Caesalpinia crista,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,ギンゴウカン属,ジャケツイバラ属,Leucaena,Caesalpinia,223,444,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0148,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハスノミカズラ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,ギンゴウカン属,ジャケツイバラ属,Leucaena,Caesalpinia,223,444,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0149,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カワラケツメイ,,Chamaeerista nomame,Chamaecrista nomame,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,Chamaeerista,Chamaecrista,224,446,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0150,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,サイカチ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,224,446,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0151,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハカマカズラ,,Phanera japoniea,Phanera japonica,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,タシロマメ属,ハカマカズラ属,Intsia,Phanera,224,447,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0152,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハブソウ,,Semna oeeidentalis,Senna occidentalis,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,224,447,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0153,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,クサネム,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,トウアズキ属,クサネム属,Abrus,Aeschynomene,225,449,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0154,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ササハギ,,Alysiearpus vaginalis,Alysicarpus vaginalis,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,トウアズキ属,ササハギ属,Abrus,Alysicarpus,225,449,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0155,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シロウマオウギ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,226,451,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0156,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タイツリオウギ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,226,451,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0157,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハマナタマメ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,キマメ属,ナタマメ属,Cajanus,Canavalia,227,452,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0158,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,リシリオウギ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,227,452,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0159,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タヌキマメ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,228,454,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0160,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤエヤマタヌキマメ,,Crotalaria montana,Crotalaria montana var. angustifolia,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,228,454,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0161,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シイノキカズラ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,ナハキハギ属,シイノキカズラ属,Dendrolobium,Derris,229,456,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0162,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タマツナギ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,ナハキハギ属,シバハギ属,Dendrolobium,Desmodium,229,456,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0163,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ノアズキ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,229,457,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0164,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ノササゲ,,Dunasia truneata,Dumasia truncata,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,229,457,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0165,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハイマキエハギ,,Desmodium trillorum,Desmodium triflorum,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,ナハキハギ属,シバハギ属,Dendrolobium,Desmodium,229,457,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0166,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ツルマメ,,Glyeine max,Glycine max subsp. soja,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,231,460,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0167,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,フジカンゾウ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,231,461,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0168,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,リュウキュウヌスビトハギ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,231,461,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0169,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オオバヌスビトハギ,,,,ハマビシ科,マメ科,ZYGOPHYLLACEAE,FABACEAE,,,,,232,462,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
