audit_id,source,source_pdf_file,source_pdf_sha256,plant_name,audit_category,current_value,reference_value,decision,verified_value,pdf_page,printed_page,reviewed_on,verification_method,review_note
wildplants-taxonomy-followup-0098,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,モダマ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,222,443,2026-07-12,original_pdf_visual_review,原PDF p222（冊子p443）の種見出しは「モダマ Entada phaseoloides subsp. tonkinensis」。科見出しは原PDF p219（冊子p436）の「マメ科 LEGUMINOSAE (FABACEAE)」。科に加え、省略された亜種名を補う。
wildplants-taxonomy-followup-0099,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,モダマ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,222,443,2026-07-12,original_pdf_visual_review,原PDF p222（冊子p443）の種見出しは「モダマ Entada phaseoloides subsp. tonkinensis」。科見出しは原PDF p219（冊子p436）の「マメ科 LEGUMINOSAE (FABACEAE)」。科に加え、省略された亜種名を補う。
wildplants-taxonomy-followup-0100,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ジャケツイバラ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,223,444,2026-07-12,original_pdf_visual_review,原PDF p223（冊子p444）のジャケツイバラ属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しは「マメ科 LEGUMINOSAE (FABACEAE)」で、ハマビシ科/ZYGOPHYLLACEAEおよび隣接属の誤取込を訂正する。
wildplants-taxonomy-followup-0101,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ジャケツイバラ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,223,444,2026-07-12,original_pdf_visual_review,原PDF p223（冊子p444）のジャケツイバラ属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しは「マメ科 LEGUMINOSAE (FABACEAE)」で、ハマビシ科/ZYGOPHYLLACEAEおよび隣接属の誤取込を訂正する。
wildplants-taxonomy-followup-0102,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シロツブ,plant_name_not_supported_by_ocr_page,シロツブ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,シロツブ,223,444,2026-07-12,original_pdf_visual_review,原PDF p223（冊子p444）のジャケツイバラ属内に種見出し「シロツブ Caesalpinia bonduc」を目視確認。現行の和名を支持する。
wildplants-taxonomy-followup-0103,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ナンテンカズラ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,223,444,2026-07-12,original_pdf_visual_review,原PDF p223（冊子p444）の種見出しは「ナンテンカズラ Caesalpinia crista」。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ直し、erista を crista に訂正する。
wildplants-taxonomy-followup-0104,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ナンテンカズラ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,223,444,2026-07-12,original_pdf_visual_review,原PDF p223（冊子p444）の種見出しは「ナンテンカズラ Caesalpinia crista」。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ直し、erista を crista に訂正する。
wildplants-taxonomy-followup-0105,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハスノミカズラ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,223,444,2026-07-12,original_pdf_visual_review,原PDF p223（冊子p444）のジャケツイバラ属内の種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従い、ハマビシ科/ZYGOPHYLLACEAEと隣接属の誤取込を訂正する。
wildplants-taxonomy-followup-0106,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハスノミカズラ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,223,444,2026-07-12,original_pdf_visual_review,原PDF p223（冊子p444）のジャケツイバラ属内の種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従い、ハマビシ科/ZYGOPHYLLACEAEと隣接属の誤取込を訂正する。
wildplants-taxonomy-followup-0107,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カワラケツメイ,possible_ocr_latin_typo_against_ylist,Chamaeerista nomame,Chamaecrista nomame,correct_ocr,Chamaecrista nomame,224,446,2026-07-12,original_pdf_visual_review,PDF p.224（冊子p.446、左頁）の種見出しを原画像で目視し「Chamaecrista nomame」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0108,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カワラケツメイ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,224,446,2026-07-12,original_pdf_visual_review,原PDF p224（冊子p446）の種見出しは「カワラケツメイ Chamaecrista nomame」。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ直し、Chamaeerista を Chamaecrista に訂正する。
wildplants-taxonomy-followup-0109,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カワラケツメイ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,224,446,2026-07-12,original_pdf_visual_review,原PDF p224（冊子p446）の種見出しは「カワラケツメイ Chamaecrista nomame」。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ直し、Chamaeerista を Chamaecrista に訂正する。
wildplants-taxonomy-followup-0110,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,サイカチ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,224,446,2026-07-12,original_pdf_visual_review,原PDF p224（冊子p446）のサイカチ属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0111,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,サイカチ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,224,446,2026-07-12,original_pdf_visual_review,原PDF p224（冊子p446）のサイカチ属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0112,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハカマカズラ,possible_ocr_latin_typo_against_ylist,Phanera japoniea,Phanera japonica,correct_ocr,Phanera japonica,224,447,2026-07-12,original_pdf_visual_review,PDF p.224（冊子p.447、右頁）の種見出しを原画像で目視し「Phanera japonica」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0113,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハカマカズラ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,224,447,2026-07-12,original_pdf_visual_review,原PDF p224（冊子p447）の種見出しは「ハカマカズラ Phanera japonica」。原PDF p219（冊子p436）の科見出しに従い科と属を直し、japoniea を japonica に訂正する。
wildplants-taxonomy-followup-0114,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハカマカズラ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,224,447,2026-07-12,original_pdf_visual_review,原PDF p224（冊子p447）の種見出しは「ハカマカズラ Phanera japonica」。原PDF p219（冊子p436）の科見出しに従い科と属を直し、japoniea を japonica に訂正する。
wildplants-taxonomy-followup-0115,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハブソウ,possible_ocr_latin_typo_against_ylist,Semna oeeidentalis,Senna occidentalis,correct_ocr,Senna occidentalis,224,447,2026-07-12,original_pdf_visual_review,PDF p.224（冊子p.447、右頁）の種見出しを原画像で目視し「Senna occidentalis」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0116,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハブソウ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,224,447,2026-07-12,original_pdf_visual_review,原PDF p224（冊子p447）のセンナ属内の種見出しは「ハブソウ Senna occidentalis」。原PDF p219（冊子p436）の科見出しに従い科を直し、Semna oeeidentalis を Senna occidentalis に訂正する。
wildplants-taxonomy-followup-0117,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハブソウ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,224,447,2026-07-12,original_pdf_visual_review,原PDF p224（冊子p447）のセンナ属内の種見出しは「ハブソウ Senna occidentalis」。原PDF p219（冊子p436）の科見出しに従い科を直し、Semna oeeidentalis を Senna occidentalis に訂正する。
wildplants-taxonomy-followup-0118,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,エビスグサ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,225,448,2026-07-12,original_pdf_visual_review,原PDF p225（冊子p448）の種見出し「エビスグサ Senna obtusifolia」を目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0119,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,エビスグサ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,225,448,2026-07-12,original_pdf_visual_review,原PDF p225（冊子p448）の種見出し「エビスグサ Senna obtusifolia」を目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0120,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,クサネム,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,225,449,2026-07-12,original_pdf_visual_review,原PDF p225（冊子p449）のクサネム属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従い科を直し、隣接するトウアズキ属の誤取込を訂正する。
wildplants-taxonomy-followup-0121,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,クサネム,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,225,449,2026-07-12,original_pdf_visual_review,原PDF p225（冊子p449）のクサネム属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従い科を直し、隣接するトウアズキ属の誤取込を訂正する。
wildplants-taxonomy-followup-0122,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ササハギ,possible_ocr_latin_typo_against_ylist,Alysiearpus vaginalis,Alysicarpus vaginalis,correct_ocr,Alysicarpus vaginalis,225,449,2026-07-12,original_pdf_visual_review,PDF p.225（冊子p.449、右頁）の種見出しを原画像で目視し「Alysicarpus vaginalis」と確認。現行scientific_nameはOCR文字誤り。 genus欄も同じ属見出しに合わせる必要がある。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0123,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ササハギ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,225,449,2026-07-12,original_pdf_visual_review,原PDF p225（冊子p449）のササハギ属内の種見出しは「ササハギ Alysicarpus vaginalis」。原PDF p219（冊子p436）の科見出しに従い科・属を直し、Alysiearpus を Alysicarpus に訂正する。
wildplants-taxonomy-followup-0124,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ササハギ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,225,449,2026-07-12,original_pdf_visual_review,原PDF p225（冊子p449）のササハギ属内の種見出しは「ササハギ Alysicarpus vaginalis」。原PDF p219（冊子p436）の科見出しに従い科・属を直し、Alysiearpus を Alysicarpus に訂正する。
wildplants-taxonomy-followup-0125,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シロウマオウギ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,226,451,2026-07-12,original_pdf_visual_review,原PDF p226（冊子p451）のゲンゲ属内の種見出し「シロウマオウギ Astragalus shiroumensis」を目視確認。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0126,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シロウマオウギ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,226,451,2026-07-12,original_pdf_visual_review,原PDF p226（冊子p451）のゲンゲ属内の種見出し「シロウマオウギ Astragalus shiroumensis」を目視確認。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0127,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タイツリオウギ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,226,451,2026-07-12,original_pdf_visual_review,原PDF p226（冊子p451）のゲンゲ属内の種見出し「タイツリオウギ Astragalus mongholicus」を目視確認。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0128,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タイツリオウギ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,226,451,2026-07-12,original_pdf_visual_review,原PDF p226（冊子p451）のゲンゲ属内の種見出し「タイツリオウギ Astragalus mongholicus」を目視確認。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0129,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤブマメ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,226,450,2026-07-12,original_pdf_visual_review,原PDF p226（冊子p450）のヤブマメ属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0130,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤブマメ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,226,450,2026-07-12,original_pdf_visual_review,原PDF p226（冊子p450）のヤブマメ属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0131,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハマナタマメ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,227,452,2026-07-12,original_pdf_visual_review,原PDF p227（冊子p452）のナタマメ属内の種見出し「ハマナタマメ Canavalia lineata」を目視確認。原PDF p219（冊子p436）の科見出しに従い科を直し、キマメ属の誤取込を訂正する。
wildplants-taxonomy-followup-0132,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハマナタマメ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,227,452,2026-07-12,original_pdf_visual_review,原PDF p227（冊子p452）のナタマメ属内の種見出し「ハマナタマメ Canavalia lineata」を目視確認。原PDF p219（冊子p436）の科見出しに従い科を直し、キマメ属の誤取込を訂正する。
wildplants-taxonomy-followup-0133,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ビロードヒメクズ,plant_name_not_supported_by_ocr_page,ビロードヒメクズ,Plant name or known OCR-correction variant should appear on the cited page,keep_source,ビロードヒメクズ,227,452,2026-07-12,original_pdf_visual_review,原PDF p227（冊子p452）のキマメ属内に種見出し「ビロードヒメクズ Cajanus scarabaeoides」を目視確認。現行の和名を支持する。
wildplants-taxonomy-followup-0134,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,リシリオウギ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,227,452,2026-07-12,original_pdf_visual_review,原PDF p227（冊子p452）の種見出し「リシリオウギ Astragalus frigidus」を目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0135,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,リシリオウギ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,227,452,2026-07-12,original_pdf_visual_review,原PDF p227（冊子p452）の種見出し「リシリオウギ Astragalus frigidus」を目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0136,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タヌキマメ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,228,454,2026-07-12,original_pdf_visual_review,原PDF p228（冊子p454）のタヌキマメ属内の種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0137,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タヌキマメ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,228,454,2026-07-12,original_pdf_visual_review,原PDF p228（冊子p454）のタヌキマメ属内の種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従いハマビシ科/ZYGOPHYLLACEAEをマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0138,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤエヤマタヌキマメ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,228,454,2026-07-12,original_pdf_visual_review,原PDF p228（冊子p454）の種見出しは「ヤエヤマタヌキマメ Crotalaria montana var. angustifolia」。科をマメ科/FABACEAEへ直し、省略された変種名を補う。
wildplants-taxonomy-followup-0139,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヤエヤマタヌキマメ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,228,454,2026-07-12,original_pdf_visual_review,原PDF p228（冊子p454）の種見出しは「ヤエヤマタヌキマメ Crotalaria montana var. angustifolia」。科をマメ科/FABACEAEへ直し、省略された変種名を補う。
wildplants-taxonomy-followup-0140,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シイノキカズラ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,229,456,2026-07-12,original_pdf_visual_review,原PDF p229（冊子p456）のシイノキカズラ属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従い科を直し、隣接するナハキハギ属の誤取込を訂正する。
wildplants-taxonomy-followup-0141,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,シイノキカズラ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,229,456,2026-07-12,original_pdf_visual_review,原PDF p229（冊子p456）のシイノキカズラ属と種見出しを目視確認。原PDF p219（冊子p436）の科見出しに従い科を直し、隣接するナハキハギ属の誤取込を訂正する。
wildplants-taxonomy-followup-0142,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タマツナギ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,229,456,2026-07-12,original_pdf_visual_review,原PDF p229（冊子p456）のシバハギ属内の種見出し「タマツナギ Desmodium gangeticum」を目視確認。原PDF p219（冊子p436）の科見出しに従い科・属を訂正する。
wildplants-taxonomy-followup-0143,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タマツナギ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,229,456,2026-07-12,original_pdf_visual_review,原PDF p229（冊子p456）のシバハギ属内の種見出し「タマツナギ Desmodium gangeticum」を目視確認。原PDF p219（冊子p436）の科見出しに従い科・属を訂正する。
wildplants-taxonomy-followup-0144,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ノアズキ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,229,457,2026-07-12,original_pdf_visual_review,原PDF p229（冊子p457）のノアズキ属内の種見出し「ノアズキ Dunbaria villosa」を目視確認。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0145,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ノアズキ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,229,457,2026-07-12,original_pdf_visual_review,原PDF p229（冊子p457）のノアズキ属内の種見出し「ノアズキ Dunbaria villosa」を目視確認。原PDF p219（冊子p436）の科見出しに従いマメ科/FABACEAEへ訂正する。
wildplants-taxonomy-followup-0146,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ノササゲ,possible_ocr_latin_typo_against_ylist,Dunasia truneata,Dumasia truncata,correct_ocr,Dumasia truncata,229,457,2026-07-12,original_pdf_visual_review,PDF p.229（冊子p.457、右頁）の種見出しを原画像で目視し「Dumasia truncata」と確認。現行scientific_nameはOCR文字誤り。 独立した2回の原PDF画像照合で一致した。
wildplants-taxonomy-followup-0147,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ノササゲ,ylist_family_conflict,ハマビシ科,マメ科,correct_ocr,マメ科,229,457,2026-07-12,original_pdf_visual_review,原PDF p229（冊子p457）の種見出しは「ノササゲ Dumasia truncata」。科をマメ科/FABACEAEへ直し、Dunasia truneata を Dumasia truncata に訂正する。
wildplants-taxonomy-followup-0148,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ノササゲ,ylist_family_latin_conflict,ZYGOPHYLLACEAE,Fabaceae,correct_ocr,FABACEAE,229,457,2026-07-12,original_pdf_visual_review,原PDF p229（冊子p457）の種見出しは「ノササゲ Dumasia truncata」。科をマメ科/FABACEAEへ直し、Dunasia truneata を Dumasia truncata に訂正する。
