audit_version,reviewed_on,reference,account_no,insect_id,japanese_name,source_scientific_name,current_scientific_name,mapping_status,pdf_page_start,printed_page_start,source_host_scope,source_host_text,host_count_before,host_count_after_planned,current_host_names_before,host_audit_status,source_ecology_text,current_notes_before,note_audit_status,visual_review_status,source_pdf_sha256
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,42,species-2191,コギヒメハマキ,"Epinotia nanana (Treitschke, 1835)","Epinotia nanana (Treitschke, 1835)",japanese_exact,28,27,domestic_unknown_foreign_hosts_recorded,日本では未知．ヨーロッパでは Picea spp. (マツ科)．,0,1,,add_missing_foreign_hosts,"成虫発生時期は 6 月下旬〜7 月中旬．ヨーロッパの記録では，幼虫はトウヒ類の針葉を絹糸で 綴って，葉の基部から先端に向けて潜りながら摂食する (Bradley et al., 1979)．","出現時期:6月下旬-7月中旬 / 生態情報:ヨーロッパの記録では，幼虫はトウヒ類の針葉を絹糸で綴って，葉の基部から先端に向けて潜りながら摂食する(Bradley et al., 1979)",verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_28,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,43,species-2152,ハナウドモグリガ,"Epinotia majorana (Caradja, 1916)","Epinotia majorana (Caradja, 1916)",japanese_exact,28,27,domestic_hosts_recorded,ハナウド Heracleum sphondylium var. nipponicum，ニンジン Daucus carota subsp. sativus な ど (セリ科)．,2,2,ハナウド[野外（国内）] / ニンジン[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜8 月．幼虫はセリ科植物の花や葉を綴ったり，茎に潜ったりする．ニンジ ンでは生長点や葉柄に潜り，いわゆる芯止まりとなるため被害が大きく，幼虫は大きくなると根にも 潜る害虫である．,出現時期:5-8月 / 生態情報:幼虫はセリ科植物の花や葉を綴ったり，茎に潜ったりする．ニンジンでは生長点や葉柄に潜り，いわゆる芯止まりとなるため被害が大きく，幼虫は大きくなると根にも潜る害虫である,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,44,species-2149,ヒロオビヒメハマキ,"Epinotia bicolor (Walsingham, 1900)","Epinotia bicolor (Walsingham, 1900)",japanese_exact,29,28,domestic_hosts_recorded,コナラ Quercus serrata，アラカシ Q. glauca，ウバメガシ Q. phillyreoides，クヌギ Q. acutissima (ブナ科)．,4,4,コナラ[野外（国内）] / アラカシ[野外（国内）] / ウバメガシ[野外（国内）] / クヌギ[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜10 月．幼虫は寄主の新梢に潜る．潜られた枝は伸長せず，虫こぶとなり， 先端の葉は叢生状となる．幼生期については，駒井ら (2011) に詳しい．,出現時期:5-10月 / 生態情報:幼虫は寄主の新梢に潜る．潜られた枝は伸長せず，虫こぶとなり，先端の葉は叢生状となる．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,45,species-2150,キタナカジロヒメハマキ,"Epinotia notoceliana Kuznetzov, 1985","Epinotia notoceliana Kuznetzov, 1985",japanese_exact,29,28,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 7〜8 月．,出現時期:7-8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,46,species-2194,ヒカゲヒメハマキ,"Epinotia albiguttata (Oku, 1974)","Epinotia albiguttata (Oku, 1974)",japanese_exact,29,28,domestic_hosts_recorded,カシワ Quercus dentata，ミズナラ Q. crispula (ブナ科)．,2,2,カシワ[野外（国内）] / ミズナラ[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜8 月．,出現時期:5-8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,47,species-2315,アオイヒメハマキ,"Crocidosema plebejana Zeller, 1847","Crocidosema plebejana Zeller, 1847",japanese_exact,30,29,domestic_hosts_recorded,オクラ Abelmoschus esculentus (アオイ科)．海外では，ワタ Gossypium arboreum var. obtusifolium，ハイビスカス Hibiscus spp. などのアオイ科，ペポカボチャ Cucurbita pepo (ウリ科)，フ トモモ科，バラ科など．,1,7,オクラ[野外（国内）],add_missing_foreign_hosts,成虫発生時期は石垣島では 3 月．幼虫は果実や新芽に潜る．ワタの重要害虫で，ワタの苗木 の生長点を加害する．幼生期については，駒井ら (2011) に詳しい．,出現時期:石垣島では3月 / 生態情報:幼虫は果実や新芽に潜る．ワタの重要害虫で，ワタの苗木の生長点を加害する．幼生期については，駒井ら(2011)に詳しい / 生態情報:海外では，ワタGossypium arboreum var. obtusifolium，ハイビスカスHibiscus spp. などのアオイ科，ペポカボチャCucurbita pepo (ウリ科)，フトモモ科，バラ科など,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_30,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,48,species-2147,ウスキシロヒメハマキ,"Gibberifera simplana (Fischer von Röslerstamm, 1836)","Gibberifera simplana (Fischer von Röslerstamm, 1836)",japanese_exact,30,29,domestic_hosts_recorded,ヤマナラシ Populus tremula var. sieboldii (ヤナギ科)．ヨーロッパではヤナギ類 Salix (ヤナ ギ科)．,1,2,ヤマナラシ[野外（国内）],add_missing_foreign_hosts,成虫発生時期は 5〜9 月．幼虫はヤマナラシの葉を重ねて綴り，中齢期までは 1 葉に複数個体 が共存する (奥，2003)．,出現時期:5-9月 / 生態情報:幼虫はヤマナラシの葉を重ねて綴り，中齢期までは1 葉に複数個体が共存する(奥，2003) / 生態情報:ヨーロッパではヤナギ類Salix (ヤナギ科),normalize_ocr_layout_gap,original_pdf_image_confirmed_300dpi_page_30,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,49,species-2148,ニセウスキシロヒメハマキ,"Gibberifera hepaticana Kawabe & Nasu, 1994","Gibberifera hepaticana Kawabe & Nasu, 1994",japanese_exact,30,29,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 6〜8 月．,出現時期:6-8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,50,species-2196,ガレモンヒメハマキ,"Zeiraphera argutana (Christoph, 1881)","Zeiraphera argutana (Christoph, 1881)",japanese_exact,31,30,domestic_hosts_recorded,シナノキ Tilia japonica (アオイ科)．ロシアではカバノキ属 Betula (カバノキ科)．,1,2,シナノキ[野外（国内）],add_missing_foreign_hosts,成虫発生時期は 7〜9 月．,出現時期:7-9月 / 生態情報:ロシアではカバノキ属Betula (カバノキ科),verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_31,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,51,species-2197,ハシドイヒメハマキ,"Zeiraphera corpulentana (Kennel, 1901)","Zeiraphera corpulentana (Kennel, 1901)",japanese_exact,31,30,domestic_hosts_recorded,ハシドイ Syringa reticulata (モクセイ科)．ロシアではマンシュウハシドイ S. reticulata var. amurensis．,1,2,ハシドイ[野外（国内）],add_missing_foreign_hosts,成虫発生時期は 7〜8 月．,出現時期:7-8月 / 生態情報:ロシアではマンシュウハシドイS. reticulata var. amurensis,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_31,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,52,species-2198,ミドリモンヒメハマキ,"Zeiraphera subcorticana (Snellen, 1883)","Zeiraphera subcorticana (Snellen, 1883)",japanese_exact,31,30,domestic_hosts_recorded,ミツデカエデ Acer cissifolium，ハウチワカエデ A. japonicum，ヤマモミジ A. amoenum var. matsumurae，イタヤカエデ A. pictum subsp. dissectum，オガラバナ A. ukurunduense (ムクロジ科)．,5,5,ミツデカエデ[野外（国内）] / ハウチワカエデ[野外（国内）] / ヤマモミジ[野外（国内）] / イタヤカエデ[野外（国内）] / オガラバナ[野外（国内）],verified_complete_no_change,成虫発生時期は 7〜10 月．幼虫は寄主の若葉を粗く綴る．,出現時期:7-10月 / 生態情報:幼虫は寄主の若葉を粗く綴る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,53,species-2199,クロモンミズアオヒメハマキ,"Zeiraphera caeruleumana Kawabe, 1980","Zeiraphera caeruleumana Kawabe, 1980",japanese_exact,31,30,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 7〜9 月．ブナ林で採集される (奥，2003)．,出現時期:7-9月 / 生態情報:ブナ林で採集される(奥，2003),verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,54,species-2200,ミドリヒメハマキ,"Zeiraphera virinea Falkovitsh, 1965","Zeiraphera virinea Falkovitsh, 1965",japanese_exact,32,31,domestic_hosts_recorded,カシワ Quercus dentata (ブナ科)．ロシアではカンボク Viburnum opulus var. sargentii (レン プクソウ科)．,1,2,カシワ[野外（国内）],add_missing_foreign_hosts,成虫発生時期は 7〜9 月．幼虫は葉綴りである．,出現時期:7-9月 / 生態情報:幼虫は葉綴りである / 生態情報:ロシアではカンボクViburnum opulus var. sargentii (レンプクソウ科),verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_32,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,55,species-2201,ニセミドリヒメハマキ,"Zeiraphera fulvomixtana Kawabe, 1974","Zeiraphera fulvomixtana Kawabe, 1974",japanese_exact,32,31,domestic_hosts_recorded,ミズナラ Quercus crispula，アラカシ Q. glauca，カシワ Q. dentata (ブナ科)．,3,3,ミズナラ[野外（国内）] / アラカシ[野外（国内）] / カシワ[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜7 月．,出現時期:5-7月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,56,species-2202,マエジロミドリモンヒメハマキ,"Zeiraphera shimekii Kawabe, 1974","Zeiraphera shimekii Kawabe, 1974",japanese_exact,32,31,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 7〜8 月．,出現時期:7-8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,57,species-2203,セギンモンヒメハマキ,"Zeiraphera bicolora Kawabe, 1976","Zeiraphera bicolora Kawabe, 1976",japanese_exact,32,31,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 7 月．,出現時期:7月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,58,species-2204,シロマルモンヒメハマキ,"Zeiraphera demutata (Walsingham, 1900)","Zeiraphera demutata (Walsingham, 1900)",japanese_exact,33,32,domestic_hosts_recorded,ミズナラ Quercus crispula，コナラ Q. serrata，カシワ Q. dentata (ブナ科)．,3,3,ミズナラ[野外（国内）] / コナラ[野外（国内）] / カシワ[野外（国内）],verified_complete_no_change,成虫発生時期は 7〜9 月．幼虫は葉綴りである．,出現時期:7-9月 / 生態情報:幼虫は葉綴りである,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,59,species-2205,トドマツアミメヒメハマキ,"Zeiraphera rufimitrana (Herrich-Schäffer, 1851)","Zeiraphera rufimitrana (Herrich-Schaffer, 1851)",japanese_exact,33,32,domestic_hosts_recorded,トドマツ Abies sachalinensis，オオシラビソ A. mariesii (マツ科)．,2,2,トドマツ[野外（国内）] / オオシラビソ[野外（国内）],verified_complete_no_change,成虫発生時期は 7〜8 月．幼虫は最初，針葉の先端を紡錘状に，やがて中齢以降は針葉を粗く 綴る．幼生期については，駒井ら (2011) に詳しい．,出現時期:7-8月 / 生態情報:幼虫は最初，針葉の先端を紡錘状に，やがて中齢以降は針葉を粗く綴る．幼生期については，駒井ら(2011)に詳しい,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,60,species-2206,コエゾマツアミメヒメハマキ,"Zeiraphera suzukii Oku, 1968","Zeiraphera suzukii Oku, 1968",japanese_exact,33,32,domestic_hosts_recorded,エゾマツ Picea jezoensis var. jesoensis (マツ科)．,1,1,エゾマツ[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜7 月．,出現時期:6-7月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,61,species-2207,ヒロシヒメハマキ,"Zeiraphera hiroshii Kawabe, 1980","Zeiraphera hiroshii Kawabe, 1980",japanese_exact,33,32,domestic_hosts_recorded,ガマズミ Viburnum dilatatum (レンプクソウ科)．,1,1,ガマズミ[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜7 月．幼虫は花芽を綴り，やがて花蕾から花柄まで食い込む (奥，2003)．,出現時期:6-7月 / 生態情報:幼虫は花芽を綴り，やがて花蕾から花柄まで食い込む(奥，2003),verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,62,species-2208,ハイイロアミメヒメハマキ,"Zeiraphera griseana (Hübner, [1799])","Zeiraphera griseana (Hübner, [1799])",japanese_exact,33,32,domestic_hosts_recorded,カラマツ Larix kaempferi (マツ科)．,1,1,カラマツ[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜8 月．幼虫はカラマツの数本の短枝葉に絹糸を張る．,出現時期:6-8月 / 生態情報:幼虫はカラマツの数本の短枝葉に絹糸を張る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,63,species-2209,カラマツチャイロヒメハマキ,"Zeiraphera lariciana Kawabe, 1980","Zeiraphera lariciana Kawabe, 1980",japanese_exact,34,33,domestic_hosts_recorded,カラマツ Larix kaempferi (マツ科)．,1,1,カラマツ[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜8 月．,出現時期:6-8月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,64,species-2213,ナカオビウスツヤヒメハマキ,"Gypsonoma nitidulana (Lienig & Zeller, 1846)","Gypsonoma nitidulana (Lienig & Zeller, 1846)",japanese_exact,34,33,domestic_hosts_recorded,ヤマナラシ Populus tremula var. sieboldii (ヤナギ科)，クロマメノキ Vaccinium uliginosum var. japonicum (ツツジ科)，キイチゴ属 Rubus (バラ科)．,3,3,ヤマナラシ[野外（国内）] / クロマメノキ[野外（国内）] / キイチゴ属[野外（国内）],verified_complete_no_change,本州では高山帯に分布．成虫発生時期は 6〜7 月．,生態情報:本州では高山帯に分布．成虫発生時期は6 ～7 月,split_emergence_from_ecology,original_pdf_image_confirmed_300dpi_page_34,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,65,species-2214,タテヤマヒメハマキ,"Gypsonoma oppressana (Treitschke, 1835)","Gypsonoma oppressana (Treitschke, 1835)",japanese_exact,34,33,domestic_hosts_recorded,セイヨウハコヤナギ (ポプラ) Populus nigra var. italica (ヤナギ科)．,1,1,セイヨウハコヤナギ[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜8 月，9 月にも採集されている．幼虫は新芽を食害する．本州では亜高山 帯で採集された (那須ら，2019)．,出現時期:6-8月，9月にも採集されている / 生態情報:幼虫は新芽を食害する．本州では亜高山帯で採集された(那須ら，2019),verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,66,species-2215,ポプラヒメハマキ,"Gypsonoma minutana (Hübner, [1799])","Gypsonoma minutana (Hübner, [1799])",japanese_exact,35,34,domestic_hosts_recorded,セイヨウハコヤナギ (ポプラ) Populus nigra var. italica，ヤナギ類 Salix (ヤナギ科)．,2,2,セイヨウハコヤナギ[野外（国内）] / ヤナギ類[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜9 月．,出現時期:5-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,67,species-2216,コヤナギヒメハマキ,"Gypsonoma bifasciata Kuznetzov, 1966","Gypsonoma bifasciata Kuznetzov, 1966",japanese_exact,35,34,domestic_hosts_recorded,イヌコリヤナギ Salix integra，キツネヤナギ S. vulpina subsp. vulpina，バッコヤナギ S. caprea，カワヤナギ S. miyabeana subsp. gymnolepis など (ヤナギ科)．,4,4,イヌコリヤナギ[野外（国内）] / キツネヤナギ[野外（国内）] / バッコヤナギ[野外（国内）] / カワヤナギ[野外（国内）],verified_complete_no_change,"成虫発生時期は 6〜9 月．ジャヤナギ S. eriocarpa 上のタマバエ類の虫こぶからも幼虫が得ら れている (Sugiura and Yamazaki, 2002)．","出現時期:6-9月 / 生態情報:ジャヤナギS. eriocarpa 上のタマバエ類の虫こぶからも幼虫が得られている(Sugiura and Yamazaki, 2002)",verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,68,species-2217,ウスネグロヒメハマキ,"Gypsonoma ephoropa (Meyrick, 1931)","Gypsonoma ephoropa (Meyrick, 1931)",japanese_exact,35,34,domestic_hosts_recorded,ミネヤナギ Salix sp. (ヤナギ科)．,1,1,ミネヤナギ[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜8 月．幼虫は高地のミネヤナギに多いが，成虫は低地でも採れているので 他のヤナギ類にもつくようである (奥，2003)．,出現時期:5-8月 / 生態情報:幼虫は高地のミネヤナギに多いが，成虫は低地でも採れているので他のヤナギ類にもつくようである(奥，2003),verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,69,species-2218,ネグロヒメハマキ,"Gypsonoma dealbana (Frölich, 1828)","Gypsonoma dealbana (Frölich, 1828)",japanese_exact,35,34,domestic_hosts_recorded,イヌコリヤナギ Salix integra，バッコヤナギ S. caprea，オノエヤナギ S. udensis，カワヤナ ギ S. miyabeana subsp. gymnolepis など (ヤナギ科)，シラカンバ Betula platyphylla，ダケカンバ B. ermanii，タニガワハンノキ Alnus inokumae，ヤマハンノキ A. hirsuta (カバノキ科)．,8,8,イヌコリヤナギ[野外（国内）] / バッコヤナギ[野外（国内）] / オノエヤナギ[野外（国内）] / カワヤナギ[野外（国内）] / シラカンバ[野外（国内）] / ダケカンバ[野外（国内）] / タニガワハンノキ[野外（国内）] / ヤマハンノキ[野外（国内）],verified_complete_no_change,成虫発生時期は 5〜9 月．幼虫は新芽を綴る．,出現時期:5-9月 / 生態情報:幼虫は新芽を綴る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,70,species-2219,カオジロネグロヒメハマキ,"Gypsonoma sociana (Haworth, [1811])","Gypsonoma sociana (Haworth, [1811])",japanese_exact,36,35,domestic_unknown_foreign_hosts_recorded,国内では未知．国外ではヤナギ属 Salix (ヤナギ科)．,0,1,,add_missing_foreign_hosts,成虫発生時期は 6〜7 月．,出現時期:6-7月,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_36,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,71,species-2220,ヒロオビネグロヒメハマキ,"Gypsonoma rivulana Oku, 2005","Gypsonoma rivulana Oku, 2005",japanese_exact,36,35,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 6〜7 月．ヤナギ Salix 林に多い．,出現時期:6-7月 / 生態情報:ヤナギSalix 林に多い,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,72,species-2221,ウスツヤハイイロヒメハマキ,"Gypsonoma attrita Falkovitsh, 1965","Gypsonoma attrita Falkovitsh, 1965",japanese_exact,36,35,domestic_hosts_recorded,イヌコリヤナギ Salix integra，キツネヤナギ S. vulpina subsp. vulpina (ヤナギ科)．,2,2,イヌコリヤナギ[野外（国内）] / キツネヤナギ[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜7 月．,出現時期:6-7月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,73,species-2222,ムモンハイイロヒメハマキ,"Gypsonoma holocrypta (Meyrick, 1931)","Gypsonoma holocrypta (Meyrick, 1931)",japanese_exact,36,35,domestic_hosts_recorded,イヌコリヤナギ Salix integra，キツネヤナギ S. vulpina subsp. vulpina，オノエヤナギ S. udensis，カワヤナギ S. miyabeana subsp. gymnolepis (ヤナギ科)．,4,4,イヌコリヤナギ[野外（国内）] / キツネヤナギ[野外（国内）] / オノエヤナギ[野外（国内）] / カワヤナギ[野外（国内）],verified_complete_no_change,"成虫発生時期は 5〜7 月．ジャヤナギ S. eriocarpa 上のヤナギマルタマバエ Rabdophaga rigidae の虫こぶを摂食している幼虫が発見されている (Sugiura and Yamazaki, 2002)．","出現時期:5-7月 / 生態情報:ジャヤナギS. eriocarpa 上のヤナギマルタマバエRabdophaga rigidae の虫こぶを摂食している幼虫が発見されている(Sugiura and Yamazaki, 2002)",verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,74,species-2223,ウスモンハイイロヒメハマキ,"Gypsonoma maritima Kuznetzov, 1970","Gypsonoma maritima Kuznetzov, 1970",japanese_exact,37,36,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 6〜7 月．,出現時期:6-7月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,75,species-2224,アカムラサキヒメハマキ,"Gypsonoma erubesca Kawabe, 1978","Gypsonoma erubesca Kawabe, 1978",japanese_exact,37,36,domestic_hosts_recorded,キバナシャクナゲ Rhododendron aureum (ツツジ科)．,1,1,キバナシャクナゲ[野外（国内）],verified_complete_no_change,成虫発生時期は 7〜8 月．幼虫は新芽に潜る．,出現時期:7-8月 / 生態情報:幼虫は新芽に潜る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,76,species-2225,ムジシロチャヒメハマキ,"Gypsonoma kawabei Nasu & Kusunoki, 1998","Gypsonoma kawabei Nasu & Kusunoki, 1998",japanese_exact,37,36,source_unknown,未知．,0,0,,verified_source_unknown,成虫発生時期は 6〜9 月．,出現時期:6-9月,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,77,species-2227,マツアカシンムシ,"Rhyacionia dativa Heinrich, 1928","Rhyacionia dativa Heinrich, 1928",japanese_exact,38,37,domestic_hosts_recorded,クロマツ Pinus thunbergii (マツ科)．奄美大島ではリュウキュウマツ P. luchuensis を摂食 している可能性がある．中国ではタイワンアカマツ P. massoniana が記録されている．,1,2,クロマツ[野外（国内）],add_missing_foreign_hosts,成虫発生時期は 4〜5 月と 7〜8 月．幼虫は新梢側枝に食入したり，球果の表面を食害したり する．,"出現時期:4-5月,7-8月 / 生態情報:幼虫は新梢側枝に食入したり，球果の表面を食害したりする / 生態情報:奄美大島ではリュウキュウマツP. luchuensis を摂食している可能性がある．中国ではタイワンアカマツP. massoniana が記録されている",remove_inference_retain_objective_content,original_pdf_image_confirmed_300dpi_page_38,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,78,species-2228,ワシヤシントメヒメハマキ,"Rhyacionia washiyai (Kôno & Sawamoto, 1940)","Rhyacionia washiyai Kono & Sawamoto, 1940",japanese_exact,38,37,domestic_hosts_recorded,ヨーロッパクロマツ Pinus nigra，ハイマツ P. pumila (マツ科)．,2,2,ヨーロッパクロマツ[野外（国内）] / ハイマツ[野外（国内）],verified_complete_no_change,成虫発生時期は 6〜8 月．幼虫は新梢に潜る．,出現時期:6-8月 / 生態情報:幼虫は新梢に潜る,verified_complete_no_change,heading_level_text_audit_no_change,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
hamakiga1-v1-2026-07-12,2026-07-12,日本のハマキガ1,79,species-2229,ニセマツアカヒメハマキ,"Rhyacionia pinivorana (Lienig & Zeller, 1846)","Rhyacionia pinivorana (Lienig & Zeller, 1846)",japanese_exact,38,37,domestic_hosts_recorded,クロマツ Pinus thunbergii (マツ科)．ヨーロッパではヨーロッパアカマツ P. sylvestris．,1,2,クロマツ[野外（国内）],add_missing_foreign_hosts,成虫発生時期は 5〜7 月．幼虫は新梢に潜る．,出現時期:5-7月 / 生態情報:幼虫は新梢に潜る / 生態情報:ヨーロッパではヨーロッパアカマツP. sylvestris,verified_complete_no_change,original_pdf_image_confirmed_300dpi_page_38,78f75fd532ace774cff181d573c96c04052e1c65dd77a352ec520d7cd33de646
